HouseID,Description,Location,Price,Bedrooms,Bathrooms,Floor Area,Land Area,Latitude,Longitude
1176,BF Tahanan Village | Five Bedroom House and Lot for Sale at Parañaque - #6092,"B.F. Homes, Paranaque",45000000,5,5,375.0,280.0,14.4462789,121.0274109
1177,"2 Bedroom House for Sale in San Pedro, Laguna - Southview Homes","San Vicente, San Pedro",4900000,2,1,61.0,70.0,14.3562015,121.0481011
1178,"Nice House for Sale in BF Homes, Paranaque City","B.F. Homes, Paranaque",26000000,4,4,350.0,289.0,14.4462789,121.0274109
1179,"Susana Heights, Muntinlupa City House and Lot for Sale! 2 Storey 6 Bedroom","Tunasan, Muntinlupa, National Capital Region, Philippines Tunasan, Muntinlupa",52000000,6,4.5,480.0,500.0,14.37226443,121.0361601
1180,"House and Lot For Sale in A Subdivision, Candau-Ay, Dumaguete City","Candau-Ay, Dumaguete City, Central Visayas, Philippines Candau-Ay, Dumaguete",5500000,2,2,110.0,121.0,9.31259957,123.2680201
1181,"910sqm 6BR Stunning Bnrad New House in Ayala Heights, Quezon City For Sale","Ayala Heights, Quezon City",188000000,6,6,910.0,510.0,14.66246055,121.0881386
1182,"Relaxing & Exquisite House and Lot at BF Homes, Paranaque City","B.F. Homes, Paranaque",32500000,4,4,268.0,287.0,14.4462789,121.0274109
1183,3 Bedroom Townhouse located along SRP Road for Sale,"Philippines, Talisay, Cansojong, Srp Cansojong, Talisay",6000000,3,3,120.0,64.0,10.26069142,123.8634321
1184,2-Storey Single Firewall For Sale in Camella Cerritos General Santos City,"Lagao, General Santos City",8000000,5,3,142.0,121.0,6.1280792,125.1903784
1185,182sqm 3BR 3 Storey Townhouse for sale near Teachers Village Diliman Quezon City,"Diliman, Quezon City",12230000,3,3,182.9,62.8,14.6361294,121.0335841
1186,"Modern Zen House and Lot for sale in B.F. Homes, Parañaque","B.F. Homes (Paranaque) B.F. Homes, Paranaque",18500000,3,3,300.0,204.0,14.4475119,121.0294569
1187,"Brand New Modern 4 Bedrooms Home for Sale in BF Homes, Parañaque City","B.F. Homes, Paranaque",28900000,4,4,270.0,204.0,14.4462789,121.0274109
1188,3 Bedroom Single Attached House and Lot for Sale at Muntinlupa City,"Muntinlupa, Metro Manila, Philippines Muntinlupa",8000000,3,2,83.0,120.0,14.41042661,121.0398882
1189,"Elegant Duplex House and Lot for Sale in San Mateo, Rizal near Quezon City","Ampid I, San Mateo",9798000,4,3,155.0,104.0,14.6809969,121.1192939
1190,"2 Storey House and Lot for Sale in Filinvest 2, Batasan Hills, Quezon City","Bagong Silangan, Quezon City",20000000,5,5,300.0,240.0,14.6978613,121.1104093
1191,Exclusive Living: Ayala Alabang Village House for Sale in Muntinlupa,"Ayala Alabang, Muntinlupa",110000000,4,5,400.0,300.0,14.4226096,121.0269407
1192,House & Lot with pool at Royale Tagaytay Estates,"Buck Estate, Alfonso",25000000,4,3,450.0,392.0,14.0835001,120.8542787
1193,"Luxurious House with Swimming Pool For Sale in San Fernando, Pampanga","Telabastagan, San Fernando",45000000,5,6,432.0,1565.0,15.1142829,120.6088717
1194,"Beautiful And Brandnew House For Sale in Matandang Balara, Quezon City","Matandang Balara, Quezon City",105000000,5,5,650.0,330.0,14.6716797,121.0745345
1195,"Brand New Modern Designed House for Sale in Tahanan Village, Parañaque City","B.F. Homes, Paranaque",36000000,5,6,325.0,280.0,14.4462789,121.0274109
1196,St. Joseph Richfield Phase 2 | 08/23 Update | 2 Bedrooms Townhouse House and Lot,"Tagapo, Santa Rosa",2090585,2,1,42.0,50.0,14.3136408,121.1001034
1197,Marikina Heights TOWNHOUSE  2 Storey 3 bedroom with Parking,"Ordonez St. Corner Champaca St. Marikina Heights, Marikina",6900000,3,2,88.9,53.0,14.65209003,121.1229333
1198,"2 Storey Residential Unit For Sale in Bangkas Heights, Davao City","Bangkas Heights, Davao",17000000,2,2,250.0,338.0,7.0579362,125.4907409
1199,Rush For Sale Furnished Italian Inspired House - Taguig City,"Ususan, Taguig",,5,6,182.0,232.0,14.5423688,121.0550156
1200,"2BR Bungalow House and Lot for sale near New Clark City, Tarlac","Kathrynville, Cutcut, Capas,Tarlac Cutcut 1St, Capas",1755000,,1,35.0,96.0,15.32452062,120.5902631
1201,"For Sale: Brand New 4-Bedroom House & Lot in Mabalacat, Pampanga","Atlu-Bola, Mabalacat",10700000,4,2,150.0,120.0,15.2317258,120.5717505
1202,South Point Villas 01/24 Update | 3 Bedroom Townhouse House For Sale in Alaminos,"Barangay Ii, Alaminos",1144549,3,1,46.6,40.0,14.0733361,121.256544
1203,"3 Bedroom House for Sale in San Pedro, Laguna - Southview Homes","San Vicente, San Pedro",5500000,3,2,76.0,70.0,14.3562015,121.0481011
1204,"5 Bedrooms House and Lot For Sale in Aniban I, Bacoor, Cavite","Aniban I, Bacoor",16000000,5,6,411.0,360.0,14.4597848,120.9627456
1205,"For Sale Single Detached House for As Low As 37,432 Monthly, Marilao, Bulacan","Loma De Gato, Marilao",7521360,3,2,90.0,112.0,14.7912768,121.0083083
1206,"Newly Renovated Townhouse for sale at Circulo Verde, Quezon City","Bagumbayan, Quezon City",25000000,3,4,198.0,,14.6063578,121.0818908
1207,"Two (2) Bedroom House and Lot at Victoria Homes, Muntinlupa City For Sale","Magenta St., Saphhire Hills, Victoria Homes, Muntinlupa City Tunasan, Muntinlupa",2700000,2,1,37.0,79.0,14.36342026,121.0180178
1208,Luxury Brand New 6BR House and Lot for Sale in Ayala Alabang Village,"Ayala Alabang Muntinlupa Metro Manila Ayala Alabang, Muntinlupa",540000000,6,7,1442.0,987.0,14.428209,121.0266751
1209,"Sumacab Este, Cabanatuan City, Foreclosed House and Lot - 10108000000347","Lot 16 Block 13, Amazon Street, Lakewood City Subdivision Sumacab Este, Cabanatuan",3155000,1,1,191.0,204.0,15.45672305,120.9599101
1210,"Rare, small cut Dasmarinas Village Makati Property","Dasmarinas, Makati",,5,4,400.0,614.0,14.5401434,121.0269757
1211,"900sqm 7BR Bright & Airy Brand new House for sale in Whiteplains, Quezon City","White Plains, Quezon City",208000000,7,6,900.0,464.0,14.6032747,121.0713026
1212,3 Bedroom Single Detached House For Sale Along Gov. Drive Trece Martires Cavite,"Cabuco, Trece Martires",5739667,3,2,75.0,120.0,14.2792049,120.8446323
1213,FOR SALE: House & Lot in Moonwalk PH 1 Paranaque*,"Moonwalk, Paranaque",21400000,5,3,300.0,400.0,14.4918575,121.0146712
1214,For Sale 4-Bedroom Contemporary Spanish Style Home w/ Big lot area in Talisay.,"Cansojong, Talisay",36000000,5,4,309.0,2080.0,10.2495232,123.8548827
1215,"For Sale Residential House and Lot in SSS Village, Marikina City","Concepcion Dos, Marikina",8500000,2,1,63.0,288.0,14.6405888,121.1208184
1216,3 Bedroom House and Lot at Celestis 2 in Antipolo Rizal (Corner),"San Luis, Antipolo",6448937,3,2,76.0,90.0,14.6043281,121.1981422
1217,"For Sale : 6-Bedroom House in Monteverde Royale, Taytay, Rizal","San Juan, Taytay",45000000,6,7,700.0,561.0,14.5585639,121.1360313
1218,"3 Bedroom Townhouse for sale in Sierra Manor Residences at San Isidro, Rizal","Don Mariano Ave San Isidro, Angono",5177819,3,2,73.1,41.0,14.5389092,121.1601117
1219,Single Attached House and Lot in Lipa Batangas,"San Lucas, Lipa",4169183,2,1,54.0,113.0,14.017376,121.1836485
1220,House for Sale in Angeles City with Huge Garden and Private Swimming Pool,"Malabanias, Angeles",,4,5,300.0,1098.0,15.1509444,120.589826
1221,"460sqm 5BR Bnew Modern House for sale in Santa Ana, Taytay, Rizal","Santa Ana, Taytay",42500000,5,5.5,460.0,300.0,14.5654235,121.1267997
1222,2 Storey House and Lot for Sale in Filinvest 2 Batasan Hills  Quezon City,"1 Bagong Silangan, Quezon City",17500000,5,3,300.0,240.0,14.6978613,121.1104093
1223,Brand New House and Lot For Sale Capitol Homes Quezon City with Pool,"Matandang Balara, Quezon City",92000000,5,5,421.0,400.0,14.6716797,121.0745345
1224,Francis Court Townhouse  | Five Bedroom Townhouse for Sale at San Juan - #5842,"Pasadena, San Juan",57000000,5,4,385.0,,14.6087274,121.0332511
1225,"Duplex House For Sale in Dumaguete, Negros Oriental - PHP 10M",Dumaguete,10000000,6,4,318.0,210.0,9.3054777,123.3080446
1226,For Sale Modern Asian House in Summerhills subd Antipolo city,"Dela Paz, Antipolo",14000000,4,3,240.0,173.0,14.5886674,121.1739784
1227,"Fully Furnished Modern Designed Two Storey House for Sale in Tahanan Village, Pa","Tahanan Village B.F. Homes, Paranaque",30000000,4,4,300.0,280.0,14.4506613,121.0300501
1228,"For Sale: Bungalow House & Lot in Valencia Estates, Valencia, Bukidnon","Valencia Estates, Valencia, Bukidnon Lumbo, Vallencia",5000000,2,2,60.0,150.0,7.889824603,125.071714
1229,3-BR Brand New House for Sale at Eastville Filinvest Cainta East,"San Isidro, Cainta",19500000,3,3,188.0,172.0,14.6092561,121.1106377
1230,6 Bedroom Modern Corner lot Haven with swimming pool located in Pasig city.,"Rosario, Pasig",29000000,6,6,450.0,191.0,14.5904898,121.0882718
1231,"330 sqm House in San Miguel Village, Makati City","San Miguel Village, Makati",125000000,4,3,300.0,330.0,14.56726465,121.0255189
1232,Dagupan City 3BR Customized & Modern Design House and Lot Package,"Bonuan Boquig, Dagupan",5040000,3,2,80.0,190.0,16.0774984,120.3580251
1233,For Sale House and Lot Ayala Alabang Village  Muntinlupa City,"Ayala Alabang, Muntinlupa",125000000,4,5,400.0,300.0,14.4226096,121.0269407
1234,"House and Lot for Sale in BF Homes Quezon City, Metro Manila","Holy Spirit, Quezon City",45000000,5,5,350.0,464.0,14.6838626,121.0761031
1235,South Bay Parañaque 6BR Fully-furnished Elegant House for Sale,"B.F. Homes, Paranaque",49000000,5,5,450.0,510.0,14.4462789,121.0274109
1236,"For Sale Brand New Townhouse in Filinvest 2, Quezon City","Batasan Hills, Quezon City",15000000,5,4,303.0,90.0,14.6862585,121.099335
1237,"3 Bedroom House and Lot For Sale in Quezon City, West Avenue","West Triangle, Quezon City",25000000,3,3,270.0,101.0,14.6432727,121.0308148
1238,"For Sale: 2 Storey Corner House and Lot in Pulo, Cabuyao, Laguna","Pulo, Cabuyao, Laguna, Philippines Pulo, Cabuyao",30000000,5,4,550.0,386.0,14.24206448,121.1300052
1239,"House and Lot for Sale at Alabang West Village, Daang Hari Road, Las Piñas City","Daang Hari, 1751 Las Pinas, Philippines Almanza Dos, Las Pinas",50000000,5,5,323.0,302.0,14.41332862,121.0159055
1240,"Well Maintained Two Storey House for Sale in Ayala Alabang Village, Muntinlupa C","Ayala Alabang Village Ayala Alabang, Muntinlupa",120000000,4,5,400.0,720.0,14.4226096,121.0269407
1241,BF Bayanihan Village  | Five Bedroom House and Lot For Sale at Parañaque - #6091,"B.F. Homes, Paranaque",37500000,5,5,375.0,280.0,14.4462789,121.0274109
1242,Exquisite Modern Designer House in Urdaneta Village Makati City for Sale,"Urdaneta, Makati",800000000,5,5,700.0,1156.0,14.556078,121.0296234
1243,"Bungalow House for SALE in West Kamias, Quezon City","West Kamias, Quezon City",28000000,6,2,,300.0,14.6305587,121.0495397
1244,"For Sale: House & Lot in Vista Valley Executive Village, Marikina City","Santo Nino, Marikina",18000000,3,3,260.0,144.0,14.6403852,121.0966298
1245,Capitol 8 House and Lot for Sale! Pasig City,"Kapitolyo, Pasig",120000000,3,3,,444.0,14.5711649,121.0594975
1246,"4 Bedrooms House and Lot for Sale in Cebu City, Cebu - Clean Title",Cebu,10000000,4,1,,184.0,10.2931062,123.9020773
1247,"3 Bedroom Duplex Unit for sale at Santevi in San Pablo, Laguna","Pan-Philippine Hwy San Vicente, San Pablo",3400000,3,2,66.0,80.0,14.00601546,121.3362269
1248,"3 Bedroom House and Lot for Sale in Jaro Ilo-ilo, Casa Mira Iloilo","Jaro, Iloilo",3816956,3,2,53.2,72.0,10.7467342,122.5767201
1249,4 Bedroom House and Lot For Sale with Roof Deck in Cabuyao Laguna,"Casile, Cabuyao",17500000,4,3,250.0,214.0,14.2015402,121.0370618
1250,"For Sale: White Sand Beach House Property in Dapitan City, Zamboanga del Norte","Canlucani, Dapitan City, Zamboanga Peninsula, Philippines Canlucani, Dapitan",,2,6,300.0,5300.0,8.7062112,123.4259745
1251,"Ready for Occupancy 2 Storey Duplex House for sale at San Roque, Talisay, Cebu","88 Brookside San Roque Talisay San Roque, Talisay",6449458,4,2,86.0,110.0,10.2535932,123.8591184
1252,"Welcome to your future home in Robinsons Highlands, Buhangin, Davao City","Buhangin, Davao",18500000,4,4,190.0,184.0,7.1469686,125.5940509
1253,3 Storey Townhouse for Sale in Tandang Sora near Mindanao Avenue Quezon City,"1 Tandang Sora, Quezon City",8000000,3,2,110.0,45.0,14.6868317,121.035975
1254,"3 bedroom Townhouse For Sale in Lancaster New City, Gentri","Tapia, General Trias",2245920,3,1,40.0,50.0,14.3630407,120.8803493
1255,"For Sale Ancestral House & Lot Circa 1928 Earnshaw, Manila (Neg.)","Sampaloc, Manila",27000000,6,6,,180.0,14.6031403,120.993417
1256,"Brand New House in exclusive Subdivision, South Pacific Golf and Leisure Estate","Bago Oshiro, Davao",16000000,5,4,210.0,208.0,7.0774367,125.4963894
1257,4 BR Modern Elegant Home for Sale in Novaliches Quezon City near SM Fairview,"Novaliches, Quezon City",45000000,5,5,400.0,300.0,14.7209396,121.038922
1258,2-Storey House And Lot For Sale At Royal Villas West Amadeo Cavite,"Salaban, Amadeo",12000000,6,5,110.0,240.0,14.1296621,120.9332054
1259,"M-R-3-36- Acquired Property for Sale in Unit 301 Makati South Hills Condominium, East Service Road, Brgy. San Martin de Porres, Parañaque City (w/ Parking slot) - Retail","San Martin De Porres, Paranaque",4770850,,,136.3,,14.4984874,121.0432063
1260,"Beautiful, Fully Renovated House for Sale in Ayala Alabang Village, Muntinlupa","Ayala Alabang, Muntinlupa",130000000,4,4,500.0,550.0,14.4226096,121.0269407
1261,4 Bedroom with 3 parking House and Lot For Sale near Davao International Airport,"Priscilla Estates Cabantian, Davao",10500000,4,3,130.0,300.0,7.129499096,125.6261915
1262,"For Sale 3-BR Bungalow House at Moonville Subd., Bgy. Sun Valley Parañaque City","Sun Valley, Paranaque",38000000,3,3,417.0,472.0,14.4888415,121.0325173
1263,House and Lot For Sale Ayala Alabang Muntinlupa Modern Mansion Smart Home Ready,"Ayala Alabang, Muntinlupa",420000000,7,7,1233.0,816.0,14.4226096,121.0269407
1264,"House and Lot For Sale at Pahara Southwoods City, Carmona, Cavite","Cabilang Baybay, Carmona",23609000,3,2,243.0,240.0,14.3175013,121.0512123
1265,"For Sale Brand New Townhouse in Kamuning, Quezon City","K-3Rd Street Kamuning, Quezon City",16500000,4,4,240.0,60.0,14.6292389,121.0458642
1266,"For Sale: 315 sqm Pre-Owned Residential House & Lot in West Crame, San Juan City","West Crame, San Juan",28000000,8,4,420.0,315.0,14.6063099,121.0502649
1267,"Modern House and Lot in Vista Real Classica, Quezon City For Sale","Batasan Hills, Quezon City",72000000,4,4,504.0,300.0,14.6862585,121.099335
1268,"New Duplex Townhouse For Sale in San Antonio, Parañaque City","San Antonio, Paranaque",9500000,4,4,250.0,117.0,14.4689826,121.0211224
1269,"Brand New Modern House in a Corner Lot For Sale in Ayala Alabang, Muntinlupa","Ayala Alabang, Muntinlupa",420000000,5,5,1172.0,762.0,14.4226096,121.0269407
1270,"House and Lot for Sale at Phase 1 Vista Verde Executive, Cainta","San Isidro, Cainta",,3,3,148.0,139.5,14.6092561,121.1106377
1271,"Bagbaguin, Sta. Maria, Bulacan, Foreclosed House and Lot - 10001000011919","Lot No. 1521-A-5-B, No.757 Fatima Street Bagbaguin, Santa Maria",4280000,1,1,156.0,250.0,14.81428473,120.9568373
1272,"2  Bedroom Home with Additions, Strong Water, Near Amenities in SN Mateo Rizal","Santo Nino, San Mateo",2000000,2,2,80.0,120.0,14.6367374,121.0942983
1273,5 Bedroom House and Lot for Sale at Portofino Heights in Las Piñas City,"Almanza Dos, Las Pinas",70000000,5,5,490.0,,14.4234362,121.0223422
1274,"Single Attached House in San Isidro,Antipolo City near Wilcon","San Isidro, Antipolo",8000000,4,3,166.0,108.0,14.5898029,121.1819903
1275,"L-R-1-376- Acquired Property for Sale in Lots 11 and 12, Block 5, Ilang-Ilang Street, Villa Adelina Subdivision, Phase 3, Brgy. Sta. Clara/Bulilan Sur, Pila, Laguna - Retail","Santa Clara Sur, Pila",3997800,,,160.0,341.0,14.2274672,121.3654733
1276,Greenwoods Executive Village House and Lot for Sale! Pasig City,"San Miguel, Pasig",29000000,5,4,334.0,235.0,14.5658684,121.0855568
1277,"5 level house House and Lot for Sale in Maria Luisa Estate Park, Cebu City","Maria Luisa Estate Park Cebu City Budla-An, Cebu",220000000,10,7,1522.0,735.0,10.36130715,123.8956937
1278,Brand New Two Storey Modern Contemporary House for sale in San Fernando,San Fernando,16800000,4,3,240.0,180.0,15.0587568,120.631483
1279,"3BR Brand New House and Lot for Sale in Havila Township, Antipolo City","Dalig, Antipolo",11160100,3,3,90.0,150.0,14.5730447,121.1864717
1280,"2-Bedroom House and Lot for Sale in Sorsogon, Bicol","Camella Cabid-An, Sorsogon City, Sorsogon, Bicol, Philippines Cabid-An, Sorsogon",2860000,2,1,36.0,44.0,12.97665972,124.0393066
1281,For Sale : Fully Furnished Beach House by the Cliff in Nasugbu Batangas,"Natipuan, Nasugbu",,5,5,,1160.0,14.1200018,120.6239076
1282,For Sale: House and Lot in Sucat Muntinlupa (Pre-owned) w/ 2 Car Garage,"Sucat, Muntinlupa",24000000,4,,250.0,300.0,14.4569804,121.0531587
1283,For Sale 360 sqm 5BR Astounding Brand New House in BF Homes Parañaque,"B.F. Homes, Paranaque",34800000,5,5,360.0,280.0,14.4462789,121.0274109
1284,"Ayala Alabang Village, Muntinlupa City | 5BR House and Lot For Sale","Ayala Alabang, Muntinlupa",158000000,5,,,600.0,14.4226096,121.0269407
1285,"For Sale 3BR Dream House in Court Yard of Maia Alta, Antipolo","Piazetta Street, The Court Yard Of Maia Alta, Dalig, Antipolo City Dalig, Antipolo",8500000,3,3,186.0,183.0,14.57090581,121.1876387
1286,Elegant House with Pool and Sunset Overview For Sale in Davao City Davao del Sur,Davao,70000000,6,6,780.0,1500.0,7.0648306,125.6080623
1287,"V-R-2-123:  Acquired Property House and Lot for Sale in Lot 2, Block 4, Cornel Place St., Bayswater Homes Subdivision, Brgy. Agus / Marigondon, Lapu-Lapu City, Cebu","Agus, Lapu-Lapu",6592000,,,160.0,160.0,10.2807554,123.9843016
1288,"L-TH-1-165- Acquired Property for Sale in Lot 5, PCS-04-026829, Bologna St., Cosmopolitan Homes, Brgy. Bocohan, Lucena City","Bocohan, Lucena",1376000,,,43.0,65.0,13.957689,121.5908841
1289,"L-TH-1-48- Acquired Property for Sale in Lot 2, Block 25, Rue Dorothee Street, Saint Monique Valais, Phase4, Brgy. Kalawaan, Binangonan, Rizal - Retail","Kalawaan, Binangonan",1726000,1,,80.0,66.0,14.4852627,121.1871126
1290,"4 Bedrooms Brand New Townhouse Unit for Sale in Pasay City, Metro Manila","Pasay Rotonda, Pasay",13500000,4,4,216.0,72.0,14.5380434,121.0006244
1291,[04845-SFO-345] House & Lot for sale in Brgy del Rosario at San Fernando City Pampanga,"Lot 9-B Corazon Street Saint Bernadette Heights Subdivision Barangay Del Rosario City Of San Fernando Pampanga Del Rosario, San Fernando",5500000,3,5,202.5,120.0,15.06930099,120.6467725
1292,"L-R-1-1083 Acquired Property for Sale in Lot 2-A-7 (PSD-04-127564), corner of Sabang Road & Lot 2-A-5, Brgy. Concepcion, San Pablo City, Laguna","Concepcion, San Pablo",3615000,,,154.0,261.0,14.0793615,121.3389042
1293,Modern Asian 3-Storey House with Pool in Greenwoods Executive Village Pasig City,"San Miguel, Pasig",25500000,7,6,350.0,150.0,14.5658684,121.0855568
1294,3 Storey Spacious Single Detached House with Attic in Las Piñas,"Almanza Dos, Las Pinas",35868400,4,4,278.0,240.0,14.4234362,121.0223422
1295,For Sale Brand New Bungalow House with 4 Bedrooms and Bath in Las Piñas City,"Pilar, Las Pinas",16500000,4,4,195.0,280.0,14.4252635,121.0058656
1296,"L-R-1-1039-Acquired Property for Sale in Lots 17 and 19, Block 2, Road Lot 2 corner Road Lot 3, Dona Crisanta Subdivision, Brgy. San Roque, Rosario, Batangas","San Roque, Rosario",5250000,,,250.0,250.0,13.855072,121.2032243
1297,[03438-SFO-279] House & Lot for sale in Brgy Tabang at Plaridel Bulacan,"Lots 1, 2 And 3 Along Existing Road Sitio Bagong Sikat Barangay Tabang Plaridel Tabang, Plaridel",8000000,3,4,344.0,1058.0,14.87507075,120.8673095
1298,Brand New Modern Design Townhouse with 1car garage in Las Pinas,"Pamplona Dos, Las Pinas",6300000,3,2,100.0,79.0,14.4496026,120.9750874
1299,For Sale Pre Owned Well Maintained House and Lot BF Homes Parañaque City,"B.F. Homes Paranaque Metro Manila B.F. Homes, Paranaque",18000000,3,4,220.0,288.0,14.4475119,121.0294569
1300,"Fully Furnished Bungalow House For Sale in BF Homes, Parañaque City","B.F. Homes, Paranaque",23000000,4,3,200.0,221.0,14.4462789,121.0274109
1301,Townhouse for sale at Sunrise Alexa Subdivision Hills (Daisy Model),"Dely St Muntingdilaw, Antipolo",5002500,2,2,81.0,60.0,14.5984702,121.1282932
1302,"L-R-1-591- Acquired Property for Sale in Lot 1292-B-1-C-2, Pablico St., Anonuevo Subdivision, Brgy. Pinagsanjan, Pagsanjan, Laguna - Retail","Pinagsanjan, Pagsanjan",3522000,,,160.0,156.0,14.2682389,121.4581993
1303,"Amanda 2 Storey House & Lot for Sale in Governor's Hills, General Trias, Cavite","Biclatan, General Trias",8455880,4,2,167.0,154.0,14.2780301,120.915855
1304,"Modern Industrial House with Spacious Attic For sale in Merville Park, Paranaque","Merville, Paranaque",60000000,4,5,627.0,306.0,14.501909,121.0266683
1305,"General Santos City, Foreclosed Residential – House and Lot -10093000000089","Lot I-14 (Block 16, Lot 14), Along Grenada Street, Camella Homes Phase 1 San Isidro, General Santos City",1970000,1,1,46.0,77.0,6.145104931,125.1895828
1306,3-BR Bungalow House For Sale w/ Rentable 4 Apartment Units & a 2-Bedroom House,"San Isidro, Paranaque",18000000,3,3,300.0,450.0,14.4711274,121.0076663
1307,4 BR Modern Chic House & Lot for Sale in Upper Antipolo near Robinsons Antipolo,"Inarawan, Antipolo",15000000,4,3,170.0,127.0,14.6246563,121.1803519
1308,"Fully Furnished House and Lot for Sale in Canyon Woods near Tagaytay, Laurel","Tagaytay Nasugbu Hwy, 4213 Balayan, Philippines San Gregorio, Laurel",17000000,3,4,800.0,290.0,14.1090511,120.9561031
1309,"Barandal, Calamba City, Foreclosed Residential – House and Lot- 10001000012389","Block 9, Lot 23, Along Road Lot 4, Carmel Village Phase 2B Barandal, Calamba",1350000,1,1,48.0,80.0,14.18788961,121.1251683
1310,"For Sale: House and Lot in Camella Cabid-An, Sorsogon along Maharlika Highway","Cabid-An, Sorsogon Cabid-An, Sorsogon",6142000,3,2,66.0,88.0,12.9742481,124.0398913
1311,"The 3-Bedroom Townhouse for Sale in Lancaster New City in Imus, Cavite","Alapan Ii-B, Imus",2666000,3,2,60.0,50.0,14.4007938,120.9077065
1312,SMART HOME in DAANG HARI 4 BR House and Lot - BACOOR,"Daang Hari Road, Bacoor",,4,4,131.0,141.0,14.390641,120.9792922
1313,"3 Bedroom Single Detached Unit at Elisa Homes in Bacoor, Cavite (St. Raphael)-Buyer","Molino-Paliparan Rd Molino Iv, Bacoor",8000000,3,2,81.0,120.0,14.36966927,120.9810315
1314,Brand New Modern Industrial House and Lot For Sale in Kingsville Royale Antipolo,"Inarawan, Antipolo",15000000,4,3,258.0,180.0,14.6246563,121.1803519
1315,"L-R-1-1000- Acquired Property for Sale in Lot 9, Block 236, Vermillon Drive, Mabuhay City Subdivision, Phase 1-E, Brgy. Mamatid, Cabuyao City, Laguna","Mamatid, Cabuyao",1189675,,,72.3,81.0,14.2350374,121.1518885
1316,"House for Sale in Doña Pilar Sasa, Davao City","Dona Pilar Sasa, Davao City Sasa, Davao",16000000,5,4,167.0,152.0,7.1201013,125.6505837
1317,"800sqm 5BR Airy & Bright Modern House For Sale in Ayala Alabang, Muntinlupa City","Ayala Alabang, Muntinlupa",213000000,5,5,800.0,660.0,14.4226096,121.0269407
1318,"Affordable and Good Quality House For Sale Here in Porac, Pampanga","Salu, Porac",869000,1,1,32.0,62.0,15.0188367,120.5412948
1319,"6-Bedroom House and Lot For Sale in Royale Cebu Subdivision, Consolacion","Poblacion Occidental, Consolacion",22000000,6,5,400.0,394.0,10.3741863,123.9529404
1320,"3 Bedroom Single Attached House and Lot For Sale in Alaminos, Laguna","Brgy 3 Poblacion Alaminos Laguna Barangay Iii, Alaminos",6270000,3,2,77.0,140.0,14.072848,121.2556397
1321,A 3 Bedroom House and Lot Available in Silang Cavite Near Tagaytay.,"Kalubkob, Silang",5781000,3,3,108.0,117.0,14.208871,120.9528707
1322,"Jibao-An, Pavoa, Foreclosed Residential – House and Lot - 10080000000416","Lot 13 Block 17, Along Road Lot 22. Camella Lessandra A Jibao-An, Pavia",1300000,1,1,48.0,70.0,10.75553464,122.5156595
1323,"L-R-1-1295: Acquired Property House and Lot for Sale in Lot 17, Block 12, Apo St., Brgy. Mabini Homesite, Cabanatuan City, Nueva Ecija","Lot 17, Block 12, Apo St., Brgy. Mabini Homesite, Cabanatuan City, Nueva Ecija Mabini Homesite, Cabanatuan",1412800,1,,64.0,180.0,15.47857264,120.9778946
1324,House and Lot for sale at Sunrise Alexa Subdivision Hills (Louvelle Model),"Dely St Muntingdilaw, Antipolo",7257800,3,2,93.0,155.0,14.5984702,121.1282932
1325,For Sale Pre-selling Modern Design Two (2) Storey Single House and Lot Las Piñas,"Talon Dos, Las Pinas",15800000,4,3,175.0,115.3,14.4330886,120.9847045
1326,"2-Bedrooms Mikaela RFO Townhouse for Sale in Camella Aklan at Numancia, Aklan","Joyao-Joyao, Numancia",2959000,2,1,46.0,44.0,11.69638382,122.3310274
1327,"For Sale Ready For Occupancy 2 Bedrooms Rowhouse in Numancia, Aklan","Joyao-Joyao, Numancia, Western Visayas, Philippines Joyao-Joyao, Numancia",1969000,1,1,22.0,44.0,11.69638382,122.3310274
1328,"House & Lot for Sale in Kishanta Subd., Talisay, Cebu | 3 Bedroom","Lagtang, Talisay, Central Visayas, Philippines Lagtang, Talisay",13000000,3,2,172.0,150.0,10.26986927,123.8342241
1329,2 Bedroom Townhouse For Sale in Camella Pili near CWC and Naga Airport,"Maharlika Hwy, 4418 Pili, Philippines Palestina, Pili",,2,2,42.0,,13.5638153,123.2697884
1330,"Unfinished House and Lot for Sale in Concepcion Uno, Marikina","Concepcion Uno, Marikina",6500000,5,3,300.0,380.0,14.6510742,121.1038227
1331,"Brand New Single Detached House for Sale in BF Resort, Las Piñas","Talon Uno, Las Pinas",15000000,4,4,220.0,111.0,14.4478903,120.9853979
1332,2 Bedroom House and Lot Unit for Sale at White Plains Porac (Tangerine),"Salu, Porac",1227000,2,1,39.0,107.0,15.0188367,120.5412948
1333,"L-TH-1-134- Acquired Property for Sale in Lot 2A, Psd 394736, Cogeo Avenue, Cogeo Village, Brgy. Bagong Nayon, Antipolo City, Rizal - Retail","Bagong Nayon, Antipolo",3398700,1,,243.0,77.0,14.6261877,121.1685012
1334,For Sale: 2 Storey Townhouse in Antipolo City w/ 3BR (nr Robinson’s Mall) PH2857,"Cupang, Antipolo",6560400,3,2,99.3,60.7,14.6360063,121.1240475
1335,"Fully Furnished House For Sale in Villa de Mercedes Subd. in Toril, Davao City","Toril, Davao",19500000,4,4,330.0,550.0,7.0380711,125.4651385
