Symbol,Name,Sector,industry
STIM,"Neuronetics, Inc.",Health Care,Medical/Dental Instruments
STK,"Columbia Seligman Premium Technology Growth Fund, Inc",n/a,n/a
STKL,"SunOpta, Inc.",Consumer Services,Farming/Seeds/Milling
STKS,"The ONE Group Hospitality, Inc.",Consumer Services,Restaurants
STL,Sterling Bancorp,Finance,Major Banks
STL^A,Sterling Bancorp,Finance,Major Banks
STLD,"Steel Dynamics, Inc.",Basic Industries,Steel/Iron Ore
STM,STMicroelectronics N.V.,Technology,Semiconductors
STMP,Stamps.com Inc.,Miscellaneous,Business Services
STN,Stantec Inc,Consumer Services,Military/Government/Technical
STND,Standard AVB Financial Corp.,Finance,Major Banks
STNE,StoneCo Ltd.,Technology,EDP Services
STNG,Scorpio Tankers Inc.,Transportation,Marine Transportation
STOK,"Stoke Therapeutics, Inc.",Health Care,Major Pharmaceuticals
STON,StoneMor Inc.,Consumer Services,Other Consumer Services
STOR,STORE Capital Corporation,Consumer Services,Real Estate Investment Trusts
STPP,Barclays PLC,n/a,n/a
STRA,"Strategic Education, Inc.",Consumer Services,Other Consumer Services
STRL,Sterling Construction Company Inc,Basic Industries,Military/Government/Technical
STRM,"Streamline Health Solutions, Inc.",Technology,EDP Services
STRO,"Sutro Biopharma, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
STRS,Stratus Properties Inc.,Consumer Services,Homebuilding
STRT,Strattec Security Corporation,Capital Goods,Auto Parts:O.E.M.
STSA,"Satsuma Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
STT,State Street Corporation,Finance,Major Banks
STT^D,State Street Corporation,n/a,n/a
STT^G,State Street Corporation,n/a,n/a
STWD,"STARWOOD PROPERTY TRUST, INC.",Consumer Services,Real Estate Investment Trusts
STX,Seagate Technology PLC,Technology,Electronic Components
STXB,"Spirit of Texas Bancshares, Inc.",Finance,Major Banks
STXS,"Stereotaxis, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
STZ,Constellation Brands Inc,Consumer Non-Durables,Beverages (Production/Distribution)
STZ.B,Constellation Brands Inc,n/a,n/a
SU,Suncor Energy  Inc.,Energy,Integrated oil Companies
SUI,"Sun Communities, Inc.",Consumer Services,Real Estate Investment Trusts
SUM,"Summit Materials, Inc.",Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUMR,"Summer Infant, Inc.",Consumer Durables,Miscellaneous manufacturing industries
SUN,Sunoco LP,Energy,Integrated oil Companies
SUNS,Solar Senior Capital Ltd.,n/a,n/a
SUNW,"Sunworks, Inc.",Public Utilities,Telecommunications Equipment
SUP,"Superior Industries International, Inc.",Capital Goods,Auto Parts:O.E.M.
SUPN,"Supernus Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SUPV,Grupo Supervielle S.A.,Finance,Commercial Banks
SURF,"Surface Oncology, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SUSB,iShares ESG 1-5 Year USD Corporate Bond ETF,n/a,n/a
SUSC,iShares ESG USD Corporate Bond ETF,n/a,n/a
SUSL,iShares ESG MSCI USA Leaders ETF,n/a,n/a
SUZ,Suzano S.A.,Basic Industries,Paper
SVA,"Sinovac Biotech, Ltd.",Health Care,Major Pharmaceuticals
SVBI,Severn Bancorp Inc,Finance,Major Banks
SVC,Service Properties Trust,Consumer Services,Real Estate Investment Trusts
SVM,Silvercorp Metals Inc.,Basic Industries,Precious Metals
SVMK,SVMK Inc.,Technology,"Computer Software: Programming, Data Processing"
SVRA,"Savara, Inc.",Health Care,Major Pharmaceuticals
SVT,"Servotronics, Inc.",Capital Goods,Industrial Machinery/Components
SVVC,"Firsthand Technology Value Fund, Inc.",n/a,n/a
SWAV,"ShockWave Medical, Inc.",Health Care,Medical/Dental Instruments
SWBI,"Smith & Wesson Brands, Inc.",Capital Goods,Ordnance And Accessories
SWCH,"Switch, Inc.",Technology,"Computer Software: Programming, Data Processing"
SWI,SolarWinds Corporation,Technology,Computer Software: Prepackaged Software
SWIR,"Sierra Wireless, Inc.",Technology,Radio And Television Broadcasting And Communications Equipment
SWK,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components
SWKH,SWK Holdings Corporation,Finance,Diversified Financial Services
SWKS,"Skyworks Solutions, Inc.",Technology,Semiconductors
SWM,"Schweitzer-Mauduit International, Inc.",Basic Industries,Paper
SWN,Southwestern Energy Company,Energy,Oil & Gas Production
SWT,"Stanley Black & Decker, Inc.",Capital Goods,Industrial Machinery/Components
SWTX,"SpringWorks Therapeutics, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
SWX,"Southwest Gas Holdings, Inc.",Public Utilities,Oil & Gas Production
SWZ,"Swiss Helvetia Fund, Inc. (The)",n/a,n/a
SXC,"SunCoke Energy, Inc.",Basic Industries,Steel/Iron Ore
SXI,Standex International Corporation,Technology,Industrial Machinery/Components
SXT,Sensient Technologies Corporation,Basic Industries,Major Chemicals
SXTC,"China SXT Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SY,So-Young International Inc.,Technology,EDP Services
SYBT,"Stock Yards Bancorp, Inc.",Finance,Major Banks
SYBX,"Synlogic, Inc.",Health Care,Major Pharmaceuticals
SYF,Synchrony Financial,Finance,Finance: Consumer Services
SYF^A,Synchrony Financial,n/a,n/a
SYK,Stryker Corporation,Health Care,Medical/Dental Instruments
SYKE,"Sykes Enterprises, Incorporated",Technology,EDP Services
SYN,"Synthetic Biologics, Inc",Health Care,Major Pharmaceuticals
SYNA,Synaptics Incorporated,Technology,Semiconductors
SYNC,"Synacor, Inc.",Technology,"Computer Software: Programming, Data Processing"
SYNH,"Syneos Health, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
SYNL,Synalloy Corporation,Basic Industries,Steel/Iron Ore
SYPR,"Sypris Solutions, Inc.",Capital Goods,Industrial Machinery/Components
SYRS,"Syros Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
SYX,Systemax Inc.,Capital Goods,Industrial Machinery/Components
SYY,Sysco Corporation,Consumer Non-Durables,Food Distributors
SZC,Cushing NextGen Infrastructure Income Fund,n/a,n/a
T,AT&T Inc.,Public Utilities,Telecommunications Equipment
T^A,AT&T Inc.,n/a,n/a
T^C,AT&T Inc.,n/a,n/a
TA,TravelCenters of America Inc. ,Consumer Durables,Automotive Aftermarket
TAC,TransAlta Corporation,Public Utilities,Electric Utilities: Central
TACO,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants
TACOW,"Del Taco Restaurants, Inc.",Consumer Services,Restaurants
TACT,TransAct Technologies Incorporated,Technology,Computer peripheral equipment
TAIT,Taitron Components Incorporated,Technology,Electronic Components
TAK,Takeda Pharmaceutical Company Limited,Health Care,Major Pharmaceuticals
TAL,TAL Education Group,Consumer Services,Other Consumer Services
TALO,"Talos Energy, Inc.",Energy,Oil & Gas Production
TALO.WS,"Talos Energy, Inc.",n/a,n/a
TANH,Tantech Holdings Ltd.,Basic Industries,Major Chemicals
TANNI,TravelCenters of America Inc. ,Consumer Durables,Automotive Aftermarket
TANNL,TravelCenters of America Inc. ,Consumer Durables,Automotive Aftermarket
TANNZ,TravelCenters of America Inc. ,Consumer Durables,Automotive Aftermarket
TAOP,Taoping Inc.,Technology,Computer Software: Prepackaged Software
TAP,Molson Coors Beverage Company,Consumer Non-Durables,Beverages (Production/Distribution)
TAP.A,Molson Coors Beverage Company,n/a,n/a
TAPM,"Tapinator, Inc.",n/a,n/a
TAPR,Barclays PLC,n/a,n/a
TARA,"Protara Therapeutics, Inc. ",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TARO,Taro Pharmaceutical Industries Ltd.,Health Care,Major Pharmaceuticals
TAST,"Carrols Restaurant Group, Inc.",Consumer Services,Restaurants
TAT,Transatlantic Petroleum Ltd,Energy,Oil & Gas Production
TATT,TAT Technologies Ltd.,Capital Goods,Aerospace
TAYD,"Taylor Devices, Inc.",Capital Goods,Industrial Machinery/Components
TBB,AT&T Inc.,Public Utilities,Telecommunications Equipment
TBBK,"The Bancorp, Inc.",Finance,Major Banks
TBC,AT&T Inc.,Public Utilities,Telecommunications Equipment
TBI,"TrueBlue, Inc.",Technology,Professional Services
TBIO,"Translate Bio, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TBK,"Triumph Bancorp, Inc.",Finance,Major Banks
TBLT,"ToughBuilt Industries, Inc.",Capital Goods,Industrial Machinery/Components
TBLTW,"ToughBuilt Industries, Inc.",Capital Goods,Industrial Machinery/Components
TBNK,Territorial Bancorp Inc.,Finance,Savings Institutions
TBPH,"Theravance Biopharma, Inc.",Health Care,Major Pharmaceuticals
TC,TuanChe Limited,Miscellaneous,Business Services
TCBI,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIL,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBIP,"Texas Capital Bancshares, Inc.",Finance,Major Banks
TCBK,TriCo Bancshares,Finance,Major Banks
TCCO,Technical Communications Corporation,Technology,Radio And Television Broadcasting And Communications Equipment
TCDA,"Tricida, Inc.",Health Care,Major Pharmaceuticals
TCF,TCF Financial Corporation,Finance,Major Banks
TCFC,The Community Financial Corporation,Finance,Major Banks
TCFCP,TCF Financial Corporation,Finance,Major Banks
TCI,"Transcontinental Realty Investors, Inc.",Consumer Services,Real Estate Investment Trusts
TCMD,"Tactile Systems Technology, Inc.",Health Care,Medical/Dental Instruments
TCO,"Taubman Centers, Inc.",Consumer Services,Real Estate Investment Trusts
TCO^J,"Taubman Centers, Inc.",n/a,n/a
TCO^K,"Taubman Centers, Inc.",n/a,n/a
TCOM,Trip.com Group Limited,Miscellaneous,Business Services
TCON,"TRACON Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCP,"TC PipeLines, LP",Public Utilities,Natural Gas Distribution
TCPC,BlackRock TCP Capital Corp.,n/a,n/a
TCRD,"THL Credit, Inc.",n/a,n/a
TCRR,TCR2 Therapeutics Inc.,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TCRW,"THL Credit, Inc.",n/a,n/a
TCRZ,"THL Credit, Inc.",n/a,n/a
TCS,Container Store (The),Consumer Services,Home Furnishings
TCX,Tucows Inc.,Technology,EDP Services
TD,Toronto Dominion Bank (The),Finance,Commercial Banks
TDA,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
TDAC,Trident Acquisitions Corp.,Finance,Business Services
TDACU,Trident Acquisitions Corp.,Finance,Business Services
TDACW,Trident Acquisitions Corp.,Finance,Business Services
TDC,Teradata Corporation,Technology,Computer Software: Prepackaged Software
TDE,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
TDF,"Templeton Dragon Fund, Inc.",n/a,n/a
TDG,Transdigm Group Incorporated,Capital Goods,Military/Government/Technical
TDI,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
TDIV,First Trust NASDAQ Technology Dividend Index Fund,n/a,n/a
TDJ,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
TDOC,"Teladoc Health, Inc.",Health Care,Medical/Nursing Services
TDS,"Telephone and Data Systems, Inc.",Public Utilities,Telecommunications Equipment
TDW,Tidewater Inc.,Consumer Services,Marine Transportation
TDW.WS,Tidewater Inc.,n/a,n/a
TDW.WS.A,Tidewater Inc.,n/a,n/a
TDW.WS.B,Tidewater Inc.,n/a,n/a
TDY,Teledyne Technologies Incorporated,Capital Goods,Industrial Machinery/Components
TEAF,Tortoise Essential Assets Income Term Fund,n/a,n/a
TEAM,Atlassian Corporation Plc,Technology,Computer Software: Prepackaged Software
TECD,Tech Data Corporation,Technology,Retail: Computer Software & Peripheral Equipment
TECH,Bio-Techne Corp,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TECK,Teck Resources Ltd,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TECTP,"Tectonic Financial, Inc.",Finance,Major Banks
TEDU,"Tarena International, Inc.",Consumer Services,Other Consumer Services
TEF,Telefonica SA,Public Utilities,Telecommunications Equipment
TEI,"Templeton Emerging Markets Income Fund, Inc.",n/a,n/a
TEL,TE Connectivity Ltd.,Technology,Electronic Components
TELA,"TELA Bio, Inc.",Health Care,Medical/Dental Instruments
TELL,Tellurian Inc.,Energy,Oil & Gas Production
TEN,Tenneco Inc.,Capital Goods,Auto Parts:O.E.M.
TENB,"Tenable Holdings, Inc.",Technology,Computer Software: Prepackaged Software
TENX,"Tenax Therapeutics, Inc.",Health Care,Biotechnology: Commercial Physical & Biological Resarch
TEO,Telecom Argentina Stet - France Telecom S.A.,Public Utilities,Telecommunications Equipment
TER,"Teradyne, Inc.",Capital Goods,Electrical Products
TERP,"TerraForm Power, Inc.",Public Utilities,Electric Utilities: Central
TESS,TESSCO Technologies Incorporated,Technology,Electronic Components
TEUM,Pareteum Corporation,Technology,EDP Services
TEVA,Teva Pharmaceutical Industries Limited,Health Care,Major Pharmaceuticals
TEX,Terex Corporation,Capital Goods,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation,Finance,Major Banks
TFC^F,Truist Financial Corporation,n/a,n/a
TFC^G,Truist Financial Corporation,n/a,n/a
TFC^H,Truist Financial Corporation,n/a,n/a
TFC^I,Truist Financial Corporation,n/a,n/a
TFC^O,Truist Financial Corporation,n/a,n/a
TFFP,"TFF Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TFII,TFI International Inc.,n/a,n/a
TFSL,TFS Financial Corporation,Finance,Savings Institutions
TFX,Teleflex Incorporated,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation,Capital Goods,Metal Fabrications
TGA,TransGlobe Energy Corporation,Energy,Oil & Gas Production
TGB,Taseko Mines Limited,Basic Industries,Precious Metals
TGC,"Tengasco, Inc.",Energy,Oil & Gas Production
TGH,Textainer Group Holdings Limited,Technology,Diversified Commercial Services
TGI,"Triumph Group, Inc.",Capital Goods,Aerospace
TGLS,Tecnoglass Inc.,Consumer Durables,Electronic Components
TGNA,TEGNA Inc.,Consumer Services,Broadcasting
TGP,Teekay LNG Partners L.P.,Consumer Services,Marine Transportation
TGP^A,Teekay LNG Partners L.P.,n/a,n/a
TGP^B,Teekay LNG Partners L.P.,n/a,n/a
TGS,Transportadora De Gas Sa Ord B,Public Utilities,Natural Gas Distribution
TGT,Target Corporation,Consumer Services,Department/Specialty Retail Stores
TGTX,"TG Therapeutics, Inc.",Health Care,Major Pharmaceuticals
TH,Target Hospitality Corp.,Consumer Services,Hotels/Resorts
THBR,"Thunder Bridge Acquisition II, Ltd.",Finance,Business Services
THBRU,"Thunder Bridge Acquisition II, Ltd.",Finance,Business Services
THBRW,"Thunder Bridge Acquisition II, Ltd.",Finance,Business Services
THC,Tenet Healthcare Corporation,Health Care,Hospital/Nursing Management
THCA,Tuscan Holdings Corp. II,Finance,Business Services
THCAU,Tuscan Holdings Corp. II,Finance,Business Services
THCAW,Tuscan Holdings Corp. II,Finance,Business Services
THCB,Tuscan Holdings Corp.,Finance,Business Services
THCBU,Tuscan Holdings Corp.,Finance,Business Services
THCBW,Tuscan Holdings Corp.,Finance,Business Services
THFF,First Financial Corporation Indiana,Finance,Major Banks
THG,"The Hanover Insurance Group, Inc.",Finance,Property-Casualty Insurers
THGA,"The Hanover Insurance Group, Inc.",Finance,Property-Casualty Insurers
THM,International Tower Hill Mines Ltd,Basic Industries,Precious Metals
THMO,"ThermoGenesis Holdings, Inc.",Capital Goods,Medical Specialities
THO,"Thor Industries, Inc.",Consumer Non-Durables,Homebuilding
THQ,Tekla Healthcare Opportunies Fund,n/a,n/a
THR,"Thermon Group Holdings, Inc.",Energy,Industrial Machinery/Components
THRM,Gentherm Inc,Capital Goods,Auto Parts:O.E.M.
THS,"Treehouse Foods, Inc.",Consumer Non-Durables,Packaged Foods
THTX,Theratechnologies Inc.,Health Care,Major Pharmaceuticals
THW,Tekla World Healthcare Fund,n/a,n/a
THWWW,Target Hospitality Corp.,Consumer Services,Hotels/Resorts
TIF,Tiffany & Co.,Consumer Services,Consumer Specialties
TIGO,Millicom International Cellular S.A.,Public Utilities,Telecommunications Equipment
TIGR,UP Fintech Holding Limited,Finance,Investment Bankers/Brokers/Service
TILE,"Interface, Inc.",Consumer Durables,Home Furnishings
TIPT,Tiptree Inc.,Finance,Property-Casualty Insurers
TISI,"Team, Inc.",Consumer Services,Other Consumer Services
TITN,Titan Machinery Inc.,Consumer Services,Other Specialty Stores
TJX,"TJX Companies, Inc. (The)",Consumer Services,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation,Transportation,Marine Transportation
TKAT,"Takung Art Co., Ltd.",Consumer Services,Other Specialty Stores
TKC,Turkcell Iletisim Hizmetleri AS,Public Utilities,Telecommunications Equipment
TKR,Timken Company (The),Capital Goods,Metal Fabrications
TLC,"Taiwan Liposome Company, Ltd.",Health Care,Major Pharmaceuticals
TLF,"Tandy Leather Factory, Inc.",Consumer Non-Durables,Apparel
TLGT,"Teligent, Inc.",Health Care,Major Pharmaceuticals
TLI,Western Asset Corporate Loan Fund Inc,n/a,n/a
TLK,"PT Telekomunikasi Indonesia, Tbk",Public Utilities,Telecommunications Equipment
TLND,Talend S.A.,Technology,Computer Software: Prepackaged Software
TLRD,"Tailored Brands, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
TLRY,"Tilray, Inc.",Consumer Durables,Specialty Chemicals
TLSA,Tiziana Life Sciences plc,Health Care,Major Pharmaceuticals
TLT,iShares 20+ Year Treasury Bond ETF,n/a,n/a
TLYS,"Tilly&#39;s, Inc.",Consumer Services,Clothing/Shoe/Accessory Stores
TM,Toyota Motor Corp Ltd Ord,Capital Goods,Auto Manufacturing
TMBR,"Timber Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TMDI,Titan Medical Inc.,Health Care,Medical/Dental Instruments
TMDX,"TransMedics Group, Inc.",Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
TME,Tencent Music Entertainment Group,Consumer Services,Broadcasting
TMHC,Taylor Morrison Home Corporation,Capital Goods,Homebuilding
TMO,Thermo Fisher Scientific Inc,Capital Goods,Industrial Machinery/Components
TMP,Tompkins Financial Corporation,Finance,Major Banks
TMQ,Trilogy Metals Inc.,Basic Industries,Precious Metals
TMST,TimkenSteel Corporation,Basic Industries,Steel/Iron Ore
TMUS,"T-Mobile US, Inc.",Public Utilities,Telecommunications Equipment
TNAV,"Telenav, Inc.",Capital Goods,Industrial Machinery/Components
TNC,Tennant Company,Technology,Industrial Machinery/Components
TNDM,"Tandem Diabetes Care, Inc.",Health Care,Medical/Dental Instruments
TNET,"TriNet Group, Inc.",Miscellaneous,Business Services
TNK,Teekay Tankers Ltd.,Consumer Services,Marine Transportation
TNP,Tsakos Energy Navigation Ltd,Transportation,Marine Transportation
TNP^C,Tsakos Energy Navigation Ltd,n/a,n/a
TNP^D,Tsakos Energy Navigation Ltd,n/a,n/a
TNP^E,Tsakos Energy Navigation Ltd,n/a,n/a
TNP^F,Tsakos Energy Navigation Ltd,n/a,n/a
TNXP,Tonix Pharmaceuticals Holding Corp.,Health Care,Major Pharmaceuticals
TOL,"Toll Brothers, Inc.",Capital Goods,Homebuilding
TOPS,TOP Ships Inc.,Transportation,Marine Transportation
TORC,"resTORbio, Inc.",Health Care,Major Pharmaceuticals
TOT,Total S.A.,Energy,Oil & Gas Production
TOTA,Tottenham Acquisition I Limited,Finance,Business Services
TOTAR,Tottenham Acquisition I Limited,Finance,Business Services
TOTAU,Tottenham Acquisition I Limited,Finance,Business Services
TOTAW,Tottenham Acquisition I Limited,Finance,Business Services
TOUR,Tuniu Corporation,Consumer Services,Transportation Services
TOWN,Towne Bank,n/a,n/a
TPB,"Turning Point Brands, Inc.",Consumer Non-Durables,Tobacco
TPC,Tutor Perini Corporation,Basic Industries,General Bldg Contractors - Nonresidential Bldgs
TPCO,Tribune Publishing Company,Consumer Services,Newspapers/Magazines
TPH,"TRI Pointe Group, Inc.",Capital Goods,Homebuilding
TPHS,Trinity Place Holdings Inc.,Consumer Services,Building operators
TPIC,"TPI Composites, Inc.",Energy,Industrial Machinery/Components
TPL,Texas Pacific Land Trust,Energy,Oil & Gas Production
TPR,"Tapestry, Inc.",Consumer Non-Durables,Apparel
TPRE,Third Point Reinsurance Ltd.,Finance,Property-Casualty Insurers
TPTX,"Turning Point Therapeutics, Inc.",Health Care,Major Pharmaceuticals
TPVG,TriplePoint Venture Growth BDC Corp.,n/a,n/a
TPVY,TriplePoint Venture Growth BDC Corp.,n/a,n/a
TPX,"Tempur Sealy International, Inc.",Consumer Durables,Home Furnishings
TPZ,"Tortoise Power and Energy Infrastructure Fund, Inc",n/a,n/a
TQQQ,ProShares UltraPro QQQ,n/a,n/a
TR,"Tootsie Roll Industries, Inc.",Consumer Non-Durables,Specialty Foods
TRC,Tejon Ranch Co,Finance,Real Estate
TRCH,"Torchlight Energy Resources, Inc.",Energy,Oil & Gas Production
TREB.U,Trebia Acquisition Corp.,n/a,n/a
TREC,Trecora Resources,Energy,Integrated oil Companies
TREE,"LendingTree, Inc.",Finance,Finance: Consumer Services
TREX,"Trex Company, Inc.",Basic Industries,Forest Products
TRGP,"Targa Resources, Inc.",Public Utilities,Natural Gas Distribution
TRHC,"Tabula Rasa HealthCare, Inc.",Miscellaneous,Business Services
TRI,Thomson Reuters Corp,Consumer Services,Publishing
TRIB,Trinity Biotech plc,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TRIL,Trillium Therapeutics Inc.,Health Care,Major Pharmaceuticals
TRIP,"TripAdvisor, Inc.",Technology,"Computer Software: Programming, Data Processing"
TRMB,Trimble Inc.,Capital Goods,Industrial Machinery/Components
TRMD,TORM plc,Transportation,Marine Transportation
TRMK,Trustmark Corporation,Finance,Major Banks
TRMT,Tremont Mortgage Trust,Consumer Services,Real Estate Investment Trusts
TRN,"Trinity Industries, Inc.",Capital Goods,Railroads
TRNE,Trine Acquisition Corp.,Finance,Business Services
TRNE.U,Trine Acquisition Corp.,n/a,n/a
TRNE.WS,Trine Acquisition Corp.,n/a,n/a
TRNO,Terreno Realty Corporation,Finance,Real Estate
TRNS,"Transcat, Inc.",Capital Goods,Electrical Products
TROW,"T. Rowe Price Group, Inc.",Finance,Investment Bankers/Brokers/Service
TROX,Tronox Holdings plc,Basic Industries,Major Chemicals
TRP,TC Energy Corporation,Public Utilities,Natural Gas Distribution
TRPX,Therapix Biosciences Ltd.,Health Care,Major Pharmaceuticals
TRQ,Turquoise Hill Resources Ltd.,Basic Industries,Precious Metals
TRS,TriMas Corporation,Capital Goods,Industrial Specialties
TRST,TrustCo Bank Corp NY,Finance,Major Banks
TRT,Trio-Tech International,Technology,Industrial Machinery/Components
TRTN,Triton International Limited,Technology,Diversified Commercial Services
TRTN^A,Triton International Limited,n/a,n/a
TRTN^B,Triton International Limited,n/a,n/a
TRTN^C,Triton International Limited,n/a,n/a
TRTN^D,Triton International Limited,n/a,n/a
TRTX,"TPG RE Finance Trust, Inc.",Consumer Services,Real Estate Investment Trusts
TRU,TransUnion,Finance,Finance: Consumer Services
TRUP,"Trupanion, Inc.",Health Care,Medical Specialities
TRV,"The Travelers Companies, Inc.",Finance,Property-Casualty Insurers
TRVG,trivago N.V.,Technology,EDP Services
TRVI,"Trevi Therapeutics, Inc.",Health Care,Major Pharmaceuticals
TRVN,"Trevena, Inc.",Health Care,Major Pharmaceuticals
TRWH,"Twin River Worldwide Holdings, Inc.",Consumer Services,Hotels/Resorts
TRX,Tanzanian Gold Corporation,Basic Industries,Precious Metals
TRXC,"TransEnterix, Inc.",Health Care,Medical/Dental Instruments
TS,Tenaris S.A.,Basic Industries,Steel/Iron Ore
TSBK,"Timberland Bancorp, Inc.",Finance,Banks
TSC,"TriState Capital Holdings, Inc.",Finance,Major Banks
TSCAP,"TriState Capital Holdings, Inc.",Finance,Major Banks
TSCBP,"TriState Capital Holdings, Inc.",Finance,Major Banks
TSCO,Tractor Supply Company,Consumer Services,RETAIL: Building Materials
TSE,Trinseo S.A.,Basic Industries,Major Chemicals
TSEM,Tower Semiconductor Ltd.,Technology,Semiconductors
TSI,"TCW Strategic Income Fund, Inc.",n/a,n/a
TSLA,"Tesla, Inc. ",Capital Goods,Auto Manufacturing
TSLX,"Sixth Street Specialty Lending, Inc.",n/a,n/a
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,Technology,Semiconductors
TSN,"Tyson Foods, Inc.",Consumer Non-Durables,Meat/Poultry/Fish
TSQ,"Townsquare Media, Inc.",Consumer Services,Broadcasting
TSRI,"TSR, Inc.",Technology,EDP Services
TSU,TIM Participacoes S.A.,Public Utilities,Telecommunications Equipment
TT,Trane Technologies plc,Capital Goods,Auto Parts:O.E.M.
TTC,Toro Company (The),Capital Goods,Tools/Hardware
TTD,"The Trade Desk, Inc.",Technology,"Computer Software: Programming, Data Processing"
TTEC,"TTEC Holdings, Inc.",Technology,Professional Services
TTEK,"Tetra Tech, Inc.",Consumer Services,Military/Government/Technical
TTGT,"TechTarget, Inc.",Miscellaneous,Business Services
TTI,"Tetra Technologies, Inc.",Energy,Oil & Gas Production
TTM,Tata Motors Ltd,Capital Goods,Auto Manufacturing
TTMI,"TTM Technologies, Inc.",Technology,Electrical Products
TTNP,"Titan Pharmaceuticals, Inc.",Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TTOO,"T2 Biosystems, Inc.",Health Care,Medical/Dental Instruments
TTP,"Tortoise Pipeline & Energy Fund, Inc.",n/a,n/a
TTPH,"Tetraphase Pharmaceuticals, Inc.",Health Care,Major Pharmaceuticals
TTTN,UP Fintech China-U.S. Internet Titans ETF,n/a,n/a
TTWO,"Take-Two Interactive Software, Inc.",Technology,Computer Software: Prepackaged Software
TU,TELUS Corporation,Public Utilities,Telecommunications Equipment
TUFN,Tufin Software Technologies Ltd.,Technology,EDP Services
TUP,Tupperware Brands Corporation,Consumer Non-Durables,Plastic Products
TUR,iShares MSCI Turkey ETF,n/a,n/a
TURN,180 Degree Capital Corp.,Finance,Finance/Investors Services
TUSA,First Trust Total US Market AlphaDEX ETF,n/a,n/a
TUSK,"Mammoth Energy Services, Inc.",Energy,Oilfield Services/Equipment
TV,Grupo Televisa S.A.,Consumer Services,Broadcasting
TVC,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central
TVE,Tennessee Valley Authority,Public Utilities,Electric Utilities: Central
TVIX,Credit Suisse AG,Finance,Investment Bankers/Brokers/Service
TVTY,"Tivity Health, Inc.",Health Care,Misc Health and Biotechnology Services
TW,Tradeweb Markets Inc.,Finance,Investment Bankers/Brokers/Service
TWI,"Titan International, Inc.",Basic Industries,Steel/Iron Ore
TWIN,"Twin Disc, Incorporated",Technology,Industrial Machinery/Components
TWLO,Twilio Inc.,Technology,Computer Software: Prepackaged Software
TWMC,Trans World Entertainment Corp.,Consumer Services,Consumer Electronics/Video Chains
TWN,"Taiwan Fund, Inc. (The)",n/a,n/a
TWNK,"Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods
TWNKW,"Hostess Brands, Inc.",Consumer Non-Durables,Packaged Foods
TWO,Two Harbors Investments Corp,Consumer Services,Real Estate Investment Trusts
TWO^A,Two Harbors Investments Corp,n/a,n/a
TWO^B,Two Harbors Investments Corp,n/a,n/a
TWO^C,Two Harbors Investments Corp,n/a,n/a
TWO^D,Two Harbors Investments Corp,n/a,n/a
TWO^E,Two Harbors Investments Corp,n/a,n/a
TWOU,"2U, Inc.",Technology,Computer Software: Prepackaged Software
TWST,Twist Bioscience Corporation,Health Care,Biotechnology: Biological Products (No Diagnostic Substances)
TWTR,"Twitter, Inc.",Technology,"Computer Software: Programming, Data Processing"
TX,Ternium S.A.,Basic Industries,Steel/Iron Ore
