Rating,Name,Symbol,Rating Agency Name,Date,Sector,currentRatio,quickRatio,cashRatio,daysOfSalesOutstanding,netProfitMargin,pretaxProfitMargin,grossProfitMargin,operatingProfitMargin,returnOnAssets,returnOnCapitalEmployed,returnOnEquity,assetTurnover,fixedAssetTurnover,debtEquityRatio,debtRatio,effectiveTaxRate,freeCashFlowOperatingCashFlowRatio,freeCashFlowPerShare,cashPerShare,companyEquityMultiplier,ebitPerRevenue,enterpriseValueMultiple,operatingCashFlowPerShare,operatingCashFlowSalesRatio,payablesTurnover
BB,Concho Resources Inc.,CXO,Egan-Jones Ratings Company,9/24/2014,Energy,0.832680654,0.519181358,1.47E-05,34.38494188,0.202310248,0.321771692,1,0.409655933,0.045608194,0.082519905,0.101911874,0.225436893,0.260645047,1.234507994,0.55247419,0.371261508,1,15.37785271,4.505273603,2.234507994,0.321771692,7.624101842,15.37785271,0.629208461,0
B,Concho Resources Inc.,CXO,Moody's Investors Service,8/14/2012,Energy,0.620038752,0.320064155,0.00389144,39.72347998,0.237216001,0.362273837,1,0.467390074,0.050258125,0.083990511,0.124542582,0.211866505,0.22766389,1.478058656,0.596458301,0.380785747,1,11.99222793,0.376218626,2.478058656,0.362273837,8.907551566,11.99222793,0.680002462,0
BBB,Concho Resources Inc.,CXO,Standard & Poor's Ratings Services,8/19/2016,Energy,0.725576418,0.367723245,0.070714272,49.14744328,-0.89446895,-1.430307745,1,-1.265724274,-0.120670572,-0.205745838,-0.191854244,0.134907502,0.144658057,0.58990084,0.371029957,0.374631821,1,10.27381544,0.421594746,1.58990084,-1.430307745,-23.87422792,10.27381544,0.846763401,0
BBB,Quest Diagnostics Incorporated,DGX,Egan-Jones Ratings Company,2/12/2014,Health Care,1.221731449,0.917844523,0.165194346,43.51805206,0.118807725,0.118667786,0.394626364,0.20640918,0.094881538,0.108495394,0.215045593,0.798614215,8.877018634,1.266464032,0.558784086,0.589622642,0.645705521,2.769736842,1.230263158,2.266464032,0.118667786,6.317838453,4.289473684,0.091239854,4.702173913
BBB,Quest Diagnostics Incorporated,DGX,Moody's Investors Service,5/23/2016,Health Care,1.279624893,1.284739983,0.113384484,43.88963032,0.094621647,0.147204057,0.378486587,0.186707594,0.071170448,0.125497781,0.151366354,0.752158201,8.100540541,1.126814688,0.529813291,0.338168631,0.675308642,3.798611111,4.208333333,2.126814688,0.147204057,7.618602466,5.625,0.108100894,4.59270217
BBB,Quest Diagnostics Incorporated,DGX,Moody's Investors Service,6/15/2012,Health Care,0.897576736,0.686247205,0.105617685,44.05252853,0.062654634,0.067536472,0.414774136,0.13248776,0.050525915,0.065430548,0.127425754,0.806419453,9.390800617,1.521988035,0.603487413,0.688048073,0.819586052,4.625378139,1.039162549,2.521988035,0.067536472,10.27356392,5.643553998,0.119229771,4.847273381
BBB,Quest Diagnostics Incorporated,DGX,Egan-Jones Ratings Company,10/28/2014,Health Care,0.937975424,0.657694558,0.112346401,45.75386685,0.074781439,0.078950908,0.376328178,0.132212508,0.056292396,0.071865818,0.129272262,0.752758935,7.968917471,1.296442688,0.56454389,0.446337308,0.671641791,4.344827586,1.324137931,2.296442688,0.078950908,10.69787972,6.468965517,0.126160054,3.893366919
B,Central Garden & Pet Company,CENT,Egan-Jones Ratings Company,6/18/2014,Consumer Durables,3.689232102,1.24629653,0.083124462,42.87825654,-0.001166522,-0.002111714,0.28053504,0.024282897,-0.00166127,-0.003567521,-0.004115832,1.424121568,8.7534103,1.477521881,0.596370871,0.742268041,1.890036065,-1.111448414,0.685657255,2.477521881,-0.002111714,11.254262,-0.588056722,-0.017102948,11.48732729
B,Central Garden & Pet Company,CENT,Egan-Jones Ratings Company,8/28/2014,Consumer Durables,3.879605772,1.631416885,0.454517094,44.074408,0.005487557,0.008642715,0.282994371,0.035037713,0.007664136,0.01421237,0.018162951,1.396639062,9.615622509,1.369862788,0.578034642,0.291720756,0.864209636,2.23596563,1.813952537,2.369862788,0.008642715,7.864632476,2.587295417,0.078827219,13.00869634
B,Central Garden & Pet Company,CENT,Egan-Jones Ratings Company,12/16/2015,Consumer Durables,3.695902863,1.441380636,0.268982047,45.85935252,0.019367713,0.031228476,0.295657031,0.05539041,0.028174388,0.053818448,0.063273077,1.454709126,10.13910165,1.245765764,0.554717586,0.359553831,0.748081739,1.347123265,0.979860797,2.245765764,0.031228476,9.438560102,1.800770149,0.052975731,13.0801899
B,Central Garden & Pet Company,CENT,Moody's Investors Service,6/15/2012,Consumer Durables,3.139597043,1.173692629,0.062683985,43.79523987,0.017390455,0.029458104,0.303268593,0.052297851,0.025913012,0.053244358,0.062006323,1.490070933,9.23261641,1.392864336,0.582090809,0.40842487,0.381214711,0.345891812,0.530995962,2.392864336,0.029458104,7.870852463,0.907341196,0.031319152,9.738191274
BBB,Equity Residential,EQR,Egan-Jones Ratings Company,5/28/2014,Consumer Services,0.465513043,0.465513043,0.465513043,0,0.766684033,-0.05070817,0.023273424,0.214552737,0.080168578,-0.005329156,0.17422461,0.104565342,0.124191,1.173228151,0.539855031,-0.009655093,1,2.452451983,0.151095807,2.173228151,-0.05070817,19.65446587,2.452451983,0.363913085,19.63222803
BBB,Equity Residential,EQR,Egan-Jones Ratings Company,9/14/2015,Consumer Services,0.008641875,0.008641875,0.008641875,0,0.316987648,0.203419716,0.024870262,0.367516526,0.037574283,0.030570478,0.083103096,0.11853548,0.152268916,1.211701442,0.547859408,0.001642251,1,3.731792197,0.116303253,2.211701442,0.203419716,21.43920638,3.731792197,0.494177157,14.30440243
BBB,Equity Residential,EQR,Egan-Jones Ratings Company,5/12/2015,Consumer Services,0.12036036,0.12036036,0.12036036,0,0.24144124,0.171521309,0.023869987,0.352376214,0.027507238,0.019829015,0.060887368,0.113929327,0.13171536,1.213503534,0.548227511,0.003108242,1,3.665954189,0.110969292,2.213503534,0.171521309,19.9183445,3.665954189,0.506386466,16.6178397
BB,Kennedy-Wilson Holdings Inc.,KW,Standard & Poor's Ratings Services,3/19/2014,Finance,20.25,20.25,15.36206897,447.3372093,-0.148837209,0.38372093,0.560465116,0.358139535,-0.003557928,0.009232319,-0.008330079,0.023904825,4.134615385,1.34127294,0.572881921,0.175757576,1,0.439854351,2.560430121,2.34127294,0.38372093,71.28905443,0.439854351,0.727906977,7.269230769
BB,Kennedy-Wilson Holdings Inc.,KW,Standard & Poor's Ratings Services,7/29/2015,Finance,46.64864865,46.64864865,32.95495495,2893.928571,1.880952381,2.973544974,-1.857142857,3.396825397,0.009306161,0.014754722,0.062709473,0.004947579,1.35483871,5.738490034,0.851598801,0.475088968,1,1.725715563,7.12656612,6.738490034,2.973544974,19.58050793,1.725715563,4.714285714,4.864864865
BB,Kennedy-Wilson Holdings Inc.,KW,Standard & Poor's Ratings Services,3/28/2013,Finance,51.17511429,51.17511429,24.02206321,5848.176753,0.498475252,0.802369224,0.472671827,0.392212057,0.003310513,0.005349722,0.008339154,0.006641278,3.001055966,1.518991688,0.60301576,-0.030404912,1,0.122400254,2.186003058,2.518991688,0.802369224,146.9375561,0.122400254,0.79368989,2.551645857
BB,Kennedy-Wilson Holdings Inc.,KW,Standard & Poor's Ratings Services,12/12/2014,Finance,3.225442421,3.225442421,2.404975635,1992.874564,0.240418118,2.134146341,-1.027874564,0.865853659,0.002179372,0.02061526,0.015314615,0.009064923,2.609090909,6.027078016,0.85769334,0.264489796,1,1.099765243,10.58510033,7.027078016,2.134146341,11.71175754,1.099765243,1.709059233,0.439411099
BB,Kennedy-Wilson Holdings Inc.,KW,Standard & Poor's Ratings Services,7/15/2016,Finance,87.58035714,87.58035714,79.08035714,1107.629758,0.096885813,3.131487889,-3.685121107,4.778546713,0.000365578,0.011833314,0.002671756,0.003773289,1.137795276,6.308301527,0.863169302,0.154696133,1,0.943218693,8.187394913,7.308301527,3.131487889,14.73915196,0.943218693,3.560553633,12.08928571
BBB,Clorox Company (The),CLX,Fitch Ratings,6/15/2012,Consumer Durables,0.936996337,0.18974359,0.18974359,0,0.106480596,0.085260944,0.434524947,0.106480596,0.133797742,0.159399571,-6.476744186,1.25654576,5.034648701,-49.40697674,1.020658179,0.618834081,0.673352436,3.43821096,1.894673699,-48.40697674,0.085260944,16.59079645,5.106109042,0.13343529,6.992907801
BBB,Clorox Company (The),CLX,Moody's Investors Service,9/12/2012,Consumer Durables,0.667637069,0.129548763,0.129548763,0,0.098939283,0.119787857,0.421360644,0.098939283,0.124225029,0.285527463,-4.007407407,1.255568312,5.058279371,-33.25925926,1.030998852,0.378625954,0.68627451,3.209733134,2.040473206,-32.25925926,0.119787857,16.28849803,4.677039709,0.111923921,7.67961165
B,PBF Logistics LP,PBFX,Standard & Poor's Ratings Services,5/4/2015,Energy,6.147502356,61.43378888,3.337653157,85.18864138,0.320469597,0.26674694,1,0.320469597,0.040535498,0.034107676,-0.132750867,0.126487812,0.381024476,-4.274928716,1.305350158,0,-5.238768499,-2.452219541,15.40685617,-3.274928716,0.26674694,43.24365241,0.468090839,0.15187638,0
BB,PBF Logistics LP,PBFX,Standard & Poor's Ratings Services,12/16/2016,Energy,2.22250743,1.62927437,0.964018734,131.8507613,9.426684613,6.866492807,1,9.426684613,0.149780118,0.11976605,-3.340736986,0.01588895,0.019809323,-23.30427524,1.044834454,0,0.836304684,3.737910935,4.677155783,-22.30427524,6.866492807,7.40118325,4.46955638,8.38041558,0
B,PBF Logistics LP,PBFX,Standard & Poor's Ratings Services,3/14/2016,Energy,4.819503467,30.96454932,2.088794453,61.51486256,0.678217055,0.528648436,1,0.678217055,0.227892041,0.18147164,-0.519057493,0.336016382,0.976323962,-3.277646425,1.439049709,0,0.97395157,36.42969901,120.4494425,-2.277646425,0.528648436,5.965962744,37.40401489,0.552743804,0
A,Alliant Energy Corporation,LNT,Egan-Jones Ratings Company,9/2/2015,Public Utilities,0.608254249,0.307879055,0.004266902,44.60413081,0.119375461,0.141781411,1,0.177342021,0.031083936,0.041424582,0.104293655,0.260387989,0.341797019,2.355226766,0.701957552,0.152612183,-0.187213039,-1.45625,0.186607143,3.355226766,0.141781411,6.251640371,7.778571429,0.267764937,0.544234592
A,Alliant Energy Corporation,LNT,Egan-Jones Ratings Company,3/19/2015,Public Utilities,0.858730551,0.423726023,0.046842842,46.55239829,0.117392472,0.131331523,1,0.162254126,0.032542053,0.040473913,0.114374618,0.277207324,0.374820997,2.514671242,0.715478367,0.100681818,-0.012561687,-0.101818182,0.794545455,3.514671242,0.131331523,6.343501775,8.105454545,0.266125422,0.764197242
A,Alliant Energy Corporation,LNT,Egan-Jones Ratings Company,1/8/2014,Public Utilities,0.705504779,0.081769343,0.006837368,9.111633301,0.114807129,0.133056641,1,0.16293335,0.033854073,0.04504551,0.114646188,0.294877794,0.393538702,2.38648138,0.704708254,0.123623853,-0.092065663,-0.611818182,0.321818182,3.38648138,0.133056641,5.433764633,6.645454545,0.223083496,0.756164384
BBB,Alliant Energy Corporation,LNT,Moody's Investors Service,6/15/2012,Public Utilities,1.013450292,0.249005848,0.013333333,18.80118953,0.087823643,0.102501842,1,0.130521376,0.033227015,0.042534162,0.106837039,0.378337927,0.520853761,2.215366744,0.688993487,0.146659569,0.041696314,264.8563629,217.8511381,3.215366744,0.102501842,2.279817878,6352.032976,0.191716913,0.957170668
BBB,Alliant Energy Corporation,LNT,Moody's Investors Service,7/5/2016,Public Utilities,0.754819277,0.456884682,0.007056799,54.23328313,0.11496988,0.133554217,1,0.161746988,0.028540878,0.036309144,0.098834801,0.248246572,0.322982333,2.462920766,0.711226428,0.133964817,-0.392275477,-1.485462555,0.165638767,3.462920766,0.133554217,10.93601863,3.786784141,0.258915663,0.435661352
BB,Entravision Communications Corporation,EVC,Standard & Poor's Ratings Services,7/10/2014,Consumer Services,2.978426642,2.667997671,0.866816405,97.95544501,0.112056784,0.188259695,0.987634173,0.24651501,0.051390102,0.092669574,0.186331222,0.458607681,4.26243308,2.625819261,0.724200263,0.40477549,0.841781225,0.516495644,0.352502103,3.625819261,0.188259695,11.327185,0.613574678,0.224807675,0.092964746
B,Entravision Communications Corporation,EVC,Standard & Poor's Ratings Services,6/12/2013,Consumer Services,0.854982503,0.854982503,0.752582903,8.037249219,0.060921914,0.088298925,1,0.263275298,0.031048896,0.050540581,2.518237363,0.509650703,3.633970864,80.10553601,0.987670385,0.310049206,0.753796962,0.351363185,0.420690345,81.10553601,0.088298925,5.983336668,0.466124437,0.17931226,0
BB,Entravision Communications Corporation,EVC,Standard & Poor's Ratings Services,7/18/2016,Consumer Services,3.803877315,3.662962963,1.780092593,91.87618466,0.078931895,0.129687367,0.963112249,0.18898783,0.0393979,0.069360168,0.11122558,0.499137899,4.669014593,1.823134703,0.645783816,0.391367894,0.841995951,0.539989724,0.688600788,2.823134703,0.129687367,10.74515269,0.641321046,0.221635966,0.309509899
BB,Entravision Communications Corporation,EVC,Standard & Poor's Ratings Services,5/15/2014,Consumer Services,3.162613203,2.872500997,1.247992254,92.9844004,0.597657157,-0.00139338,1,0.240938566,0.248635824,-0.000620127,0.983833735,0.416017479,3.810363311,2.956926719,0.747278615,429.9262821,0.689390933,0.258360525,0.501389439,3.956926719,-0.00139338,11.93496766,0.374766352,0.146282535,0
B,Entravision Communications Corporation,EVC,Moody's Investors Service,6/15/2012,Consumer Services,2.732216314,2.583249724,1.472835357,83.12182349,-0.042181938,-0.012397374,1,0.179905965,-0.017546825,-0.005638047,14.61675579,0.415979594,2.980345261,-834.0142602,1.00120046,-2.402489627,0.515984328,0.106841694,0.69039699,-833.0142602,-0.012397374,8.346950573,0.207063836,0.090593428,0
BB,Entravision Communications Corporation,EVC,Standard & Poor's Ratings Services,7/20/2015,Consumer Services,3.578972478,3.408861854,1.428988878,95.36557485,0.100832632,0.165420605,0.971503223,0.217385316,0.048514923,0.084987193,0.153192685,0.481143078,4.391160106,2.157640504,0.683307837,0.390446966,0.780100509,0.552625943,0.545085016,3.157640504,0.165420605,12.77125493,0.708403515,0.245079368,0.244093161
A,"Pepsico, Inc.",PEP,Standard & Poor's Ratings Services,3/27/2013,Consumer Non-Durables,1.095441512,0.799344608,0.36848265,39.24089965,0.094332132,0.126794112,0.522216454,0.139131497,0.08277285,0.144294427,0.275594415,0.877461883,3.422449833,2.329526698,0.699657011,0.251685934,0.679915084,3.702633269,4.251123956,3.329526698,0.126794112,11.44951868,5.445728966,0.129466194,2.628833067
A,"Pepsico, Inc.",PEP,Standard & Poor's Ratings Services,4/21/2016,Consumer Non-Durables,1.310217317,1.049379907,0.517465013,37.26060962,0.086462827,0.118022076,0.549860442,0.132469551,0.078257999,0.142870856,0.451773285,0.905105717,3.864435864,4.772870401,0.826775948,0.260816985,0.739319471,5.324710688,8.174948945,5.772870401,0.118022076,15.33325843,7.202178353,0.167787364,2.101428889
A,"Pepsico, Inc.",PEP,Standard & Poor's Ratings Services,2/18/2014,Consumer Non-Durables,1.244632547,0.932339257,0.525533942,38.21742076,0.101483099,0.133870361,0.529579161,0.146126628,0.086992437,0.1490803,0.276127658,0.857211079,3.575504711,2.174157073,0.684955729,0.236643797,0.711498761,4.473069435,6.280337443,3.174157073,0.133870361,11.86274741,6.286826736,0.145870662,2.492858853
A,"Pepsico, Inc.",PEP,Standard & Poor's Ratings Services,6/29/2015,Consumer Non-Durables,1.142107009,0.849933672,0.339044882,36.4053057,0.097671071,0.131322826,0.536853471,0.143679798,0.092371187,0.16706412,0.370519968,0.945737424,3.867026212,3.011207191,0.750698492,0.251113395,0.727869789,5.067594433,5.782637508,4.011207191,0.131322826,14.0657226,6.96222664,0.1575514,2.372771973
A,"Pepsico, Inc.",PEP,Standard & Poor's Ratings Services,3/30/2011,Consumer Non-Durables,1.105524792,0.798640826,0.373961742,39.9027456,0.109270722,0.142328573,0.540526989,0.14405754,0.092732528,0.157517078,0.297090208,0.848649362,3.034841012,2.203732431,0.687864071,0.230077745,0.614938447,3.267295597,4.005660377,3.203732431,0.142328573,11.65026738,5.313207547,0.146063142,2.432939669
A,"Pepsico, Inc.",PEP,Standard & Poor's Ratings Services,3/27/2012,Consumer Non-Durables,0.960724909,0.62449047,0.224027762,37.93576326,0.096881391,0.132834115,0.524945868,0.14484843,0.088403172,0.16141646,0.311195904,0.91248868,3.376180323,2.520189335,0.715924371,0.268508037,0.626677102,3.556472081,2.807741117,3.520189335,0.132834115,10.16913177,5.675126904,0.134488151,2.687165093
BBB,Dollar General Corporation,DG,Moody's Investors Service,6/1/2016,Consumer Services,1.777198728,0.291699619,0.291699619,0,0.05633888,0.088889351,0.306855284,0.093555343,0.094915817,0.181982975,0.186574065,1.684730291,8.936161525,0.965679388,0.491270038,0.366190899,0.715559075,3.088230756,1.903349276,1.965679388,0.088889351,11.50074899,4.315829211,0.069527903,9.442094321
BBB,Dollar General Corporation,DG,Moody's Investors Service,4/8/2013,Consumer Services,1.506769314,0.083532574,0.083532574,0,0.051777893,0.082749608,0.31727226,0.100681102,0.079133345,0.149816143,0.164225302,1.528323005,8.249313634,1.075298356,0.518141574,0.374282312,0.509880245,1.567650072,0.369145667,2.075298356,0.082749608,9.684896773,3.074545614,0.070943923,9.500424307
BB,Dollar General Corporation,DG,Moody's Investors Service,6/27/2012,Consumer Services,1.734196443,0.364329747,0.364329747,0,2.017016834,-0.781119892,1,-0.781119892,0.065770207,-0.029721487,0.154855161,0.032607664,0.204174934,2.354487963,1,0.421341822,1.258179063,-0.326304181,1.458952783,2.354487963,-0.781119892,-44.7204757,-0.259346377,-0.28407543,0
A,Campbell Soup Company,CPB,Egan-Jones Ratings Company,9/9/2013,Consumer Non-Durables,0.676721511,0.279707495,0.101462523,26.11028316,0.056880278,0.118604074,0.36164928,0.134128167,0.055028235,0.189446538,0.376335251,0.967439625,3.562831858,5.838948233,0.853778686,0.287958115,0.670264966,2.175159236,1.089171975,6.838948233,0.118604074,12.28781439,3.24522293,0.126552409,9.82791587
A,Campbell Soup Company,CPB,Egan-Jones Ratings Company,9/10/2014,Consumer Non-Durables,0.702576112,0.278353965,0.077617932,25.8254717,0.098935656,0.087808418,0.350507983,0.144170295,0.100825835,0.141686183,0.506501548,1.01910514,3.56686799,4.023529412,0.800936768,0.477961433,0.614015573,1.757961783,0.786624204,5.023529412,0.087808418,11.89042084,2.863057325,0.108732463,10.18975332
A,Campbell Soup Company,CPB,Egan-Jones Ratings Company,12/10/2015,Consumer Non-Durables,0.74554526,0.300071276,0.090163934,25.15528335,0.085498639,0.122494432,0.347067558,0.135486266,0.085424651,0.187393526,0.500724638,0.999134627,3.443544951,4.861594203,0.829397948,0.302020202,0.678510998,2.570512821,0.913461538,5.861594203,0.122494432,13.20846924,3.788461538,0.146250928,9.700367647
A,Campbell Soup Company,CPB,Moody's Investors Service,6/15/2012,Consumer Non-Durables,0.986928105,0.504776269,0.243338361,24.54139137,0.10428812,0.151314937,0.401995077,0.165695038,0.117312737,0.239688077,0.739889706,1.124890702,3.670470756,5.306985294,0.841445643,0.313356164,0.761821366,2.668711656,1.487730061,6.306985294,0.151314937,8.360827408,3.503067485,0.147946625,7.890598291
A,Campbell Soup Company,CPB,Moody's Investors Service,7/30/2012,Consumer Non-Durables,0.855555556,0.426570048,0.161835749,24.2954457,0.100428182,0.143505904,0.388218503,0.157259634,0.118529862,0.247982063,0.861915367,1.180245023,3.623413258,6.271714922,0.862480858,0.309222423,0.711607143,2.514195584,1.167192429,7.271714922,0.143505904,9.295902307,3.533123028,0.145322434,8.257443082
B,"AMC Entertainment Holdings, Inc.",AMC,Standard & Poor's Ratings Services,8/3/2016,Consumer Services,0.574881222,0.208389744,0.174129449,4.595654429,0.034509368,0.046244166,0.956064967,0.065781252,0.012921668,0.020078627,0.055565286,0.374439428,1.06587493,3.30016361,0.767450709,0.253757376,0.023032283,0.101246487,2.108772251,4.30016361,0.046244166,14.1707655,4.395851155,0.133397881,0.28333609
A,Omnicom Group Inc.,OMC,Egan-Jones Ratings Company,10/27/2014,Technology,0.927817529,0.739153145,0.198000182,155.4737299,0.072073013,0.118163183,1,0.126917704,0.051206649,0.190554397,0.387368421,0.710482984,21.63531073,6.564807018,0.867808921,0.327679558,0.855739925,4.976368649,9.414336353,7.564807018,0.118163183,9.228867545,5.815281607,0.096391127,0
A,Omnicom Group Inc.,OMC,Egan-Jones Ratings Company,8/5/2015,Technology,0.842534249,0.692044783,0.183211905,174.1481988,0.072279046,0.117520351,1,0.126869912,0.049473784,0.225393164,0.446052846,0.684483078,21.84841923,8.015943565,0.889085375,0.328123243,0.906688763,8.065520066,10.72768223,9.015943565,0.117520351,9.024736603,8.895577396,0.143533936,0
A,Omnicom Group Inc.,OMC,Egan-Jones Ratings Company,10/25/2013,Technology,0.949062121,0.762463654,0.220766104,165.9912236,0.067955706,0.069416161,1,0.125153416,0.044848792,0.103085226,0.276658106,0.659970949,19.77827502,5.168685797,0.837890917,0.558277361,0.882808181,6.168404789,10.53959058,6.168685797,0.069416161,9.584390313,6.987253766,0.124035791,0
B,"Calumet Specialty Products Partners, L.P.",CLMT,Standard & Poor's Ratings Services,2/8/2016,Energy,0.971911906,0.521704437,0.008937121,16.92093145,-0.033089632,-0.039830991,0.141141284,0.017802886,-0.047339288,-0.072386869,-0.230832919,1.430638096,2.450442066,3.876138434,0.794919686,0.169249106,0.098565356,0.497991951,1.766462017,4.876138434,-0.039830991,11.51609949,5.052403519,0.089346753,11.42830069
B,"Calumet Specialty Products Partners, L.P.",CLMT,Standard & Poor's Ratings Services,8/13/2014,Energy,1.667893284,0.658141674,0.015639374,20.54704633,-0.019374558,-0.019512701,0.091467942,0.008081366,-0.035963844,-0.043861352,-0.138484325,1.856240785,3.95458891,2.850654159,0.740303866,0.007079646,-0.278218695,-0.906114595,0.455211294,3.850654159,-0.019512701,15.98929548,3.256842949,0.039163544,12.53012622
CCC,"Calumet Specialty Products Partners, L.P.",CLMT,Standard & Poor's Ratings Services,10/18/2016,Energy,1.286431152,0.444399839,0.008430349,21.94421292,-0.091292993,-0.093432239,0.113435573,-0.011029616,-0.120578306,-0.151010328,-1.502514861,1.320783796,2.145053635,11.46090535,0.919749009,0.022896224,-33,-1.762453679,0.065131326,12.46090535,-0.093432239,13.24769631,0.053407687,0.001139079,10.79898477
B,"Calumet Specialty Products Partners, L.P.",CLMT,Standard & Poor's Ratings Services,3/26/2014,Energy,1.940649273,0.805417248,0.241187015,16.85164349,0.00064559,0.000719371,0.075626222,0.016896005,0.001302035,0.001784081,0.003293188,2.016814851,4.672009652,1.529262326,0.604627804,0.102564103,-3.112531969,-1.806513739,2.287459057,2.529262326,0.000719371,12.99238134,0.580400059,0.007212159,14.08487915
B,"Calumet Specialty Products Partners, L.P.",CLMT,Standard & Poor's Ratings Services,8/21/2012,Energy,1.75420595,0.53550078,0.06767803,17.18805303,0.044175337,0.044337019,0.110188088,0.061393749,0.091315087,0.11615917,0.231218946,2.067105628,4.719221786,1.532100163,0.605070915,0.003646666,0.849903185,5892.261112,643.1502727,2.532100163,0.044337019,2.098354796,6932.861546,0.081615844,12.42923255
BBB,"Continental Resources, Inc.",CLR,Standard & Poor's Ratings Services,5/27/2014,Energy,0.778781066,0.45860452,0.019334001,67.97874767,0.221182583,0.351084323,1,0.418438273,0.063998606,0.115881351,0.193320564,0.289347403,0.322270529,2.02069961,0.668950863,0.370001542,1,13.92527502,0.174374576,3.02069961,0.351084323,6.100783571,13.92527502,0.741876619,0
BBB,"Continental Resources, Inc.",CLR,Standard & Poor's Ratings Services,4/30/2015,Energy,0.711881017,0.322374902,0.012490183,41.99703933,0.203544097,0.325314925,1,0.389001374,0.064531957,0.118398488,0.196733432,0.317041651,0.352131865,2.048620287,0.671982764,0.374316758,1,9.098294874,0.208237422,3.048620287,0.325314925,7.020191172,9.098294874,0.698871714,0
BB,"Continental Resources, Inc.",CLR,Standard & Poor's Ratings Services,4/14/2016,Energy,0.890914468,0.524368708,0.012418908,51.56284291,-0.131957449,-0.199646141,1,-0.083577255,-0.023704595,-0.03822915,-0.075749748,0.17963817,0.190578432,2.195572405,0.687067019,0.33904333,1,5.025439736,0.285178871,3.195572405,-0.199646141,9.791641778,5.025439736,0.692904957,0
BB,"Continental Resources, Inc.",CLR,Standard & Poor's Ratings Services,4/2/2013,Energy,0.840938301,0.464325652,0.031734711,66.49404086,0.287416619,0.449052291,1,0.502544975,0.080895435,0.144144652,0.233709022,0.281457053,0.317388602,1.889026105,0.653862595,0.359948442,1,9.000027573,0.298433881,2.889026105,0.449052291,5.569544127,9.000027573,0.634422667,0
BB,"Continental Resources, Inc.",CLR,Standard & Poor's Ratings Services,3/5/2012,Energy,0.84221277,0.383750329,0.048159698,81.07155824,0.260076895,0.416686619,1,0.461120786,0.075994592,0.151610452,0.185896264,0.292200473,0.352388528,1.446177548,0.59119893,0.37584534,1,6.013373501,0.339056253,2.446177548,0.416686619,7.552497666,6.013373501,0.647303989,0
BBB,S&P Global Inc.,SPGI,Fitch Ratings,5/21/2015,Finance,0.99974792,0.865137383,0.629442904,67.34903979,-0.022767769,0.010690952,0.677885567,0.022371808,-0.016984197,0.019258203,-0.235655738,0.745975484,24.51941748,12.875,0.927927928,4.537037037,0.923904053,4.114180479,9.208103131,13.875,0.010690952,93.06461538,4.453038674,0.239358543,8.518324607
A,S&P Global Inc.,SPGI,Egan-Jones Ratings Company,11/17/2015,Finance,1.133425034,0.85213205,0.509284732,68.08112178,0.217579522,0.341614907,0.685300207,0.3608131,0.141268483,0.344075829,5.958762887,0.649272883,19.67777778,41.18041237,0.976292313,0.30137741,0.287179487,0.206185567,5.474963181,42.18041237,0.341614907,12.1607676,0.717967599,0.036702428,8.116504854
BBB,S&P Global Inc.,SPGI,Moody's Investors Service,2/14/2013,Finance,1.063266976,0.467684756,0.207253886,78.2494382,0.098202247,0.253932584,0.671910112,0.272134831,0.061968236,0.333825702,0.569752282,0.631026659,12.0923913,8.194263364,0.891236529,0.357522124,0.870147256,2.333094042,2.731514716,9.194263364,0.253932584,12.1908787,2.68126346,0.167865169,5.863453815
A,S&P Global Inc.,SPGI,Egan-Jones Ratings Company,5/20/2014,Finance,1.23777403,1.070404722,0.650084317,73.29948718,0.28225641,0.276102564,0.675076923,0.288205128,0.227025243,0.364868528,1.057647963,0.804322719,19.57831325,3.658724058,0.785348952,0.329123328,0.856617647,2.546448087,5.683060109,4.658724058,0.276102564,13.1844131,2.972677596,0.167384615,7.232876712
BBB,S&P Global Inc.,SPGI,Fitch Ratings,9/19/2016,Finance,1.405974722,1.348908464,0.91612409,72.34234234,0.372019078,0.563151387,0.68751104,0.595124536,0.242934595,0.526246286,3.24,0.653016496,20.88929889,12.33692308,0.925020187,0.301129235,0.921448087,5.133181126,9.132420091,13.33692308,0.563151387,9.259418592,5.570776256,0.258611553,9.666666667
BBB,"Host Hotels & Resorts, Inc.",HST,Standard & Poor's Ratings Services,1/30/2015,Consumer Services,0.682634731,0.682634731,0.682634731,0,0.136720209,0.14213672,0.792865148,0.132611132,0.059965594,0.067916109,0.099781897,0.438600803,0.506288416,0.663985823,0.399033342,0.018396846,0.71826087,1.093460418,0.90548054,1.663985823,0.14213672,12.55408084,1.522372253,0.214792678,3.72147651
BB,"Host Hotels & Resorts, Inc.",HST,Standard & Poor's Ratings Services,11/14/2011,Consumer Services,2.828767123,2.828767123,2.828767123,0,-0.0030012,-0.00240096,0.787515006,0.06482593,-0.001147842,-0.000939261,-0.002246518,0.382460973,0.439075815,0.957166392,0.489057239,0.083333333,0.505295008,0.481962482,1.191919192,1.957166392,-0.00240096,10.49382583,0.953823954,0.132252901,6.068571429
