ID,Gender,Own_car,Own_property,Work_phone,Phone,Email,Unemployed,Num_children,Num_family,Account_length,Total_income,Age,Years_employed,Income_type,Education_type,Family_status,Housing_type,Occupation_type,Target
5062137,1,0,1,0,0,0,0,1,2,51,180000.0,35.447682019480204,0.37509325995742554,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,1
5062138,0,0,1,1,1,0,0,0,2,7,112500.0,34.47846293900628,10.792829421548698,Working,Higher education,Married,House / apartment,Core staff,0
5062140,1,1,1,1,0,0,0,1,3,41,135000.0,31.165595460550183,2.1273537444300703,Commercial associate,Higher education,Married,House / apartment,Other,0
5062145,1,0,1,0,1,0,0,1,3,51,360000.0,34.53048317213906,7.8769584591059365,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5062149,0,1,1,0,0,1,0,0,2,15,202500.0,38.97958205849538,2.6229149126949904,Working,Higher education,Married,House / apartment,Sales staff,1
5062153,0,0,1,0,0,0,0,0,2,17,157500.0,36.65783691656913,2.6229149126949904,Working,Secondary / secondary special,Married,House / apartment,Laborers,1
5062156,0,0,1,0,0,0,0,0,1,32,166500.0,55.9135368967193,6.373847512269245,Commercial associate,Higher education,Widow,House / apartment,Cleaning staff,0
5062163,0,0,1,0,0,0,1,0,1,20,135000.0,66.59685003798846,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,1
5062173,0,0,1,0,0,0,0,2,4,44,135000.0,42.05972744135745,2.4559025852686913,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5062181,0,1,1,0,0,1,0,2,4,11,144000.0,39.12742903687276,1.456566527717886,Working,Higher education,Married,House / apartment,Accountants,0
5062195,0,0,1,1,1,0,0,0,2,57,112500.0,47.836711226103205,3.290964222400186,Commercial associate,Higher education,Married,House / apartment,Other,0
5062212,0,0,1,0,0,0,0,2,4,58,153000.0,36.36761877382835,3.624988877252784,Commercial associate,Higher education,Married,House / apartment,Accountants,0
5062220,0,0,1,0,1,0,0,2,4,6,135000.0,43.05632559190127,0.2902181427407818,Commercial associate,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5062221,1,0,1,0,0,0,0,0,1,37,180000.0,33.72827641909142,4.62432493480359,Commercial associate,Higher education,Single / not married,House / apartment,Other,0
5062225,0,0,0,0,1,0,0,1,3,17,157500.0,30.680985920313216,1.9603414170037714,Working,Secondary / secondary special,Civil marriage,With parents,Cooking staff,0
5062232,0,1,0,0,0,0,0,0,2,35,315000.0,53.22765012286358,11.126854076401294,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5062254,0,0,0,0,0,1,0,1,3,55,157500.0,41.41905720172214,4.457312607377291,Working,Secondary / secondary special,Married,House / apartment,Private service staff,0
5062255,1,0,1,0,0,0,0,0,1,18,135000.0,57.50699877478662,7.96183357632258,Commercial associate,Higher education,Separated,House / apartment,Other,0
5062259,0,1,1,0,0,0,1,0,2,11,144000.0,57.56997063594735,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5062265,0,0,0,0,1,0,0,0,2,31,90000.0,54.28722013456813,15.126936213611504,Working,Higher education,Married,House / apartment,Other,0
5062270,0,0,1,0,0,0,0,0,1,57,360000.0,32.73989198956858,7.709946131679637,State servant,Secondary / secondary special,Separated,House / apartment,Medicine staff,1
5062274,1,0,1,0,0,0,0,0,1,34,225000.0,44.08030281251497,11.291128496820605,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,Security staff,0
5062278,0,1,1,0,0,0,1,0,1,46,189000.0,65.89047003018543,0.0,Pensioner,Higher education,Separated,House / apartment,Other,0
5062279,0,0,1,0,1,0,0,0,2,17,157500.0,52.526745929074515,5.204761220285153,Working,Secondary / secondary special,Married,House / apartment,Accountants,0
5062282,1,0,1,1,0,1,0,0,2,18,202500.0,22.869737229375005,2.9596774745545766,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0
5062288,0,0,1,0,0,0,0,1,3,12,45000.0,30.442788010705215,0.5421055873837245,Working,Higher education,Married,House / apartment,Core staff,0
5062290,0,1,1,0,0,1,0,0,2,20,225000.0,48.72105518936049,6.7078721671218435,Working,Higher education,Married,House / apartment,Managers,0
5062295,0,0,1,0,0,0,1,0,1,6,135000.0,55.820448058481695,0.0,Pensioner,Incomplete higher,Separated,House / apartment,Other,0
5062298,0,0,1,0,0,0,0,0,2,33,121500.0,48.830571469640034,8.961169633873386,Commercial associate,Secondary / secondary special,Married,House / apartment,Core staff,0
5062305,0,0,1,0,1,0,0,0,2,37,270000.0,54.20508292435847,12.542351999014354,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5062317,0,0,1,0,0,0,0,0,1,4,180000.0,45.66007515554734,25.96083424026503,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,0
5062326,0,0,1,0,0,0,1,0,2,22,81000.0,57.827333894604266,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5062328,1,0,1,0,0,0,0,0,1,36,270000.0,43.5737900162221,7.96183357632258,Working,Secondary / secondary special,Separated,House / apartment,Other,0
5062333,0,0,0,0,0,0,0,0,2,31,94500.0,24.835554460392753,2.6229149126949904,Working,Higher education,Married,House / apartment,Other,1
5062336,1,0,1,0,0,1,0,1,3,38,202500.0,41.30132720042164,11.04197895918465,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5062341,1,1,1,0,0,1,0,0,1,20,112500.0,23.915617706044614,0.5421055873837245,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
5062345,1,1,1,1,1,0,0,0,2,27,225000.0,57.76436203344353,15.206335516814171,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5062348,0,0,1,0,0,0,0,0,1,26,90000.0,48.4089337905638,11.96191571353279,State servant,Secondary / secondary special,Widow,House / apartment,Medicine staff,0
5062351,0,1,1,0,0,0,0,1,3,4,351000.0,36.370356680835336,6.7078721671218435,Working,Secondary / secondary special,Civil marriage,House / apartment,Managers,0
5062353,1,0,0,0,1,0,0,1,3,13,135000.0,32.21968965824076,3.624988877252784,Working,Secondary / secondary special,Married,Rented apartment,Laborers,1
5062356,0,0,1,0,0,0,1,0,2,24,270000.0,56.9867964434588,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
5062363,0,1,1,1,1,0,0,0,2,30,202500.0,28.923249621826596,2.4559025852686913,Working,Secondary / secondary special,Married,House / apartment,Core staff,0
5062374,0,0,1,1,1,0,0,0,1,3,121500.0,53.186581517758746,4.375175397167635,State servant,Higher education,Widow,House / apartment,Accountants,0
5062380,0,0,1,0,1,0,0,2,4,5,189000.0,37.75026181235754,0.9610053594529662,Working,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5062394,1,0,1,0,0,0,0,0,2,1,283500.0,23.255782117360383,3.2060891051835423,State servant,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5062396,0,0,1,1,1,0,0,0,1,16,180000.0,39.82833323066182,12.45747688179771,Working,Secondary / secondary special,Separated,House / apartment,Laborers,0
5062401,1,1,1,0,0,1,0,0,1,25,202500.0,29.10121357728085,8.128845903748878,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,High skill tech staff,0
5062407,0,0,1,0,1,0,1,0,1,18,103500.0,65.9671314263811,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5062418,0,1,1,0,0,0,0,1,2,18,180000.0,38.94946508141851,8.375257534377845,Working,Higher education,Single / not married,House / apartment,Sales staff,0
5062424,0,0,1,0,0,0,1,0,2,38,112500.0,56.499448996214845,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5062427,1,0,1,0,0,0,1,0,2,13,54000.0,62.09573091849935,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5062428,1,1,1,0,0,0,0,1,2,30,180000.0,31.57628151159846,2.0424786272134265,Working,Secondary / secondary special,Single / not married,House / apartment,Drivers,0
5062443,0,0,1,0,0,0,0,0,2,44,67500.0,54.25984106449825,31.20666406565501,State servant,Secondary / secondary special,Married,House / apartment,Other,1
5062451,0,0,1,0,0,0,0,0,2,2,81000.0,42.549812795608396,4.043888649322025,Working,Secondary / secondary special,Married,House / apartment,Medicine staff,0
5062456,0,0,1,1,1,0,0,0,2,35,270000.0,37.651697160105954,0.4572304701670808,State servant,Higher education,Married,House / apartment,Managers,0
5062465,1,1,1,0,1,0,0,0,2,23,180000.0,45.41366352491838,2.874802357337933,Working,Secondary / secondary special,Married,House / apartment,Other,0
5062471,1,0,1,0,0,0,0,1,3,49,112500.0,50.39391637063047,3.624988877252784,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
5062472,0,0,1,0,0,0,1,0,1,12,90000.0,67.8015291210634,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5062475,0,0,1,0,0,1,0,0,2,59,157500.0,42.333518142056306,8.128845903748878,Working,Higher education,Married,House / apartment,Medicine staff,1
5062483,0,0,1,0,0,0,0,1,3,27,67500.0,35.85015434950752,9.456730802138305,Working,Incomplete higher,Married,House / apartment,Other,0
5062488,1,1,1,0,0,0,0,1,3,36,180000.0,37.33957576130927,10.874966631758353,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5062489,1,0,1,0,0,0,0,0,2,19,90000.0,56.21196876048105,5.875548436997337,Working,Secondary / secondary special,Married,House / apartment,Security staff,0
5062490,1,0,1,0,0,0,0,1,3,43,225000.0,25.142200045175464,5.623660992354394,State servant,Secondary / secondary special,Married,House / apartment,Drivers,1
5062500,1,0,0,0,1,0,0,1,3,48,202500.0,40.60042300663258,1.8754662997871276,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5062502,1,1,1,0,0,0,0,0,1,16,270000.0,24.975187717749165,4.794075169236876,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5062510,1,0,1,0,0,1,0,2,4,25,184500.0,38.08702437421713,12.87637665386695,Working,Higher education,Married,House / apartment,Other,0
5062511,0,0,1,0,0,0,0,2,4,56,135000.0,43.98721397427736,23.291374908451235,Working,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,0
5062514,0,0,1,0,1,0,0,1,3,16,112500.0,37.38885808743506,6.042560764423636,Working,Higher education,Married,House / apartment,Sales staff,0
5062531,0,1,1,0,0,1,0,0,2,44,135000.0,35.90491248964729,4.9610874966631755,Commercial associate,Higher education,Civil marriage,House / apartment,Medicine staff,1
5062544,0,0,1,0,0,0,0,1,3,27,225000.0,33.525671300574274,0.37509325995742554,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5062547,0,0,1,0,0,1,0,3,5,33,247500.0,33.125936877553954,6.042560764423636,Commercial associate,Incomplete higher,Married,House / apartment,Other,0
5062560,0,0,0,0,0,0,0,0,1,27,180000.0,66.73922120235186,11.96191571353279,Working,Secondary / secondary special,Widow,House / apartment,Other,0
5062564,0,0,1,0,1,0,1,0,2,53,135000.0,61.93145649808004,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5062573,0,1,1,0,0,0,0,0,2,59,360000.0,45.11249375414964,8.205507299944557,Commercial associate,Secondary / secondary special,Married,Municipal apartment,Accountants,0
5062583,0,0,0,0,1,1,1,0,1,22,202500.0,57.52342621682855,0.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,Other,0
5062584,1,0,0,1,1,1,0,1,3,1,180000.0,27.526917048262455,1.5633449009904379,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5062586,0,0,1,0,0,0,1,0,2,21,180000.0,58.78286344004326,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5062590,1,1,1,0,0,1,0,1,3,26,135000.0,24.56450166670089,0.3969965160133336,State servant,Higher education,Married,House / apartment,Core staff,0
5062595,0,0,1,0,0,0,0,0,2,27,103500.0,59.02653716366523,11.647056407729112,Working,Secondary / secondary special,Civil marriage,House / apartment,Cooking staff,0
5062599,0,1,1,0,0,0,0,0,2,33,360000.0,50.257021020281044,4.9829907527190835,Working,Secondary / secondary special,Married,House / apartment,High skill tech staff,0
5062609,0,0,0,0,0,0,0,1,2,2,135000.0,29.364052649951745,7.671615433581798,Commercial associate,Secondary / secondary special,Separated,House / apartment,Private service staff,0
5062615,1,1,1,0,0,0,0,0,2,27,270000.0,31.135478483473307,10.669623606234214,State servant,Secondary / secondary special,Married,House / apartment,Core staff,0
5062625,0,0,1,0,1,0,0,0,2,47,585000.0,51.631450337789275,5.5031930840469006,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5062635,1,0,1,1,0,0,0,0,2,24,405000.0,43.480701177984486,13.089933400412054,Working,Higher education,Married,House / apartment,Laborers,0
5062645,0,1,1,0,0,0,0,0,2,24,202500.0,50.99625591216794,3.646892133308692,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Security staff,0
5062651,0,0,1,0,0,0,0,1,3,33,202500.0,35.39018597233345,3.397742595672738,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5062654,1,1,1,0,0,0,0,1,3,40,144000.0,36.986385757407746,2.814568403184186,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5062668,0,1,1,0,0,0,0,1,3,47,135000.0,40.69351184487019,12.065956179798352,Working,Higher education,Married,House / apartment,Managers,0
5062676,1,0,1,0,0,0,0,0,2,55,180000.0,53.389186636275895,8.73118544528635,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5062679,0,0,1,0,0,1,0,0,2,40,225000.0,39.72976857841024,4.89811563550244,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5062680,0,0,1,0,0,0,0,0,1,6,112500.0,61.25245556034689,3.8385456237978874,Working,Higher education,Widow,House / apartment,Accountants,0
5062683,1,1,1,1,0,1,0,0,2,14,247500.0,55.06478572455286,2.395668631114944,State servant,Secondary / secondary special,Married,Municipal apartment,High skill tech staff,0
5062692,0,0,1,0,0,0,0,1,3,22,157500.0,39.72703067140324,10.417736161591272,Working,Secondary / secondary special,Married,House / apartment,Core staff,1
5062717,0,1,1,0,0,0,0,1,3,56,360000.0,42.040562092308534,5.7550805286898425,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5062723,1,0,1,0,0,0,0,0,2,28,135000.0,46.48144725764389,0.2518874446429427,Working,Higher education,Married,House / apartment,Managers,0
5062734,1,1,1,0,0,0,0,0,1,9,270000.0,26.872557273592204,3.6715332963715888,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5062739,0,0,1,0,1,0,0,0,2,7,157500.0,41.16443185007221,3.0883591038830365,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0
5062747,0,0,1,0,1,0,0,1,2,37,157500.0,44.0967302545569,1.5031109468366906,Working,Higher education,Single / not married,House / apartment,High skill tech staff,0
5062748,1,1,0,0,0,0,0,1,3,50,202500.0,36.652361102555155,6.754416586240648,State servant,Higher education,Married,House / apartment,Other,0
5062754,0,0,0,0,0,0,0,0,1,12,112500.0,31.29701499688563,0.8377995441384833,Working,Secondary / secondary special,Single / not married,House / apartment,Core staff,1
5065313,0,0,1,0,0,0,0,1,3,48,157500.0,42.8345551243352,11.718241989910812,State servant,Higher education,Married,House / apartment,Core staff,1
5065320,1,1,1,0,0,0,0,2,4,15,315000.0,34.27859572749612,4.298514000971957,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5065321,1,1,1,0,0,0,0,0,1,2,225000.0,36.72902249875083,5.878286344004326,Working,Higher education,Single / not married,House / apartment,Laborers,0
5065322,0,0,1,0,0,0,1,1,3,10,171000.0,48.17894960197677,0.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,Other,0
5065329,1,0,1,1,0,0,0,0,1,50,103500.0,53.750590361198384,6.045298671430625,Working,Secondary / secondary special,Separated,House / apartment,Drivers,1
5065334,1,0,1,0,1,0,0,0,2,26,202500.0,26.738399830249765,5.297850058522762,Commercial associate,Lower secondary,Married,Rented apartment,Sales staff,0
5065336,1,1,1,0,0,0,0,1,3,12,202500.0,50.96066312107709,10.631292908136375,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5065341,0,0,1,0,1,0,1,0,2,27,157500.0,61.55088742410864,0.0,Pensioner,Secondary / secondary special,Married,House / apartment,Other,0
5065348,0,1,1,0,0,0,0,0,2,56,202500.0,41.506670225945776,10.88044244577233,Working,Higher education,Married,House / apartment,High skill tech staff,1
5065350,1,0,1,0,0,0,0,0,1,11,135000.0,40.167833699528394,5.549737503165705,State servant,Secondary / secondary special,Single / not married,House / apartment,Managers,0
5065354,1,0,1,0,0,1,0,0,2,18,157500.0,58.040890641149375,13.878450618424745,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5065358,0,0,1,0,1,0,0,1,2,8,216000.0,28.780878457463192,4.87895028645352,Working,Higher education,Single / not married,House / apartment,Core staff,0
5065372,0,0,1,1,1,0,0,1,3,36,99000.0,45.780543063854836,24.298924687023003,Working,Higher education,Married,House / apartment,Core staff,0
5065376,0,0,1,0,1,0,0,0,2,48,215550.0,28.553632175883145,2.5489914235063007,Working,Higher education,Married,House / apartment,High skill tech staff,1
5065379,0,1,1,0,0,0,0,0,2,37,135000.0,45.665550969561316,1.2128928040959088,Working,Higher education,Civil marriage,House / apartment,Other,0
5065383,1,0,1,0,0,0,0,0,2,49,270000.0,44.189819092794515,2.464116306289657,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,0
5065395,1,1,0,1,1,0,0,0,2,13,396000.0,34.42644270587349,6.716085888142809,Commercial associate,Higher education,Married,House / apartment,Managers,0
5065396,1,1,1,0,1,0,1,0,1,9,85500.0,64.54615768975407,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5065397,1,1,1,0,1,0,1,0,1,10,360000.0,62.05740022040151,0.0,Pensioner,Higher education,Single / not married,House / apartment,Other,0
5065398,0,1,1,0,0,0,1,0,1,2,157500.0,63.6316967494199,0.0,Pensioner,Higher education,Separated,House / apartment,Other,0
5065402,0,0,1,0,1,0,0,2,4,4,135000.0,34.467511310978324,11.214467100624928,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5065407,0,0,1,0,0,0,0,1,3,5,135000.0,42.41291744525897,4.213638883755313,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5065411,0,0,1,0,0,0,1,0,1,0,94500.0,57.08809900271737,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5065414,1,0,1,1,1,0,0,2,4,32,225000.0,48.252873091165455,1.8782042067941163,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5065418,0,0,1,1,1,0,0,0,2,35,265500.0,43.60116908629198,9.130919868306673,Working,Secondary / secondary special,Married,House / apartment,Sales staff,0
5065424,1,1,1,0,1,0,0,0,2,9,202500.0,64.36819373429981,3.1321656159948525,Commercial associate,Secondary / secondary special,Married,House / apartment,Security staff,0
5065429,0,0,0,0,0,0,0,0,1,21,225000.0,39.99534555808812,2.3819790960800016,Working,Secondary / secondary special,Single / not married,House / apartment,Sales staff,0
5065430,0,0,1,0,0,0,0,0,1,17,225000.0,48.03110262359939,1.2977679213125526,State servant,Secondary / secondary special,Single / not married,House / apartment,Cleaning staff,0
5065436,0,1,0,0,0,0,0,2,4,42,270000.0,36.29917109865363,6.297186116073568,Working,Secondary / secondary special,Married,With parents,Managers,0
5065446,0,0,1,1,1,0,0,0,1,60,135000.0,47.33019842981033,13.213139215726537,Working,Secondary / secondary special,Separated,House / apartment,Cooking staff,0
5065451,1,0,1,0,1,0,0,0,2,37,180000.0,46.94415354182495,15.551311799694723,Working,Incomplete higher,Married,House / apartment,Laborers,0
5065456,0,1,1,0,0,0,0,1,3,35,180000.0,36.7837806388906,3.5510653880640946,Working,Higher education,Civil marriage,With parents,Other,0
5065462,0,0,0,0,0,0,0,0,2,54,157500.0,52.0311847608096,4.298514000971957,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,1
5065465,1,0,1,1,1,0,0,0,2,48,211500.0,44.49920258458421,4.3833891181886,Working,Secondary / secondary special,Married,House / apartment,Other,0
5065471,0,0,0,0,0,0,0,1,3,16,112500.0,26.23462494096388,2.0452165342204154,Commercial associate,Secondary / secondary special,Married,House / apartment,Sales staff,0
5065477,1,0,0,0,0,0,0,1,3,43,148500.0,37.164349712862,0.29843186376174735,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5065484,1,1,1,0,0,0,0,0,1,17,247500.0,55.2947699131399,7.384135197848005,Working,Secondary / secondary special,Separated,House / apartment,Drivers,0
5065486,0,0,0,0,0,0,0,2,3,13,189000.0,27.652860770583928,1.6317925761651506,Working,Secondary / secondary special,Separated,Municipal apartment,Other,0
5065489,0,0,1,1,1,0,0,0,2,39,112500.0,34.054087352923055,2.0452165342204154,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Medicine staff,0
5065494,0,0,1,0,0,0,0,0,1,9,135000.0,52.92921825910183,4.963825403670164,Working,Secondary / secondary special,Widow,House / apartment,Medicine staff,0
5065496,0,1,1,0,1,0,0,0,2,26,270000.0,50.536287534993875,16.465772740028886,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,1
5065500,0,1,0,0,0,0,0,1,3,30,135000.0,34.28680944851708,6.795485191345476,Working,Higher education,Married,Municipal apartment,Managers,0
5065513,0,0,1,0,0,0,0,0,2,20,315000.0,53.80808640834514,16.298760412602586,Commercial associate,Higher education,Married,House / apartment,Other,0
5065516,0,0,1,0,0,0,0,0,2,36,112500.0,45.08237677707277,10.38214337050042,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5065517,0,1,0,0,0,0,0,1,3,15,202500.0,26.037495636460708,7.879696366112925,Working,Higher education,Married,Rented apartment,Laborers,0
5065521,0,0,1,0,0,0,0,0,2,59,202500.0,31.40926918417216,1.6317925761651506,Working,Higher education,Married,House / apartment,Other,0
5065528,1,0,0,0,0,0,0,0,2,18,135000.0,32.18957268116388,2.1300916514370587,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5065532,1,0,1,0,0,0,0,2,4,13,207000.0,35.579101555815654,4.131501673545658,Commercial associate,Secondary / secondary special,Married,House / apartment,Managers,0
5065542,0,0,1,0,1,0,0,0,2,11,157500.0,47.64231982860702,3.1321656159948525,Working,Secondary / secondary special,Married,Municipal apartment,Other,0
5065549,0,1,1,0,0,0,1,0,1,0,180000.0,57.14285714285714,0.0,Pensioner,Secondary / secondary special,Widow,Municipal apartment,Other,0
5065553,0,0,1,0,1,0,1,0,1,36,180000.0,67.59071028152529,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5065560,0,0,1,0,0,0,0,0,2,33,157500.0,31.025962203193767,1.5496553659554952,Commercial associate,Higher education,Married,House / apartment,Sales staff,0
5065566,0,0,0,0,0,0,0,1,2,11,135000.0,37.56134622887534,0.04654441911880463,Working,Secondary / secondary special,Widow,House / apartment,Sales staff,0
5065569,0,0,1,0,0,0,0,1,3,16,225000.0,36.485348775128855,10.130255925857478,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5065570,1,1,1,0,0,0,0,0,2,19,270000.0,49.87918985331663,4.213638883755313,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
5065573,0,0,1,0,0,0,0,2,4,43,144000.0,30.519449406900893,0.717331635830989,Working,Secondary / secondary special,Married,House / apartment,Cleaning staff,0
5065583,0,1,0,1,1,0,0,1,3,23,90000.0,38.03226623407736,19.384381609478634,State servant,Secondary / secondary special,Married,Municipal apartment,Medicine staff,0
5065597,0,0,1,0,1,0,1,0,1,5,180000.0,56.187327597418154,0.0,Pensioner,Secondary / secondary special,Widow,House / apartment,Other,0
5065601,1,0,1,0,1,0,0,0,2,3,157500.0,57.131905514829185,3.466190270847451,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5065605,1,1,0,0,0,0,1,0,2,53,270000.0,64.31069768715305,0.0,Pensioner,Higher education,Married,House / apartment,Other,0
5065608,0,0,1,0,0,0,0,0,2,2,202500.0,44.625146306905684,1.7933290895774725,Working,Secondary / secondary special,Married,House / apartment,Managers,0
5065616,0,1,0,0,0,0,0,0,1,11,157500.0,22.111336988439188,1.6317925761651506,Commercial associate,Secondary / secondary special,Single / not married,With parents,Core staff,0
5065619,1,0,1,1,1,0,0,0,2,50,247500.0,41.89545302093814,1.6317925761651506,Commercial associate,Secondary / secondary special,Married,House / apartment,Laborers,0
5065626,0,0,1,0,0,0,0,0,2,21,274500.0,58.30372971382027,7.794821248896281,Working,Higher education,Married,House / apartment,Accountants,0
5065629,0,0,1,0,0,0,1,0,1,11,135000.0,58.273612736743395,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,0
5065632,0,0,0,0,0,0,0,0,1,31,90000.0,46.6238184220073,5.464862385949061,Working,Higher education,Separated,House / apartment,Sales staff,0
5065633,1,1,1,0,0,0,0,0,2,32,157500.0,25.66240237650328,3.3183432924700713,Working,Secondary / secondary special,Civil marriage,House / apartment,Drivers,1
5065638,1,0,1,0,0,0,0,1,2,23,180000.0,45.07690096305879,2.4832816553385766,Working,Secondary / secondary special,Separated,House / apartment,Drivers,0
5065640,1,1,1,1,1,0,0,2,4,26,225000.0,44.41158956036058,18.899772069241667,Working,Secondary / secondary special,Married,House / apartment,Laborers,0
5065648,0,0,1,1,1,0,0,0,2,4,67500.0,28.30448263824719,6.899525657611039,Working,Secondary / secondary special,Married,Office apartment,Core staff,0
5065649,1,1,0,1,1,0,0,1,3,14,202500.0,40.381390446073496,8.065874042588144,Commercial associate,Secondary / secondary special,Married,House / apartment,Drivers,0
5065654,0,0,1,0,0,0,0,0,1,30,112500.0,59.86159880079673,2.735169099981519,Working,Secondary / secondary special,Single / not married,House / apartment,Cooking staff,0
5065656,1,0,0,0,0,0,0,0,2,7,135000.0,39.87761555678761,3.5702307371130138,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5065657,1,1,1,1,1,0,0,0,1,7,180000.0,52.86077058392711,1.65095792521407,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5065663,0,0,0,0,0,0,0,0,2,28,157500.0,55.02097921244105,5.150003080145383,Working,Secondary / secondary special,Civil marriage,House / apartment,Laborers,0
5065667,0,1,1,0,0,0,0,0,2,13,216000.0,36.69342970765998,1.4839455977877711,Commercial associate,Secondary / secondary special,Married,House / apartment,Other,0
5065670,0,0,0,0,0,0,0,0,1,22,135000.0,31.5187854644517,12.89827990992286,Working,Secondary / secondary special,Single / not married,House / apartment,Other,0
5065676,0,1,1,0,1,0,0,2,4,8,450000.0,41.44369836478504,7.485437757106579,Commercial associate,Higher education,Married,House / apartment,Other,0
5065686,0,0,1,0,0,0,0,0,1,6,270000.0,45.06047352101686,26.23188703395689,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5065690,1,1,1,1,0,0,0,0,2,11,315000.0,49.86550031828169,3.151330965043772,Working,Secondary / secondary special,Married,House / apartment,Managers,1
5065702,1,1,1,0,1,0,1,0,1,12,225000.0,47.787428899977414,0.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,Other,1
5065708,1,1,1,0,0,0,0,0,1,3,157500.0,28.96431822693142,1.812494438626392,Working,Secondary / secondary special,Single / not married,House / apartment,Laborers,0
5065709,1,1,1,1,0,0,0,0,2,44,112500.0,28.367454499407927,0.7364969848799086,Working,Secondary / secondary special,Married,House / apartment,Drivers,0
5065711,0,1,1,0,0,0,0,0,1,56,157500.0,27.858203796108064,1.568820715004415,Working,Higher education,Single / not married,House / apartment,Core staff,0
5065714,0,0,0,0,0,0,1,0,1,39,130500.0,66.51197492077182,0.0,Pensioner,Secondary / secondary special,Separated,House / apartment,Other,0
5065721,0,0,1,0,0,0,0,1,3,60,202500.0,43.73806443664141,23.984065381219327,State servant,Secondary / secondary special,Civil marriage,House / apartment,Private service staff,0
