DrawNumber,DrawDate,Ball1,Ball2,Ball3,Ball4,Ball5,LuckyStar1,LuckyStar2,UKMillionaireMaker,BallSet,DrawMachine,Match_5_and_2_Stars_roll,Match_5_and_2_Stars_UKWinners,Match_5_and_2_Stars_PrizePerWinner,Match_5_and_2_Stars_UKPrizeFund,Match_5_and_2_Stars_TotalWinners,Match_5_and_1_Star_UKWinners,Match_5_and_1_Star_PrizePerWinner,Match_5_and_1_Star_UKPrizeFund,Match_5_and_1_Star_TotalWinners,Match_5_UKWinners,Match_5_PrizePerWinner,Match_5_UKPrizeFund,Match_5_TotalWinners,Match_4_and_2_Stars_UKWinners,Match_4_and_2_Stars_PrizePerWinner,Match_4_and_2_Stars_UKPrizeFund,Match_4_and_2_Stars_TotalWinners,Match_4_and_1_Star_UKWinners,Match_4_and_1_Star_PrizePerWinner,Match_4_and_1_Star_UKPrizeFund,Match_4_and_1_Star_TotalWinners,Match_3_and_2_Stars_UKWinners,Match_3_and_2_Stars_PrizePerWinner,Match_3_and_2_Stars_UKPrizeFund,Match_3_and_2_Stars_TotalWinners,Match_4_UKWinners,Match_4_PrizePerWinner,Match_4_UKPrizeFund,Match_4_TotalWinners,Match_2_and_2_Stars_UKWinners,Match_2_and_2_Stars_PrizePerWinner,Match_2_and_2_Stars_UKPrizeFund,Match_2_and_2_Stars_TotalWinners,Match_3_and_1_Star_UKWinners,Match_3_and_1_Star_PrizePerWinner,Match_3_and_1_Star_UKPrizeFund,Match_3_and_1_Star_TotalWinners,Match_3_UKWinners,Match_3_PrizePerWinner,Match_3_UKPrizeFund,Match_3_TotalWinners,Match_1_and_2_Stars_UKWinners,Match_1_and_2_Stars_PrizePerWinner,Match_1_and_2_Stars_UKPrizeFund,Match_1_and_2_Stars_TotalWinners,Match_2_and_1_Star_UKWinners,Match_2_and_1_Star_PrizePerWinner,Match_2_and_1_Star_UKPrizeFund,Match_2_and_1_Star_TotalWinners,Match_2_UKWinners,Match_2_PrizePerWinner,Match_2_UKPrizeFund,Match_2_TotalWinners,Totals_UKWinners,Totals_UKPrizeFund,Totals_TotalWinners,JackpotWinner_country,TicketPrice
740,24-10-2014,42,20,3,30,9,6,1,['HZR734604'],02,01,0,0,149758000.0,0.0,1,3,1617162.4,4851487.2,9,10,37442.2,374422.0,24,42,3056.5,128373.0,147,800,150.2,120160.0,2617,1849,44.2,81725.8,6351,1650,68.9,113685.0,5699,25884,14.5,375318.0,88855,33368,10.7,357037.6,115019,70498,8.5,599233.0,242327,133758,7.9,1056688.2,460652,473481,5.9,2793537.9,1654248,984604.0,2.9,2855351.6,3450472.0,1725947,13707019.3,6026421,['Portugal'],2.0
739,21-10-2014,40,33,27,20,21,3,10,['GYW290078'],02,01,1,0,143641614.0,0.0,0,4,241508.9,966035.6,8,5,32201.1,161005.5,20,24,3500.1,84002.4,92,503,169.1,85057.3,1666,1139,50.7,57747.3,3966,1004,78.3,78613.2,3598,17854,15.6,278522.4,59049,22640,11.1,251304.0,79529,46832,8.7,407438.4,170385,95184,8.3,790027.2,311905,340674,6.0,2044044.0,1180081,705767.0,2.8,1976147.6,2518160.0,1231630,7179944.9,4328459,,2.0
738,17-10-2014,49,13,48,1,40,8,10,['FYB500369'],02,01,1,0,130128674.0,0.0,0,1,551772.9,551772.9,4,8,43276.3,346210.4,17,26,4087.2,106267.2,90,494,183.7,90747.8,1752,1242,57.3,71166.6,4011,1144,84.7,96896.8,3796,18228,17.8,324458.4,59285,23990,12.1,290279.0,83057,49337,9.6,473635.2,176565,99038,9.2,911149.6,324314,348947,6.6,2303050.2,1216920,730265.0,3.1,2263821.5,2654977.0,1272720,7829455.6,4524788,,2.0
737,14-10-2014,15,23,32,4,5,7,3,['DWX409816'],02,01,1,0,114362313.0,0.0,0,2,511642.8,1023285.6,3,3,30096.6,90289.8,17,41,1421.2,58269.2,180,455,114.3,52006.5,1957,1389,24.8,34447.2,6432,860,62.2,53492.0,3597,20791,8.4,174644.4,87493,20817,8.7,181107.9,80675,39649,7.8,309262.2,150241,105012,4.8,504057.6,429212,291554,5.1,1486925.4,1098027,555129.0,2.8,1554361.2,2021311.0,1035702,5522149.0,3879145,,2.0
736,10-10-2014,29,42,47,45,6,9,10,['CWJ405938'],02,01,1,0,101812996.0,0.0,0,2,271449.5,542899.0,7,3,57580.2,172740.6,11,19,4726.7,89807.3,67,436,206.0,89816.0,1345,955,62.2,59401.0,3180,901,99.0,89199.0,2798,15125,19.0,287375.0,47840,20151,13.1,263978.1,66359,40907,10.6,433614.2,137363,78642,9.9,778555.8,257481,295660,6.8,2010488.0,1020716,610026.0,3.3,2013085.8,2156795.0,1062827,6830959.8,3693962,,2.0
735,07-10-2014,38,30,21,9,28,8,1,['BWD746691'],02,01,1,0,88304909.0,0.0,0,3,333167.4,999502.2,4,2,34171.0,68342.0,13,16,3315.0,53040.0,67,316,138.4,43734.4,1404,772,45.1,34817.2,3074,592,66.3,39249.6,2930,10866,14.6,158643.6,43499,14098,10.1,142389.8,60294,28718,8.1,232615.8,125890,55635,8.0,445080.0,223572,202441,5.7,1153913.7,851366,413689.0,2.8,1158329.2,1767466.0,727148,4529657.5,3079579,,2.0
734,03-10-2014,13,23,50,48,4,10,5,['ZVL008703'],02,01,1,0,78370000.0,0.0,0,3,215228.3,645684.9,9,2,33983.4,67966.8,19,17,3398.3,57771.1,95,405,152.1,61600.5,1857,985,43.4,42749.0,4642,800,69.1,55280.0,4087,14682,14.0,205548.0,65915,18642,10.2,190148.4,86458,38723,8.3,321400.9,177992,77461,7.8,604195.8,332182,271571,5.6,1520797.6,1251070,570109.0,2.8,1596305.2,2566565.0,993400,5369448.2,4490891,,2.0
733,30-09-2014,33,13,15,3,42,5,7,['YVB959772'],04,03,0,0,25668301.0,0.0,1,2,97254.0,194508.0,8,2,43224.0,86448.0,6,20,1157.7,23154.0,112,241,83.9,20219.9,1351,569,18.7,10640.3,4318,341,53.0,18073.0,2138,7749,7.7,59667.3,48279,9032,6.7,60514.4,52607,16298,7.2,117345.6,82385,40834,4.7,191919.8,224154,122928,4.6,565468.8,614986,221013.0,2.9,640937.7,992024.0,419029,1988896.8,2022369,['Spain'],2.0
732,26-09-2014,46,35,47,13,27,1,2,['XTR537741'],04,03,1,0,20137574.0,0.0,0,2,197160.3,394320.6,6,1,78864.1,78864.1,5,18,3865.8,69584.4,51,221,167.8,37083.8,1028,525,55.5,29137.5,2218,482,80.6,38849.2,2139,7512,17.8,133713.6,31705,10507,11.7,122931.9,46193,21559,9.3,200498.7,97471,41293,9.0,371637.0,177830,152849,6.3,962948.7,686451,316098.0,3.1,979903.8,1422846.0,551067,3419473.3,2467943,,2.0
731,23-09-2014,13,35,14,29,12,1,7,['WTP479431'],04,03,1,0,11770500.0,0.0,0,1,260041.6,260041.6,3,0,0.0,0.0,2,9,3611.6,32504.4,36,189,138.9,26252.1,819,416,39.6,16473.6,2051,332,81.0,26892.0,1404,6186,12.0,74232.0,30940,8291,9.5,78764.5,37449,15543,8.7,135224.1,69045,30865,6.7,206795.5,156328,114638,5.1,584653.8,553710,217273.0,2.8,608364.4,1035453.0,393743,2050198.0,1887240,,2.0
730,19-09-2014,6,34,8,38,48,9,3,['TST770645'],04,03,0,0,68362889.0,0.0,1,0,0.0,0.0,2,3,25579.3,76737.9,17,14,3564.3,49900.2,61,298,180.1,53669.8,1056,807,43.8,35346.6,3102,578,91.6,52944.8,2075,12248,12.9,157999.2,48231,14165,11.3,160064.5,52762,27436,9.7,266129.2,103278,68549,6.4,438713.6,274542,211024,6.0,1266144.0,791090,406787.0,3.2,1301718.4,1513042.0,741909,3859368.2,2789259,['Ireland'],2.0
729,16-09-2014,4,30,35,50,29,4,2,['TSZ767927'],04,03,1,0,59479470.0,0.0,0,0,0.0,0.0,3,1,50007.4,50007.4,6,13,4412.4,57361.2,34,211,191.6,40427.6,685,514,49.6,25494.4,1889,392,101.4,39748.8,1294,8021,14.1,113096.1,30430,9568,11.9,113859.2,34412,18497,10.4,192368.8,66356,44599,6.9,307733.1,174727,145745,6.0,874470.0,549482,276824.0,3.1,858154.4,1055080.0,504385,2672721.0,1914398,,2.0
728,12-09-2014,31,9,33,26,13,7,11,['SSQ150131'],04,03,1,0,52772468.0,0.0,0,2,200043.6,400087.2,6,4,33340.6,133362.4,12,24,2740.3,65767.2,73,318,118.3,37619.4,1479,802,43.8,35127.6,2852,668,59.1,39478.8,2959,10393,14.5,150698.5,39483,14097,9.1,128282.7,60367,28883,7.4,213734.2,123981,53493,8.3,443991.9,193695,196783,5.3,1042949.9,828392,397717.0,2.6,1034064.2,1697521.0,703184,3725164.0,2950820,,2.0
727,09-09-2014,15,35,19,8,24,10,8,['RSH988249'],04,03,1,0,44245873.0,0.0,0,1,132973.2,132973.2,6,1,18996.1,18996.1,14,12,3243.2,38918.4,41,228,139.3,31760.4,835,427,50.5,21563.5,1644,476,62.2,29607.2,1868,6063,16.5,100039.5,23058,9121,9.9,90297.9,36886,19803,7.6,150502.8,80856,31011,9.3,288402.3,115505,126730,5.6,709688.0,516528,272994.0,2.6,709784.4,1141827.0,466867,2322533.7,1919068,,2.0
726,05-09-2014,18,50,23,46,1,9,3,['QSB699292'],04,03,1,0,37783420.0,0.0,0,3,217151.3,651453.9,5,2,27839.9,55679.8,13,10,1723.4,17234.0,105,214,107.6,23026.4,1471,617,40.4,24926.8,2795,483,51.7,24971.1,3059,9116,12.5,113950.0,41382,10193,10.9,111103.7,45467,19693,9.6,189052.8,86863,50753,6.2,314668.6,233497,154962,5.9,914275.8,669207,295414.0,3.2,945324.8,1249695.0,541460,3385667.7,2333559,,2.0
725,02-09-2014,39,45,25,31,5,8,1,['PRS059299'],04,03,1,0,29994082.0,0.0,0,1,369962.8,369962.8,2,3,35234.5,105703.5,7,8,4404.3,35234.4,28,121,181.6,21973.6,594,361,52.6,18988.6,1465,274,78.7,21563.8,1371,5180,16.3,84434.0,21698,6626,11.2,74211.2,30200,13957,8.5,118634.5,66334,28394,8.3,235670.2,119364,97677,6.3,615365.1,425838,202550.0,3.0,607650.0,900371.0,355152,2309391.7,1567272,,2.0
724,29-08-2014,32,38,26,9,2,3,6,['NRN735283'],03,11,1,0,24464842.0,0.0,0,3,207980.3,623940.9,5,1,173316.9,173316.9,2,15,2063.2,30948.0,84,240,160.3,38472.0,946,734,28.2,20698.8,3841,490,85.6,41944.0,1771,9635,10.8,104058.0,46132,10365,10.6,109869.0,44710,20353,9.8,199459.4,81750,49435,6.2,306497.0,226981,154858,5.7,882690.6,660208,301251.0,3.1,933878.1,1229693.0,547380,3465772.7,2296123,,2.0
723,26-08-2014,36,48,45,10,22,11,4,['MRH531124'],03,11,1,0,16991311.0,0.0,0,3,115285.1,345855.3,6,0,0.0,0.0,3,9,3842.8,34585.2,30,127,159.6,20269.2,632,318,61.3,19493.4,1175,287,79.6,22845.2,1266,4268,19.5,83226.0,16939,6016,12.7,76403.2,24862,12800,9.6,122880.0,55265,23332,10.1,235653.2,92387,87828,6.9,606013.2,367469,182698.0,3.1,566363.8,824115.0,317686,2133587.7,1384149,,2.0
722,22-08-2014,29,17,49,35,4,1,2,['KQR178118'],03,11,1,0,12000000.0,0.0,0,1,192324.0,192324.0,5,2,26711.6,53423.2,12,9,5342.3,48080.7,30,243,151.1,36717.3,928,535,53.2,28462.0,1881,444,76.0,33744.0,1845,7211,16.9,121865.9,27180,9934,11.0,109274.0,39789,20405,8.9,181604.5,82830,39406,8.5,334951.0,151640,145219,6.0,871314.0,585563,293211.0,3.0,879633.0,1194575.0,516620,2891393.6,2086278,,2.0
721,19-08-2014,11,34,47,4,7,7,8,['KQV089304'],03,11,0,0,43584628.0,0.0,1,1,157766.5,157766.5,5,3,23904.0,71712.0,11,17,2480.6,42170.2,53,316,87.2,27555.2,1318,471,42.3,19923.3,1939,412,71.0,29252.0,1619,6293,13.7,86214.1,27423,10729,7.9,84759.1,45583,17525,8.4,147210.0,71633,32353,7.7,249118.1,138137,131471,4.7,617913.7,603176,231477.0,2.9,671283.3,999361.0,431068,2204877.5,1890259,['Austria'],2.0
720,15-08-2014,4,21,30,5,23,10,8,['JQL301077'],03,11,1,0,37718167.0,0.0,0,1,496371.0,496371.0,2,1,27576.1,27576.1,12,17,4596.0,78132.0,36,267,152.7,40770.9,948,557,54.9,30579.3,1881,651,58.9,38343.9,2454,7857,18.0,141426.0,26393,12156,10.3,125206.8,44074,28616,7.0,200312.0,108319,39809,9.9,394109.1,135680,168595,5.8,977851.0,624934,383227.0,2.4,919744.8,1517332.0,641754,3470422.9,2462065,,2.0
719,12-08-2014,22,19,7,16,33,5,2,['HQG351830'],03,11,1,0,30079457.0,0.0,0,0,0.0,0.0,2,3,48516.6,145549.8,5,15,1410.3,21154.5,86,211,90.2,19032.2,1176,604,24.2,14616.8,3121,369,53.0,19557.0,1999,7744,8.7,67372.8,39714,9481,7.1,67315.1,46926,17153,7.0,120071.0,79068,36780,5.4,198612.0,181859,124297,4.4,546906.8,595731,230122.0,2.6,598317.2,1019174.0,426779,1818505.2,1968861,,2.0
718,08-08-2014,29,21,35,46,43,1,9,['GQB228900'],03,11,1,0,24759542.0,0.0,0,1,256541.5,256541.5,4,3,31095.9,93287.7,11,12,4072.0,48864.0,42,212,204.1,43269.2,733,595,51.9,30880.5,2057,436,91.1,39719.6,1642,8347,15.3,127709.1,32074,9736,13.2,128515.2,35447,20525,10.5,215512.5,75220,45396,7.4,335930.4,186086,146834,6.7,983787.8,554002,303181.0,3.3,1000497.3,1160491.0,535278,3304514.8,2047809,,2.0
717,05-08-2014,5,21,42,7,19,11,5,['FPV077653'],03,11,1,0,17029645.0,0.0,0,0,138400.0,0.0,5,3,32968.4,98905.2,7,7,2747.3,19231.1,42,266,82.8,22024.8,1219,435,38.4,16704.0,1876,535,44.9,24021.5,2247,5636,13.8,77776.8,23895,9448,7.1,67080.8,44103,18937,6.2,117409.4,85143,28270,8.1,228987.0,115018,118390,4.7,556433.0,531277,247360.0,2.4,593664.0,1059995.0,429287,1822237.6,1864827,,2.0
716,01-08-2014,50,44,46,48,24,10,5,['DPN998170'],03,11,1,0,11977500.0,0.0,0,2,163443.8,326887.6,6,4,23349.1,93396.4,14,12,3986.4,47836.8,41,208,151.1,31428.8,946,446,58.0,25868.0,1761,415,79.4,32951.0,1800,6927,17.5,121222.5,26722,8621,13.0,112073.0,34444,17215,11.0,189365.0,68479,38708,8.6,332888.8,153875,128287,7.0,898009.0,511058,263752.0,3.5,923132.0,1033461.0,464597,3135058.9,1832607,,2.0
715,29-07-2014,40,23,35,10,43,9,3,['CPG136976'],02,01,0,0,29815964.0,0.0,1,0,809600.0,0.0,1,0,67400.0,0.0,4,11,2471.2,27183.2,49,156,147.1,22947.6,720,387,40.2,15557.4,1878,292,77.3,22571.6,1370,6184,12.1,74826.4,28582,7112,10.6,75387.2,31225,13562,9.6,130195.2,57746,33898,6.4,216947.2,152906,107000,5.7,609900.0,463812,202612.0,3.1,628097.2,857612.0,371214,1823613.0,1595906,['Spain'],2.0
714,25-07-2014,10,24,9,12,43,5,9,['BNX573629'],02,01,1,0,24470875.0,0.0,0,1,1033362.9,1033362.9,1,2,43056.7,86113.4,8,21,1957.1,41099.1,88,240,118.7,28488.0,1269,738,28.0,20664.0,3840,502,71.4,35842.8,2108,11083,9.2,101963.6,53467,12177,8.2,99851.4,57121,22391,8.2,183606.2,96043,56465,5.3,299264.5,261737,173619,4.8,833371.2,781174,322562.0,2.9,935429.8,1327538.0,599801,3699056.9,2584394,,2.0
713,22-07-2014,1,43,50,45,24,5,8,['ZNW180921'],03,11,1,0,16916606.0,0.0,0,0,0.0,0.0,0,1,184181.6,184181.6,5,3,2677.0,8031.0,43,138,178.9,24688.2,563,402,42.7,17165.4,1684,267,95.7,25551.9,1052,5805,12.0,69660.0,27470,5954,12.3,73234.2,25736,11628,10.9,126745.2,48843,35154,5.4,189831.6,171630,92945,6.3,585553.5,398816,181778.0,3.4,618045.2,746852.0,334075,1922687.8,1422694,,2.0
712,18-07-2014,1,41,43,11,29,3,11,['XNC905757'],02,01,1,0,11878500.0,0.0,0,1,500505.1,500505.1,2,1,111223.3,111223.3,3,15,4069.1,61036.5,41,233,173.7,40472.1,840,524,56.5,29606.0,1843,444,90.8,40315.2,1606,7045,19.1,134559.5,24995,10063,11.5,115724.5,39699,20789,9.4,195416.6,81756,37486,10.1,378608.6,133188,146946,6.4,940454.4,568965,304617.0,3.1,944312.7,1202811.0,528164,3492234.5,2055749,,2.0
711,15-07-2014,18,27,15,34,20,1,3,['XNK199625'],02,01,0,0,53758144.0,0.0,1,0,309500.0,0.0,3,0,44200.0,0.0,7,15,2842.9,42643.5,49,237,127.1,30122.7,959,527,41.6,21923.2,2088,440,64.2,28248.0,1897,7513,14.0,105182.0,28511,9855,9.4,92637.0,40598,19849,7.7,152837.3,82890,39098,7.5,293235.0,149174,139604,5.4,753861.6,560603,279844.0,2.7,755578.8,1128439.0,496982,2276269.1,1995219,['Belgium'],2.0
710,11-07-2014,38,35,5,49,22,7,4,['QLN724892'],02,01,1,0,47789038.0,0.0,0,0,191700.0,0.0,6,2,31957.9,63915.8,12,12,3617.8,43413.6,53,284,133.7,37970.8,1254,720,40.0,28800.0,2995,516,68.2,35191.2,2460,11020,12.3,135546.0,44817,11958,10.3,123167.4,50710,22906,8.9,203863.4,98544,61385,6.2,380587.0,251029,177048,5.7,1009173.6,734130,328839.0,3.1,1019400.9,1379958.0,614690,3081029.7,2565968,,2.0
709,08-07-2014,24,18,22,8,27,11,4,['VMS744043'],02,01,1,0,39193498.0,0.0,0,2,112104.3,224208.6,7,0,23700.0,0.0,11,9,2972.4,26751.6,44,226,116.6,26351.6,981,446,50.5,22523.0,1617,482,48.0,23136.0,2381,6067,16.7,101318.9,22415,9671,8.9,86071.9,40172,20603,6.2,127738.6,96919,29586,9.5,281067.0,111342,126018,5.5,693099.0,521405,267008.0,2.4,640819.2,1220290.0,460118,2253085.4,2017584,,2.0
708,04-07-2014,47,18,43,39,4,6,2,['SMB214022'],02,01,1,0,33347512.0,0.0,0,1,278795.1,278795.1,4,2,74345.3,148690.6,5,7,3954.5,27681.5,47,266,173.9,46257.4,935,633,44.5,28168.5,2606,474,86.7,41095.8,1875,9572,13.1,125393.2,40773,10891,12.3,133959.3,41431,21830,10.3,224849.0,83179,53361,6.4,341510.4,234691,160171,6.5,1041111.5,628468,323084.0,3.3,1066177.2,1260006.0,580292,3503689.5,2294020,,2.0
707,01-07-2014,39,25,18,22,27,5,10,['SLZ967275'],02,01,1,0,25344616.0,0.0,0,2,251828.0,503656.0,3,4,35975.4,143901.6,7,6,2997.9,17987.4,42,159,136.1,21639.9,809,432,42.4,18316.8,1852,344,67.7,23288.8,1627,6021,14.0,84294.0,25682,7965,9.5,75667.5,36276,17060,7.9,134774.0,73257,30501,7.8,237907.8,129645,112507,5.5,618788.5,497044,240642.0,2.7,649733.4,1013595.0,415643,2529955.7,1779839,,2.0
706,27-06-2014,39,34,45,33,31,2,10,['QLM446728'],04,03,1,0,19914711.0,0.0,0,0,1051600.0,0.0,1,1,116852.9,116852.9,3,9,4494.3,40448.7,39,204,212.7,43390.8,721,504,64.8,32659.2,1688,454,91.7,41631.8,1671,7357,19.3,141990.1,26027,9405,14.0,131670.0,34224,20072,10.8,216777.6,74872,40600,9.5,385700.0,149285,140639,7.3,1026664.7,525121,301075.0,3.3,993547.5,1176555.0,520320,3171333.3,1990207,,2.0
705,24-06-2014,20,1,7,21,48,4,7,['QLQ189086'],04,03,1,0,12021000.0,0.0,0,1,223500.8,223500.8,3,1,44700.1,44700.1,5,10,2598.8,25988.0,43,197,130.5,25708.5,749,475,32.6,15485.0,2139,320,85.2,27264.0,1147,7855,9.7,76193.5,32816,8090,9.0,72810.0,34128,14106,8.9,125543.4,57654,39378,5.6,220516.8,161567,114770,5.0,573850.0,487001,205736.0,2.9,596634.4,850260.0,390939,2028194.5,1627512,,2.0
704,20-06-2014,5,38,49,15,25,1,2,['NLB243163'],04,03,0,0,19964918.0,0.0,1,3,154144.5,462433.5,7,5,32697.3,163486.5,11,11,3330.2,36632.2,54,284,127.4,36181.6,1235,603,46.5,28039.5,2412,529,62.7,33168.3,2509,8212,16.8,137961.6,30708,11516,9.5,109402.0,51563,23698,7.7,182474.6,107349,44428,8.5,377638.0,169937,164918,5.8,956524.4,670601,329611.0,2.9,955871.9,1353090.0,583818,3479814.1,2389477,['Portugal'],2.0
703,17-06-2014,48,13,37,40,11,8,9,['NKY206648'],04,03,1,0,11983500.0,0.0,0,0,724300.0,0.0,1,1,80481.5,80481.5,3,15,2568.5,38527.5,47,155,161.7,25063.5,653,382,57.3,21888.6,1316,294,87.2,25636.8,1211,5807,16.2,94073.4,21352,7500,11.0,82500.0,30030,14335,9.9,141916.5,56076,31036,8.3,257598.8,117020,116831,5.6,654253.6,468883,220721.0,3.1,684235.1,873721.0,397077,2106175.3,1570313,,2.0
702,13-06-2014,16,22,28,46,18,11,9,['MKX532718'],04,03,0,0,109589905.0,0.0,1,0,559200.0,0.0,4,2,60654.6,121309.2,11,35,3748.3,131190.5,89,657,165.8,108930.6,1760,1268,54.7,69359.6,3811,1316,72.9,95936.4,3999,18691,16.7,312139.7,57195,26208,11.2,293529.6,81820,55888,8.3,463870.4,184670,96941,8.9,862774.9,302785,363943,6.2,2256446.6,1180618,772401.0,2.8,2162722.8,2667016.0,1337350,6878210.3,4483779,['Spain'],2.0
701,10-06-2014,12,18,21,33,32,1,11,['LKB074440'],04,03,1,0,95933457.0,0.0,0,2,138484.3,276968.6,9,4,29675.2,118700.8,14,21,3405.3,71511.3,61,362,169.7,61431.4,1071,873,48.1,41991.3,2697,869,64.2,55789.8,2831,12340,15.4,190036.0,38754,15885,11.2,177912.0,50695,36867,7.3,269129.1,131446,65951,8.2,540798.2,204525,230337,6.2,1428089.4,728068,521046.0,2.5,1302615.0,1832636.0,884557,4534972.9,2992807,,2.0
700,06-06-2014,34,40,25,7,49,9,11,['KJM475442'],04,03,1,0,86858395.0,0.0,0,1,476502.9,476502.9,4,5,33438.8,167194.0,19,16,4474.2,71587.2,71,429,189.8,81424.2,1464,1010,55.5,56055.0,3571,848,90.6,76828.8,3067,14888,16.9,251607.2,53776,19031,12.1,230275.1,72197,39144,9.5,371868.0,154402,80689,8.8,710063.2,291773,283811,6.3,1788009.3,1095967,585123.0,3.0,1755369.0,2365586.0,1024995,6036783.9,4041897,,2.0
699,03-06-2014,2,39,32,15,44,5,10,['JHS710156'],04,03,1,0,72437363.0,0.0,0,0,130500.0,0.0,8,0,69600.0,0.0,5,7,4047.2,28330.4,43,239,146.2,34941.8,1041,665,42.8,28462.0,2536,498,81.2,40437.6,1874,9311,13.9,129422.9,35787,11468,10.7,122707.6,44537,22503,9.2,207027.6,86650,48678,7.5,365085.0,186537,165112,5.9,974160.8,647988,338448.0,3.0,1015344.0,1283442.0,596929,2945919.7,2290448,,2.0
698,30-05-2014,27,41,24,45,5,7,6,['HHR574198'],03,11,1,0,64246871.0,0.0,0,1,250320.1,250320.1,5,2,52150.0,104300.0,8,23,3259.3,74963.9,64,274,151.7,41565.8,1203,791,47.3,37414.3,2752,613,81.8,50143.4,2229,11906,14.4,171446.4,41512,15352,10.0,153520.0,57208,28773,9.3,267588.9,102942,63494,7.5,476205.0,225568,228317,5.3,1210080.1,863242,431480.0,3.0,1294440.0,1548489.0,781026,4131987.9,2845222,,2.0
697,27-05-2014,16,13,26,25,7,1,6,['GHG710456'],03,11,1,0,54445724.0,0.0,0,2,136065.8,272131.6,6,4,24739.2,98956.8,11,11,2194.6,24140.6,62,250,101.4,25350.0,1173,576,32.7,18835.2,2595,547,47.1,25763.7,2526,7217,12.0,86604.0,32372,9704,7.9,76661.6,46798,21116,6.1,128807.6,102445,34817,7.2,250682.4,152797,126640,5.1,645864.0,583253,270012.0,2.4,648028.8,1264586.0,470896,2301826.3,2188624,,2.0
696,23-05-2014,31,3,47,8,34,11,9,['FGX880402'],03,11,1,0,48094706.0,0.0,0,1,379639.4,379639.4,3,1,75927.8,75927.8,5,10,4038.7,40387.0,47,251,190.0,47690.0,874,532,65.4,34792.8,1813,472,87.1,41111.2,1906,8246,18.9,155849.4,28729,11146,12.6,140439.6,41193,23350,9.5,221825.0,91986,43745,9.7,424326.5,157548,165262,6.6,1090729.2,626392,350992.0,2.9,1017876.8,1424731.0,604008,3670594.7,2375227,,2.0
695,20-05-2014,38,5,36,33,47,4,9,['DGM599559'],03,11,1,0,39669453.0,0.0,0,0,372200.0,0.0,2,2,35456.2,70912.4,7,5,7299.8,36499.0,17,128,215.8,27622.4,503,449,43.8,19666.2,1768,314,96.0,30144.0,1130,7064,13.1,92538.4,27162,6958,12.5,86975.0,27124,13793,10.4,143447.2,54845,39411,6.4,252230.4,155628,104742,6.4,670348.8,422664,206026.0,3.2,659283.2,856135.0,378892,2089667.0,1546985,,2.0
694,16-05-2014,26,23,37,29,40,4,3,['CGF144036'],03,11,1,0,33974182.0,0.0,0,0,1061600.0,0.0,1,2,58982.5,117965.0,6,17,2949.1,50134.7,60,242,154.3,37340.6,1003,588,46.3,27224.4,2387,428,82.3,35224.4,1879,9027,14.7,132696.9,34429,11513,10.3,118583.9,46874,21262,9.4,199862.8,86497,48435,7.7,372949.5,185290,173094,5.5,952017.0,699811,317619.0,3.1,984618.9,1272005.0,582227,3028618.1,2330242,,2.0
693,13-05-2014,47,34,13,30,4,6,2,['BFY309887'],03,11,1,0,25746571.0,0.0,0,1,243327.9,243327.9,3,1,60831.9,60831.9,4,12,2829.3,33951.6,43,162,156.3,25320.6,681,411,41.6,17097.6,1825,337,76.7,25847.9,1387,6524,11.7,76330.8,29895,7052,11.3,79687.6,29450,14311,9.3,133092.3,60435,34597,5.9,204122.3,165287,105300,5.8,610740.0,455796,213688.0,2.9,619695.2,915912.0,382396,2130045.7,1660718,,2.0
692,09-05-2014,45,28,3,26,21,10,7,['XDZ584385'],03,11,1,0,20214823.0,0.0,0,1,1068992.0,1068992.0,1,4,50904.3,203617.2,7,19,3711.7,70522.3,48,270,157.7,42579.0,988,570,59.0,33630.0,1887,518,80.2,41543.6,1942,8078,17.7,142980.6,28937,12023,10.6,127443.8,45892,24579,8.6,211379.4,95733,40883,9.6,392476.8,150037,171896,5.8,996996.8,673646,349312.0,2.8,978073.6,1410352.0,608153,4310235.1,2409470,,2.0
691,06-05-2014,37,5,19,31,24,9,1,['YFP510180'],03,11,1,0,12321000.0,0.0,0,2,227820.2,455640.4,3,2,20710.9,41421.8,11,11,3164.1,34805.1,36,186,148.5,27621.0,671,423,37.9,16031.7,1876,399,66.5,26533.5,1497,5644,12.5,70550.0,26063,7125,10.5,74812.5,29825,15234,8.1,123395.4,64706,28042,6.9,193489.8,133014,96948,5.8,562298.4,431358,202158.0,2.8,566042.4,911871.0,356174,2192642.0,1600931,,2.0
690,02-05-2014,30,42,4,31,38,11,2,['VDP250121'],03,11,0,1,73205659.5,73205659.5,1,2,269069.9,538139.8,5,1,224225.0,224225.0,2,22,4576.0,100672.0,49,325,208.2,67665.0,942,764,59.7,45610.8,2346,658,97.0,63826.0,2021,11758,18.2,213995.6,35400,15231,12.7,193433.7,48548,31944,9.7,309856.8,106374,63456,9.3,590140.8,194919,230263,6.5,1496709.5,751434,486290.0,3.0,1458870.0,1652841.0,840715,78508804.5,2794882,['UK'],2.0
