type,text,year_built,beds,baths,baths_full,baths_half,garage,lot_sqft,sqft,stories,lastSoldOn,listPrice,status
single_family,"Enjoy living in this semi-custom build by Arive Homes! You'll have the best view of Spanish Fork Canyon from this home! Large windows on the east side of the home bring lots of light into the open concept main floor plan. Enjoy a spacious kitchen with an oversized pantry off of it. On the main floor, you have an office, great room, AND living room!! The primary bathroom has a ton of space for storage. Call today to make this yours!! this home is under construction. pictures attached may reflect options that are not included in this specific build",2024.0,4.0,3.0,2.0,1.0,3.0,15246.0,4624.0,3.0,2018-05-31,839900.0,for_sale
single_family,"Welcome to this stunning, newer built home that offers the perfect blend of modern charm and classic comfort. With 3 bedrooms, 2 bathrooms, and a spacious 1909 sq ft layout, this home is the epitome of luxury living. Situated on a generous .23 acres, the fully landscaped property boasts a fully fenced back yard, ideal for entertaining or simply enjoying the outdoors in privacy. The covered patio is the perfect spot for al fresco dining or relaxing with a book on a sunny afternoon. Inside, the den/office space offers flexibility for any lifestyle, whether you need a quiet workspace or an additional family room. The open concept living area is flooded with natural light, creating a warm and inviting atmosphere throughout the home. With all the finishes and upgrades already done, this home is truly better than new and is ready for you to move in and make it your own. Don't miss out on this incredible opportunity - schedule a showing today and see for yourself why this home is a must-see!",2020.0,3.0,2.0,2.0,1.0,3.0,10019.0,1909.0,1.0,2020-02-14,549900.0,for_sale
townhomes,"Experience the ultimate vacation lifestyle in this incredible 4-bedroom, 4-bathroom, 3-level condo located in the sought-after building I of TERRA. The loft plan is designed to perfection, featuring a built-in banquette, triple built-in bunks, and even a spa on the rooftop deck for unparalleled relaxation. With a modern and stylish interior color palette, this condo is sure to impress. The ''all-in'' purchase price includes professionally designed features such as quartz countertops, sleek black plumbing fixtures, contemporary lighting, stylish hardware, and top-of-the-line stainless steel appliances including a fridge, microwave, range, dishwasher, and a white washer and dryer. Don't miss your chance to own this vacation paradise",2024.0,4.0,4.0,4.0,1.0,2.0,13939.0,2582.0,3.0,2018-05-31,719900.0,for_sale
single_family,"Stunning east bench home with valley and mountain views. Well built, upgraded home in an ideal location. Interior offers hard wood floors, beautiful finish work, an open floor plan, a formal dining room, a wonderful home office with built in bookcases, huge windows, custom cabinets, granite countertops, a wonderful mud/laundry room on the main level, and so many upgrades. 4 large bedrooms, 3 full bathrooms, a theater room, a home gym, a walk out basement, a fully fenced yard and a garden shed. Oversized 3 car garage with plenty of extra storage space. Buyer to verify all information.",2006.0,4.0,3.0,3.0,1.0,3.0,18295.0,4223.0,2.0,2005-11-10,899500.0,for_sale
single_family,"Welcome to your dream home nestled in the picturesque landscapes of Richfield, Utah. This stunning contemporary residence, built in 2022, offers a harmonious blend of modern design and rural charm, promising a lifestyle of tranquility and luxury. Step inside and be greeted by the spacious elegance of this four-bedroom, three-and-a-half-bathroom haven. With ample natural light streaming through expansive windows, every corner of this home radiates warmth and comfort. Entertain guests in style in the lavish theater room, where movie nights are transformed into cinematic experiences. Whether it's a family gathering or a cozy night in, this space is designed for unforgettable moments. The heart of the home lies in its gourmet kitchen, equipped with sleek appliances, premium countertops, and abundant storage space. From intimate dinners to grand celebrations, this culinary haven is where memories are made. Retreat to the sprawling bedrooms, each offering generous proportions and plush comfort. Wake up to breathtaking views of the surrounding countryside, embracing the tranquility of rural living without sacrificing modern conveniences. Car enthusiasts will rejoice at the sight of the expansive garage, providing ample space for vehicles, storage, and hobbies. With room to spare, this versatile area offers endless possibilities to tailor to your lifestyle. Situated on a large .84-acre lot in a serene rural zone, this property presents the ultimate escape from the hustle and bustle of city life. Bask in the beauty of nature, with endless outdoor opportunities right at your doorstep. Don't miss the chance to make this extraordinary residence your own. Seize this opportunity to embrace luxury living in Richfield, Utah, where every detail has been crafted with your utmost comfort and enjoyment in mind. Schedule your private tour today and prepare to be captivated. Square footage figures are provided as a courtesy estimate only and were obtained from blueprints . Buyer is advised to obtain an independent measurement.",2022.0,4.0,4.0,3.0,1.0,7.0,36590.0,3615.0,2.0,2007-10-22,679000.0,for_sale
single_family,"Amazing custom home in a quiet neighborhood! Sitting on 1/3 acre, this home offers RV parking, covered patio perfect for entertaining, a spacious grassy yard to play in, a garden area, and even a chicken coop! You'll love the modern farmhouse kitchen with a deep sink, gas range, and stainless steel appliances. The living room features a built in entertainment center and lots of windows to bring in that Southern Utah sun. The home office includes a bay window and pull-out bed, perfect for when you host guests! The primary bedroom is a true retreat, with gorgeous curved windows, vaulted ceilings, and double vanities in the en-suite bathroom. Don't miss this incredible home just 20 minutes outside St. George City!",2008.0,5.0,4.0,4.0,1.0,2.0,14375.0,3119.0,2.0,2007-09-21,665000.0,for_sale
land,"Amazing opportunity to own 80 Acres (two 40 Acre lots) across from Sand Hollow Reservoir! Absolutely breathtaking views of Sand Hollow, Hurricane Valley, and Pine Valley Mountain! Enjoy riding your side by sides from your property onto some of the best riding trails in Southern Utah! Excellent location for an off grid base camp within minutes to Sand Hollow, the Sand Dunes, Fort Pierce, and so much more! The possibilities are endless for this spectacular property. Listing Agent will provide a side by side tour for qualified buyers and their Agent!",2003.0,4.0,0.0,2.0,1.0,2.0,3484800.0,2400.0,2.0,2018-05-31,16000000.0,for_sale
single_family,"Spacious Home with 5 Bedrooms, 3 Bathrooms, 2 Car Pull Through Garage, and a Large .28 acre Fenced in Yard. There are Two Family Rooms each with a Fireplace. Workshop in the Rear that has Heating and Cooling. There are Mature Trees and a Garden Area. The Basement has a Walkout to a Large Patio and Garage Door. This Home is Ready for Your Personal Touch. Make this Home Your's before it's not Available.",1977.0,5.0,3.0,1.0,1.0,2.0,12197.0,2532.0,2.0,2017-06-19,449900.0,for_sale
single_family,"Brand NEW! Stunning custom-built modern home on one level with high end upgrades & beautiful views of the Escalante Canyons. Split floor plan with primary suite on one side and 2 more bedrooms on other end. Open concept kitchen/ living room. Every detail has been thought of with steel trim, Sierra Pacific Windows, Kraus fixtures, zoned HVAC & 9ft ceilings. Kitchen is a chefs dream with induction cooking & a huge granite island. Perfect for entertaining, cabinets with large deep drawers for storage, floor to ceiling windows & glass doors bring the outdoors in. Large .74 acre parcel situated near the Escalante River with 1/2 share of Irrigation to plant a garden or fruit trees. World class recreation all around-this is the perfect place to relax & watch the sunset after a long day of hiking Quality construction at every turn with upgraded lighting, zoned HVAC, tile flooring, Water Softener & so much more. Large laundry room with sink. Private back yard, huge open space to the sides and front. Buyer commission offered to members of the MLS only",2024.0,3.0,2.0,2.0,1.0,2.0,32234.0,1350.0,1.0,2018-05-31,615000.0,for_sale
single_family,"No showing until open house 5/18 11am to 2pm. Welcome to your dream home in Provo, where convenience meets income-generating potential. This home boasts an attached apartment, offering an ideal opportunity to offset mortgage costs. Featuring new upgrades, a tankless water heater, central air, furnace, carpet, paint, and a beautifully updated bathroom. The landscaping provides additional parking space, ensuring convenience for you and your guests. The north side unit is one bedroom, but has an office/nursery space adjoining the bedroom. Located minutes from Utah Valley University and Brigham Young University, this turnkey home is ready to welcome its new owner. Check out the virtual tour for each unit. Don't miss out on this incredible opportunity schedule your viewing today!",1900.0,4.0,2.0,2.0,1.0,2.0,4792.0,2049.0,2.0,2022-05-16,550000.0,for_sale
townhomes,"Experience the ultimate vacation lifestyle in this incredible 4-bedroom, 4-bathroom, 3-level condo located in the sought-after building I of TERRA. The loft plan is designed to perfection, featuring a built-in banquette, triple built-in bunks, and even a spa on the rooftop deck for unparalleled relaxation. With a modern and stylish interior color palette, this condo is sure to impress. The ''all-in'' purchase price includes professionally designed features such as quartz countertops, sleek black plumbing fixtures, contemporary lighting, stylish hardware, and top-of-the-line stainless steel appliances including a fridge, microwave, range, dishwasher, and a white washer and dryer. Don't miss your chance to own this vacation paradise.",2024.0,4.0,4.0,4.0,1.0,2.0,13939.0,2582.0,3.0,2018-05-31,699900.0,for_sale
land,"280 acres of vacant, recreational land off of Highway 6, between Soldier Summit and Helper, UT. This property has direct access to Beaver Creek, which runs through the North side of the parcels. Falls within the Mining & Grazing 1 Zoning code of Utah County.",2003.0,4.0,0.0,2.0,1.0,2.0,12196800.0,2400.0,2.0,2018-05-31,499000.0,for_sale
single_family,This is great Starter home in a great location. Conveniently located in the center of town with access to all conveniences. This is warm and cozy home an inviting front porch. Buyer is advised to obtain and independent measurement. Buyer and Buyer's agent/broker to verify all information. Home sold as is.,1934.0,1.0,1.0,1.0,1.0,2.0,19166.0,908.0,2.0,2018-05-31,275000.0,for_sale
single_family,"Washington Terrace property with a mother-in-law apt and huge shop with electricity and tons of extra storage! Property also has a 2 car extra-deep garage, and tons of parking. Home features newer windows, flooring, furnace/AC, stainless steel appliances, and a covered deck. Mother-in-law apt has full kitchen with washer/dryer hookups. Tucked off the main road on an elevated lot in a quiet neighborhood with gorgeous mountain views. Minutes from shopping and restaurants on Riverdale Road. Sale is subject to recording of lot line adjustment.",1959.0,4.0,3.0,1.0,1.0,4.0,15246.0,2365.0,2.0,2021-10-28,487430.0,for_sale
single_family,"How would you like a plethora of stores, restaurants, and entertainment within walking distance of your new home which by chance is located on a quiet Cul-De-Sac? Sound Great! How about a brand-new kitchen with Stainless appliances, a stainless range hood, and a Bosh gas cooktop stove? Then this two-story is it. Newly installed French doors off the master and dining rooms. Brand new architectural shingled roof. Very green fenced back yard - large patio - wired for hot tub. Welcome to your new home!!!!",2000.0,5.0,4.0,2.0,1.0,2.0,7405.0,3244.0,3.0,2007-05-03,627500.0,for_sale
single_family,"Experience expansive views from this impressive and beautifully maintained Pinebrook home. Situated on one acre with panoramic mountainside views, this move-in ready property offers luxury and comfort. The large, well-appointed kitchen, perfect for entertaining, opens to a light-filled main living room with stunning views. Main level features include a walk-in pantry and wrap-around deck including a built-in outdoor BBQ, covered seating and sun filled seating area. The beautiful primary suite includes a private office, reading room, laundry room, and double walk-in closets. Vaulted ceilings, natural light, and amazing views enhance these spaces. The spacious lower level includes a family room with a wet bar, laundry area, two bedrooms and access to a private 1, 100 sq ft workshop . This level walks out to a covered patio with a hot tub and grass area. The workshop offers ample space for any hobby or storage system and can be converted into additional garage space or living areas. The spacious 3-car garage boasts extra height and length to accommodate an RV, as well as a built-in dog wash, gardening nook, floor drains, and plenty of storage. Recent updates include new carpet and interior paint (2024) and exterior paint (2023). This exceptional home is ready for you to enjoy! Pinebrook amenities include pickle ball courts, playgrounds, grass soccer field, and more than 40 miles of hiking trails.",1994.0,3.0,3.0,2.0,1.0,3.0,43560.0,4715.0,2.0,2012-12-20,2400000.0,for_sale
mobile,"This unit is 20+ years newer than nearly all units for sale in this neighborhood. Property is a remodeled 3 Bed/2 Bath. Brand new carpet, linoleum, paint, light fixtures, baseboard, and all new stainless steel appliances. Kitchen cabinets were refreshed with new hardware. This modular home is immaculate and located in a very clean, well-maintained 55+ community with great management. Lot fee is $1015 a month. Buyer must be approved by community management prior to an offer being accepted.",1999.0,3.0,2.0,2.0,1.0,2.0,13939.0,1344.0,1.0,2018-05-31,140000.0,for_sale
single_family,"Just minutes from downtown Salt Lake City, you'll find this enchanting Rose Park cottage with original hardwood floors, updated cabinetry and a large lot! With 3 bedrooms and 2 bathrooms there is room for everyone. Large windows allow for tons of natural light and the covered patio on the east side of the home is perfect for shaded afternoon relaxation time or morning coffee! Come make this YOUR HOME!",1948.0,3.0,2.0,2.0,1.0,1.0,5663.0,1563.0,2.0,2015-07-07,409000.0,for_sale
single_family,"Welcome Home! Charming 4 bedroom, 4 bath home. New water softener, water heater, water filter system, solar paid. The views and the yard are amazing - Shed - Hot Tub - Deck and your own Stream. Don't miss this one!",2002.0,4.0,5.0,3.0,1.0,2.0,20038.0,2961.0,2.0,2016-11-10,639900.0,for_sale
single_family,"Come and see this West Jordan amazing house with 6 bedrooms, and 3 bathrooms. with 2 amazing kitchens, with two separate entries. In summer you will enjoy the Swimming pool and the jacuzzi with the family and guests. You will create fantastic memories there. Has enough space for 6 cars on a wide driveway. Great location! Great Price to sell fast! Come see it won't last long!",1986.0,6.0,3.0,2.0,1.0,2.0,10890.0,2207.0,3.0,2021-04-23,680000.0,for_sale
single_family,"Price improvement and below recent appraisal! Discover the mix of modern comforts and rural simplicity in this updated farmhouse on 1.46 acres. Enjoy the scenic mountain views, landscaped grounds, and corrals. The massive detached shop, spanning approximately 3600+ square feet, comes with a 63-foot pull-through design, a 14-ft door, floor drains, and loads of storage ideal for various uses, from a mother-in-law setup to a small business. Indoors, the home boasts a modern feel with recent upgrades, roomy bedrooms with 9 foot ceilings, and a versatile craft room plumbed for water with a separate entrance, doubling as a salon or multipurpose space. Notable features include a tankless water heater, granite countertops, and a new furnace, ensuring efficiency and comfort. The potential addition of a third bathroom on the second floor adds practicality and potential value. Explore the straightforward appeal of country living within city limits schedule a showing today and see the functionality this home brings to the table! Please remove shoes or wear booties provided. Square footage figures are provided as a courtesy estimate only and were obtained from previous appraisal/county records. Buyer is advised to obtain an independent measurement and verify all listing information.",1884.0,5.0,2.0,2.0,1.0,8.0,63598.0,3520.0,3.0,2020-06-05,745000.0,for_sale
single_family,"Located in Oak Forest in the hills of East Layton! Beautiful and well kept Home! Home has been well cared for! Updated with stunning finishes! Back of home has lodge like feel! So many impressive upscale finishes! 2 Furnaces and 2 AC Units for your comfort, Solid wood doors, Plantation Shutters, Granite Countertops, Mother in law apt, Huge Tuff Shed, Real Wood Trim, 50yr shingles, RV Pad, Furnace in Garage, Wood ceiling above breathtaking deck area, with views that will calm any soul! Tons of oak trees that will give endless shade! This will go fast! Schedule your private tour TODAY!!",1984.0,4.0,4.0,2.0,1.0,2.0,16988.0,3388.0,4.0,2018-05-31,689900.0,for_sale
single_family,"Dont miss this charming home in the heart of Tooele. Largest lot in the neighborhood! This home was built on two lots consolidated in to one. With fencing seperating front and back yard, room for RV parking, workshop and large storage shed, and still plenty of garden space and grass to sprad out on! New central air conditioning unit 2021. New pex pipe 2021. Front patio and fire pit poured 2021, new carpet in living room 2022, Fresh paint. open living room/kitchen.",1915.0,3.0,1.0,1.0,1.0,1.0,10454.0,1545.0,2.0,2020-07-15,325000.0,for_sale
single_family,"THE CHESTNUT II -Ditch the McMansion for Modern Luxury. This stunning craftsman rambler, designed with the discerning homeowner in mind, offers a perfect blend of sophistication and functionality. The Main-level living layout offers unparalleled convenience and accessibility. Embrace a home that reflects your unique style. The main floor greets you with an open floor plan ideal for entertaining and fostering connection. Retreat to the lavish primary suite, complete with a roomy ensuite bathroom, and a walk-in closet. There are 4 additional bedrooms, with two of them designed to be the ideal workspace. You will have ample accommodations for family and visitors, ensuring comfort and privacy for all. This home has high-end finishes throughout, from sleek countertops to designer fixtures. The modern kitchen is a dream for the home chef, featuring top-of-the-line appliances and ample storage. Don't settle for ordinary. This new construction craftsman rambler is the epitome of modern luxury living. Schedule a showing today and prepare to fall in love! Subdivision Open House Check In Location at 588 E Oliver Rd, Tooele UT 84074. Open House every Sat 10-5 & Sun by appointments. An ADU would be possible for just $25, 000 more over retail. Square footage figures are provided as a courtesy estimate only and were obtained from construction plans . Buyer is advised to obtain an independent measurement.",2024.0,5.0,4.0,2.0,2.0,4.0,13939.0,3280.0,2.0,2018-05-31,745545.0,for_sale
single_family,"Nestled on over 3 acres of land in the heart of Cedar Highlands, where year-round access provides the option of having your primary home in a stunning mountain setting, or an amazing 2nd home get-away. Being less than 3 miles and under 15 minutes from the pavement in Cedar City is so convenient and makes this cabin easily accessible. The driveway was recently widened and resurfaced, and additional parking and turn-around space was added at the base of the driveway and in front of the home. Incredible VIEWS from inside and out! Fully furnished and equipped for immediate enjoyment. You'll be warm and cozy with a natural gas furnace, wood stove, gas fireplace and a battery backup generator system powered by propane. Here, you're just 2.5 hours to Las Vegas and 3.75 hours to Salt Lake City.",2006.0,6.0,4.0,4.0,1.0,2.0,140263.0,3024.0,3.0,2018-05-31,650000.0,for_sale
single_family,"Welcome home to a charming suburban neighborhood in Cedar City! This stunning 5 bedroom, 2 bathroom home offers the perfect blend of comfort, style, and convenience. The home has an open-concept living area & a modern kitchen, featuring granite countertops, stainless steel appliances, and lots of cabinet space. The adjoining dining area/ living room create an ideal setting for family & guests. Plus a cozy fireplace adds warmth and character to the living space, making it the perfect spot to unwind after a long day! The master suite offers a private retreat with a luxurious ensuite bathroom and a walk-in closet. 4 additional bedrooms provide plenty of space for family, guests, or a home office... The backyard is complete with a patio, landscaping, sprinklers, and plenty of room for outdoor activities. Located within a great school district and just minutes from shopping, dining, and parks, this home is truly a suburban gem. Don't miss the opportunity to make it yours!",2007.0,5.0,2.0,2.0,1.0,2.0,7405.0,1782.0,1.0,2019-08-05,425000.0,for_sale
single_family,"You'll LOVE this updated Rambler in an amazing neighborhood. This home is beautiful and shows like a model! Updated with new flooring, paint, kitchen countertops and MORE! Enjoy the amazing open floorplan with direct access to the covered patio. The yard is beautiful -- just imaging spending those beautiful summer days and evenings in the private, fenced backyard. The fully finished basement is perfect for those who want a SPACIOUS area to relax and enjoy.",1998.0,5.0,3.0,3.0,1.0,2.0,8276.0,2466.0,2.0,2010-04-23,574900.0,for_sale
single_family,"Come claim your slice of heaven in this beautiful fully furnished cabin, with spectacular lake views, TV's in both family rooms, ping-pong, foosball, and a digital basketball arcade game it is an entertainers dream. With the purchase of this home access to the exclusive Ideal Beach Resort is available for an annual fee. Square footage figures are provided as a courtesy estimate only and were obtained from Original MLS Listing. Buyer is advised to obtain an independent measurement.",2018.0,4.0,3.0,3.0,1.0,2.0,13068.0,2700.0,3.0,2020-08-21,1175000.0,for_sale
single_family,"Cozy, 2 bedroom house on great lot. 2 bed/2 bath single family house. Perfectly located with easy access to all that Park City has to offer and a quick 20 miles to the SLC airport. Serene setting with trees and year round creek running through the property. Not included in measurements is an additional 263 sq ft of loft space is perfect or office, guest space or storage.",1983.0,2.0,2.0,2.0,1.0,2.0,21344.0,1079.0,3.0,2018-05-31,799000.0,for_sale
single_family,"Incredible state-of-the-art estate home and casita is built on two lots in Springdale at the entrance to Zion National Park along the Virgin River in Canyon Springs Estates. The massive stone columns, combined with dark wood, white marble and glass is a creation by award winning architect, Robert McArthur of Salt Lake City. Interior Design by LMK of Park City, designed the interior spaces with beauty and style, including custom-built furniture, to highlight the unique design elements of the home. Complete walls of floor to ceiling sliding glass doors open the home to a large wrap-around deck overlooking the Virgin River valley and peaks of Zion. In the Kitchen, another wall of floor to ceiling glass doors slides open to become part of the pool patio and outdoor kitchen where you can enjoy the brilliant red rock sunsets. The Master Suite has two walls of windows, a two-sided glass fireplace, a sitting area, a full bathroom with soaking tub and glass shower and a walk-in closet. The floating staircase creates another visual centerpiece of dark wood highlighted by lighted glass landings. Five additional ensuite bedrooms along with the 1, 000 SF Casita with attached garage provide ample room for large family gatherings and guests. When you're not entertaining on the large central patio, there is a theater room downstairs complete with a snack bar. This property has every convenience imaginable including 3 laundry rooms, 2 kitchens, 8 bathrooms, 7 bedrooms and sleeps 25. Additionally, every room has a flat screen TV and is wired for electronics. Energy efficiency is produced by Solar panels and a multi-zoned Geo-exchange Ground Source Heat Pump system. All furniture is included with the home except the grand piano and personal property including some art. Property is on two parcels: S-CASE 14 and S-CASE-15.",2013.0,7.0,8.0,6.0,1.0,4.0,101059.0,11000.0,2.0,2018-05-31,6000000.0,for_sale
mobile,"Darling one-bedroom/one-full bath home located in the beautiful Twin Lakes RV Resort. This charming home has two mini-split a/c heater units, dishwasher, two storage sheds, new bedroom carpet, and beautiful tile in kitchen and dining room. Spend time on your front porch sipping lemonade while enjoying the tranquil beauty of the surrounding Southern Utah mountains or lounging by the community pool and hot tub. Centrally located to shopping, medical facilities, hiking, and golfing. This delightful home will not last long. Schedule an appointment today. Buyer to verify all information.",1999.0,1.0,1.0,1.0,1.0,2.0,1742.0,400.0,2.0,2018-05-31,139900.0,for_sale
single_family,"Welcome to your dream family home! This stunning property boasts a rare find - a fully remodeled gem with not one, but two bathrooms, making mornings a breeze for the whole family. With three spacious bedrooms and a beautifully updated kitchen, this home is perfect for both relaxation and entertaining. But the real highlight? The enormous backyard, fully fenced for privacy and safety, offering endless possibilities for outdoor fun or even adding a garage. Don't miss out on this rare opportunity to own a piece of paradise where memories are made and cherished.",1955.0,3.0,2.0,1.0,1.0,2.0,6534.0,1040.0,1.0,2013-08-26,409900.0,for_sale
mobile,"BRAND NEW 2023 Fleetwood Broadmore 2 bedroom 1 bathroom home. At 672 Sq ft. this home features a spacious and open living room and kitchen area that's great for entertaining. Located in the Orchard Hills Community in Payson. Shed, Central A/C. Kitchen Appliances (Fridge, Range, Dishwasher) all included. Listing is for a Mobile home, no land is included with the sale. Buyer must qualify to live in the park.",2023.0,2.0,1.0,1.0,1.0,2.0,13939.0,672.0,1.0,2018-05-31,74900.0,for_sale
single_family,"BRAND NEW LUXURY HOMES from start to finish in just 120 days. This Improved lot is available in the Beck Hillside Estates community, conveniently located in central American Fork. Goldcrest Homes are thoughtfully built with you in mind with so many standards that others consider upgrades. examples are 2x6 Framing, finished basements with 9' ceilings, Quartz throughout, front landscaping with sprinkler system, finished garage with 220V, Oversized walk up window wells, amongst many other amazing finishes this builder offers. The City of American Fork is the hub of Utah County with convenient access to Salt Lake City and downtown Provo. The City boasts a robust recreation program and endless recreation opportunities. There are many community services such as the Fitness Center, the American Fork Library, The Timpanogos Arts Foundation & American Fork Symphony. Not to be missed is the annual Steel Days Festival held each summer with parades, cooking contests, dances, golf tournaments & more. Beck Hillside Estates is just minutes from I-15, Fox Hollow Golf Course, Art Dye Park, Highland Glen Park, American Fork Hospital, schools, restaurants, entertainment, and more! No HOA, build must be approved by Architectural committee. (LOT LINES IN SUPPLIED PHOTOS ARE AN ESTIMATE)",2024.0,5.0,6.0,5.0,1.0,3.0,10454.0,3631.0,2.0,2018-05-31,1235000.0,for_sale
townhomes,"This charming 3-bedroom, 1.5-bath twin home with no HOA is perfect for those seeking comfort and convenience. You'll love the 1-car garage and the beautiful fenced backyard, complete with a deck for outdoor entertaining. The garden boxes come with a full-auto drip irrigation system connected to the sprinkler system, making it easy to maintain your garden. The end of the street opens up into a park with a playground, new pickleball courts, and a path. It's located close to both an elementary school and a high school. Plus, you'll enjoy the benefits of a new furnace, A/C, and water heater, all installed in 2022. The home also features a radon mitigation system. Square footage figures are provided as a courtesy estimate only and were obtained from county records. The buyer is advised to obtain an independent measurement.",1985.0,3.0,2.0,1.0,1.0,1.0,4792.0,1437.0,2.0,2020-05-05,290000.0,for_sale
single_family,"Imagine stepping into a beautifully updated home in North Salt Lake neighborhood. This home boasts a fresh three-tone paint scheme that creates a warm and inviting atmosphere. Enjoy the convenience of a big backyard, ample off-street parking and easy freeway access. Buyer to verify all information.",1932.0,3.0,2.0,1.0,1.0,2.0,8276.0,1549.0,2.0,2019-01-14,450000.0,for_sale
land,"-Lightning Pine Ranch- is a diamond in the rough and one of the premier properties in Wasatch County. Majority of property is flat and useable. Easy river access with private fishing ponds, swimming holes, beach, beaver ponds, atv trails, lazy river tubing canal, hunting, and much more. Abundance of wildlife, wild raspberries, great fishing, extreme privacy, gated entrances, and multiple homesite locations to choose from. Bring your horses, dogs, snowmobiles, side x's, and fishing poles and you will enjoy this property during every season of the year. Snowmobile and UTV access directly to the Uinta-Wasatch National Forest. Year round access to the property from a plowed paved road, 15 minutes to Heber City Main Street/ Heber City Airport, and 30 minutes to Park City Main Street with world class skiing. The potential for this manicured piece of property is endless. Views-mature trees-and water, its the Trifecta that cannot be replaced. Owner/Agent.",2003.0,4.0,0.0,2.0,1.0,2.0,958320.0,2400.0,2.0,2018-05-31,3800000.0,for_sale
single_family,"Located within the Berkshires gated community in the Provo river bottoms, this stunning home was inspired by a passion for French architecture and designed with a goal to create the appearance of a centuries-old estate transported from the French countryside. No expense was spared to make this one of the premiere properties along the Wasatch Front. In addition to the main house, the property features a two-bedroom guest house as well as a pool house and green house. The entire home is designed to host large gatherings and nowhere is this better demonstrated then in the kitchen where cooking is made easy with two separate islands, a butlers pantry, pizza oven and an incredible LaCornue French range and oven. Beautiful French doors open from the formal dining room, family room and main hallway to an outdoor courtyard with a 400-year-old fountain imported from a small town in France. Intricately carved nineteenth-century doors open up into a stunning main-level master suite that contains the perfect combination of elegance and comfort. In addition to all of the charm, the property is also designed to pamper with a Lutron smart home system, a phenomenal theater room, exercise room, sauna, spa, outdoor pool and pool house, art studio, and elevator. There is not another home like this in Utah. Its simply amazing.",2007.0,4.0,9.0,4.0,3.0,4.0,36590.0,13564.0,3.0,2006-04-12,7800000.0,for_sale
single_family,"WHAT A RARE FIND!!! Woodsy & Secluded! No Rear Neighbors & No HOA! Privately tucked away in the back of a cul-de-sac & yet, walking distance to a golf course! 50 Year, top of the line Roof & All New Champion Windows with Transferrable Warranty! Entire house has 9 & 12 foot ceilings! Heated & cooled Workshop, 2 Sheds, Extra Parking & Tons of Storage! Wanna get away from it all? Simply COME HOME to Peace, Quiet, Serenity & Seclusion! CALL Listing Agent TODAY for long list of upgrades, or to schedule your private tour and COME SEE the bonus features not listed! Square footage figures are provided as a courtesy estimate only and are per county records. Buyer is advised to obtain an independent measurement.",1991.0,4.0,2.0,2.0,1.0,2.0,16988.0,2502.0,1.0,2018-05-31,650000.0,for_sale
mobile,"Beautiful FULLY REMODELED 3 bed 2 bath home in highly sought after 55+ Community Winchester Estates The Murray Golf course is right out your backyard! This home has it all and one of the best in the park Large nice yard, 2 car detached garage & shed Fully remodeled new gorgeous kitchen with granite countertops, new cabinets, all finishes & new flooring Large open great room is perfect for entertaining guests with vaulted ceilings & formal dining Stunning Master bath with clawfoot tub & separate shower with 2 vanities & separate sinks! Updated bathrooms with tile & fixtures ALL new light fixtures throughout the home with 2 ceiling fans Updated plumbing & electrical throughout the entire home New roofs on garage and shed Newer double pane windows, skylights & shudders Newer furnace & water heater 2 covered patios for outdoor entertainment RV Parking This home is sure to impress! Come and see what retirement living is like! Located in a great area of town near all the restaurants & shopping you need with quick access to the highway Buyer to verify square footage.",1992.0,3.0,2.0,1.0,1.0,2.0,13939.0,1560.0,1.0,2018-05-31,278000.0,for_sale
