Age,Salary,Savings,Investment_Return,Years_to_Retirement,Expected_Retirement_Expenses
61,142755,45605.04525760139,0.03695154643520873,12,97374.19905362121
33,86985,6873.647953323978,0.04488019957861442,9,55829.726553688175
41,80069,35611.3087429841,0.03335448566540012,12,90961.81395200762
33,82326,36615.953348892624,0.03949835860194734,26,68552.90644602595
35,138737,27564.766855170954,0.0414080639089366,9,107205.93773781197
39,111061,22565.666015710707,0.04685390664312477,10,114927.8944167435
48,53398,26435.361325632162,0.07995123622409273,32,58836.55201570271
62,128393,42598.13673971101,0.06575297630804806,34,143478.3780146331
59,80861,23376.303326344223,0.09889973375611212,20,63847.7068971162
54,105897,45235.860801719165,0.05317886615739768,39,117686.24135465019
55,111905,19961.686891243975,0.080309205906954,2,69891.42782712667
29,98577,23967.239629154705,0.0897174737101227,1,62083.48850617483
38,95641,16306.743059170896,0.07431827944304335,36,93164.99960739078
35,39078,15831.372403347501,0.052949179233399674,24,24926.44241537839
33,55003,16941.32032608825,0.08028757045966024,27,43714.48685733865
58,92768,32141.44784803933,0.03629337102181479,2,93106.93639929278
36,81047,13254.285554980472,0.046204173214410595,31,65028.882074704125
59,101626,15152.577414996962,0.06373482040794311,14,71926.80443317871
59,87660,23647.913989489985,0.06603275098289187,2,67393.91730702465
25,134386,51322.62984091488,0.021771318037810357,29,117526.63115988392
64,79786,22847.350682076576,0.0956091351004807,15,70629.0815132355
46,31925,2065.2459650404617,0.0757301816973912,12,34153.369431455656
53,113976,50246.11191796255,0.05965630001855128,37,119685.27868661164
32,135221,10697.211892604324,0.09465017875266467,28,118195.41620993109
35,147832,70977.25028483281,0.055127645220066274,20,163709.21733118172
61,56015,3434.497056805644,0.09843484562162974,39,37448.395990918216
38,63320,22953.671296988417,0.06098278057947881,24,47693.38448189642
54,94881,8253.9997854169,0.02914286159983836,21,104064.14090013427
59,120827,55556.79357853433,0.08118407779674218,10,99899.33142304931
45,132215,34243.018147402065,0.07431181800622724,14,157165.15187755672
61,56289,6297.934092303742,0.08183893770444695,37,49520.3585783522
29,33389,6790.222930127436,0.0961153622980545,18,35898.56310908227
43,55683,6914.219578800188,0.08211914421208145,24,46850.79779117677
38,43629,5530.493198695927,0.06890692817733175,14,37301.578249904866
50,91550,43637.19252026299,0.08858471218886728,34,75961.7712803202
28,54826,13726.27850845661,0.07385971514836252,12,56550.023982075465
49,130734,52942.173826231476,0.05264952454607384,22,121387.92183281959
49,56630,19130.888318271456,0.09084958113934187,6,66045.69266807444
42,128762,45632.20507033722,0.03775203686274983,36,96640.28336253864
64,76163,8321.725309455642,0.07717130199269794,36,50293.29561820282
32,128511,19968.424850117197,0.09052507639526056,22,107429.65602695114
63,96435,38963.37085677816,0.0785053215762637,14,93544.6139771501
64,41653,20278.546159232363,0.07578203352430855,16,46504.714871604665
38,57961,9749.274314297203,0.08021106352574689,36,46816.15064932708
56,111941,19276.90559274827,0.057204419864051545,25,111075.92562457401
62,104137,27367.58992378814,0.08993365457256208,32,84363.38402742897
57,63662,31368.0588986513,0.036274918010887294,33,61773.25985555591
47,128818,22031.939067563457,0.030190913280027144,36,145678.31407235662
39,86446,20153.792165109608,0.04284070240948093,20,63867.56564565412
57,51288,23139.402168584285,0.06252619174199946,18,43212.447204231496
49,125081,6418.464556590662,0.06084494363274705,38,149591.76242077746
41,66877,4540.592798243255,0.08564790061412693,3,74978.09302694352
57,141562,45559.217637300164,0.05236549251232139,23,132896.12853810127
26,45313,20767.902831634958,0.05874755410332069,32,41233.76764181566
38,110885,17462.77935490049,0.02106941466075165,16,85465.74803511273
64,102715,26843.41469884806,0.052779138915435134,5,93504.09981932452
64,40326,10190.758689593933,0.07182193863602737,4,44717.86025978229
63,140091,36821.11298063975,0.021240666450127375,21,141646.66964375853
30,31560,10419.02471875384,0.0424705572148995,14,24428.27371757835
30,109148,28529.61650930822,0.03663650874315119,39,78682.4304330906
27,113186,28450.508069675667,0.023358834312767057,31,85922.33608111386
31,56745,14948.323387817345,0.05834080719316301,14,39826.79152982157
32,61890,19550.45367311914,0.03453786345825252,6,40685.52160614466
39,50022,14589.084862040243,0.07944652317051042,12,42592.81783076428
53,82579,35869.11344749145,0.08783423070106788,16,55161.10081896273
57,100316,7250.196859781798,0.06364681461353182,17,70536.94808457131
54,113847,48384.14188619462,0.09853658740169133,23,105694.96400279849
63,58380,25089.7434979226,0.05603828571764763,14,40793.5833591487
51,140198,24984.49066116894,0.06106945681799324,7,89492.28938056664
60,32356,8357.017035421788,0.09913742031662001,32,25575.260178901353
53,100326,24814.86558045304,0.038523874877203906,15,73457.84033300851
62,122447,18162.493159222086,0.09540367517415242,17,111326.74461260847
57,144994,33139.62292089502,0.02342700440952906,34,95901.96783723471
61,119899,8389.872272980974,0.055710951221055585,5,126021.33940344083
51,50049,8759.572614293864,0.02560028097064526,27,57243.048848525556
57,105717,44137.5852939556,0.07833877943309143,23,110586.4417710762
28,135361,24101.43697801741,0.06867271487040143,14,124491.00036581406
46,46082,19271.169869165537,0.07653074107740772,15,51445.97673820524
26,30661,8867.767032906404,0.04995843199744136,33,31180.73546548848
34,67412,30061.586262821733,0.049558554722510424,31,40873.96335996732
29,144015,44450.344878325384,0.02362554231687157,35,120461.93601109204
34,32920,2085.5050564810554,0.04799559516237119,17,36560.001917083115
57,121194,42895.294485057864,0.09434307218096476,28,97866.01106007287
62,144306,10127.987544244095,0.05033812297443592,19,89632.65649846451
37,90315,22828.801396257786,0.0865094164977576,23,94623.72843350907
55,109561,51301.06313292598,0.08738604037999473,32,118459.86895827681
60,38946,4842.61467965336,0.04985929251033871,13,27120.28922829402
48,124242,28009.434393373496,0.07055909443169513,20,114601.3548052743
39,75500,28572.003993127055,0.02762972818184469,35,53995.581386506376
53,134540,60141.57976165036,0.028294286458742123,5,138783.47924291968
32,46309,16297.264822979358,0.023892613092937064,9,35330.538017288505
29,85230,14163.34790462101,0.06648120747000875,29,67308.60893764357
53,141822,50144.50571232763,0.054085678210087765,6,156994.47384296788
28,128656,23611.906127249513,0.0638425885331392,25,113962.63712731889
36,60027,22407.66812024815,0.06168585524067102,31,60138.21026596666
26,102541,49149.429921063944,0.04801623928725843,22,86280.44099647953
51,142340,53324.41472371108,0.07419787318587784,2,110854.97763177547
55,144846,63485.45519618308,0.08068015047331126,5,141266.3970841623
60,89321,4550.612819340888,0.021170260710214057,27,61891.820024576635
60,30956,11543.723211936054,0.03657938398151027,25,25501.549745884688
50,130375,55189.61497683816,0.07705886944666694,8,94576.92224951377
51,104131,7107.08985466935,0.050929613810706736,1,105950.89542150406
29,77908,34452.39608190716,0.07299871575532865,20,90881.65330672113
44,108339,17931.448200396928,0.04775701277876468,23,129714.99765832257
35,55963,19552.433856349056,0.051260412186370966,32,48697.104685645645
34,131757,54041.411007969145,0.03269430989517479,11,99017.7879283974
64,69443,24179.985301171368,0.0406584815732928,39,60116.63998055917
62,129259,11830.837972368721,0.06843294060060698,24,143265.71799742302
30,69063,21985.83887567413,0.05465304890521332,11,49974.22210670371
32,144225,42879.91630083802,0.08194421463556761,29,168924.59721578576
47,146400,66633.165140733,0.08820679639506743,26,117869.48913122958
50,110818,25699.567261870387,0.06333171345734079,16,132037.67395977833
36,34703,6749.2647904953565,0.08066138336448474,35,38283.14653445465
50,95128,36855.71158369047,0.044552361055565606,20,103227.41866342377
37,102099,24065.132153004924,0.053197697232006264,3,80734.04957254708
64,55849,19030.171375035992,0.07702221409734648,1,33803.51910604794
42,61860,21088.231158798684,0.05089695942536246,1,51299.245043985364
49,61585,27689.698600378033,0.0670803948127191,17,48103.1580184062
57,52015,16614.19338798253,0.03482982232660092,2,32376.122673668153
64,107539,29677.44367776595,0.06798170519763984,29,97131.2845916347
36,73585,8277.730948799466,0.08892109657815149,20,61945.2354244441
60,56958,5814.382170542564,0.08949117118587406,6,55860.64037377306
28,56017,6690.934005108016,0.07794755250636318,8,54488.39652620758
29,106707,13587.196153636623,0.07966027032609009,29,71754.90676597622
61,75350,25396.317519492168,0.06463419561205605,33,89378.61234038461
32,42201,16181.61738427687,0.06677344721326599,3,30053.815952315097
52,59426,17144.17430864141,0.03069204651284144,35,51532.1125174004
55,47778,20212.86415150131,0.05550873507370409,5,42659.56799410619
33,75241,37324.68639919938,0.05606210271090911,27,81849.99475511257
53,72229,30264.361484897887,0.09667982685341922,12,47637.752697792144
