index,City,Date,Card Type,Exp Type,Gender,Amount
11249,"Ahmedabad, India",24-Feb-14,Platinum,Grocery,M,208649
11250,"Greater Mumbai, India",10-Nov-14,Platinum,Entertainment,M,215178
11251,"Ahmedabad, India",8-Dec-13,Signature,Grocery,F,68853
11252,"Ahmedabad, India",22-Feb-14,Gold,Grocery,M,7666
11253,"Delhi, India",31-Jan-15,Signature,Food,M,237361
11254,"Bengaluru, India",11-Aug-14,Signature,Entertainment,M,205257
11255,"Greater Mumbai, India",20-Sep-14,Silver,Food,F,149717
11256,"Bengaluru, India",25-Feb-15,Silver,Grocery,M,92517
11257,"Ahmedabad, India",22-Mar-15,Signature,Food,M,271699
11258,"Greater Mumbai, India",3-Dec-13,Silver,Entertainment,F,287358
11259,"Ahmedabad, India",28-Oct-13,Signature,Entertainment,F,194820
11260,"Delhi, India",16-Nov-13,Signature,Bills,F,59543
11261,"Greater Mumbai, India",20-Oct-14,Silver,Food,M,254398
11262,"Delhi, India",23-Feb-15,Silver,Bills,F,73198
11263,"Ahmedabad, India",10-Dec-14,Gold,Fuel,M,189215
11264,"Delhi, India",3-Apr-15,Silver,Entertainment,M,73674
11265,"Ahmedabad, India",2-Feb-15,Signature,Grocery,F,150372
11266,"Ahmedabad, India",7-Apr-14,Silver,Bills,F,205357
11267,"Delhi, India",11-Jan-15,Gold,Fuel,M,240948
11268,"Ahmedabad, India",3-Dec-13,Gold,Entertainment,M,47030
11269,"Bengaluru, India",24-Apr-14,Signature,Bills,M,43521
11270,"Delhi, India",11-Jan-14,Signature,Bills,M,221280
11271,"Ahmedabad, India",8-Apr-15,Platinum,Fuel,M,196038
11272,"Ahmedabad, India",23-Mar-14,Platinum,Entertainment,F,12614
11273,"Delhi, India",24-May-14,Signature,Food,M,244725
11274,"Ahmedabad, India",30-Aug-14,Signature,Entertainment,M,228971
11275,"Ahmedabad, India",4-Jan-14,Gold,Food,M,58382
11276,"Ahmedabad, India",23-Jan-14,Silver,Bills,M,160573
11277,"Delhi, India",9-Nov-13,Silver,Grocery,F,261270
11278,"Ahmedabad, India",12-Feb-15,Gold,Food,F,33863
11279,"Greater Mumbai, India",6-Mar-14,Silver,Entertainment,F,98448
11280,"Delhi, India",19-Oct-14,Silver,Grocery,F,246509
11281,"Delhi, India",16-Apr-14,Silver,Food,F,104400
11282,"Bengaluru, India",15-Jan-14,Signature,Grocery,F,277965
11283,"Ahmedabad, India",7-Apr-14,Gold,Grocery,M,130384
11284,"Bengaluru, India",8-Apr-15,Silver,Grocery,M,250919
11285,"Greater Mumbai, India",1-Apr-14,Gold,Food,M,229735
11286,"Delhi, India",21-Mar-14,Silver,Food,M,289342
11287,"Greater Mumbai, India",29-Oct-14,Platinum,Fuel,F,207253
11288,"Bengaluru, India",14-Apr-15,Silver,Grocery,F,193408
11289,"Greater Mumbai, India",1-May-15,Silver,Bills,F,218742
11290,"Bengaluru, India",20-Feb-15,Signature,Fuel,F,1999
11291,"Greater Mumbai, India",11-May-15,Platinum,Food,M,164128
11292,"Bengaluru, India",16-Feb-14,Platinum,Fuel,F,94154
11293,"Greater Mumbai, India",19-Jul-14,Silver,Bills,F,211032
11294,"Delhi, India",19-Mar-15,Platinum,Fuel,F,186711
11295,"Ahmedabad, India",22-Dec-13,Platinum,Bills,F,268421
11296,"Greater Mumbai, India",15-Mar-15,Silver,Bills,F,282013
11297,"Delhi, India",10-Nov-14,Platinum,Grocery,M,55607
11298,"Greater Mumbai, India",24-Feb-14,Platinum,Food,M,230405
11299,"Greater Mumbai, India",2-May-14,Platinum,Food,F,241896
11300,"Ahmedabad, India",27-Oct-13,Platinum,Grocery,F,210891
11301,"Delhi, India",12-Sep-14,Signature,Grocery,F,56611
11302,"Delhi, India",25-Dec-14,Silver,Grocery,F,70610
11303,"Bengaluru, India",23-Oct-14,Silver,Food,F,11965
11304,"Greater Mumbai, India",10-Jul-14,Platinum,Bills,F,65993
11305,"Ahmedabad, India",7-Sep-14,Signature,Fuel,F,128661
11306,"Ahmedabad, India",5-Jan-15,Gold,Bills,M,155492
11307,"Greater Mumbai, India",8-Dec-14,Signature,Fuel,F,103219
11308,"Bengaluru, India",13-May-15,Gold,Bills,F,266849
11309,"Bengaluru, India",17-Dec-14,Platinum,Entertainment,M,231929
11310,"Ahmedabad, India",16-Apr-14,Signature,Food,M,238358
11311,"Greater Mumbai, India",16-Apr-14,Silver,Bills,F,287357
11312,"Greater Mumbai, India",26-Nov-13,Silver,Fuel,M,25978
11313,"Delhi, India",24-Feb-15,Platinum,Entertainment,M,106383
11314,"Delhi, India",10-Dec-14,Gold,Grocery,F,288270
11315,"Bengaluru, India",7-May-14,Silver,Food,F,18027
11316,"Delhi, India",23-Dec-13,Platinum,Fuel,F,230895
11317,"Greater Mumbai, India",28-Jun-14,Gold,Entertainment,F,269714
11318,"Delhi, India",30-Mar-14,Gold,Grocery,F,158522
11319,"Ahmedabad, India",5-Mar-14,Silver,Fuel,F,114198
11320,"Bengaluru, India",1-Aug-14,Silver,Grocery,M,66061
11321,"Ahmedabad, India",18-Jun-14,Signature,Entertainment,F,264657
11322,"Greater Mumbai, India",27-Jul-14,Platinum,Grocery,F,160089
11323,"Greater Mumbai, India",13-Nov-14,Platinum,Fuel,M,36199
11324,"Ahmedabad, India",17-Mar-15,Signature,Food,M,140760
11325,"Greater Mumbai, India",17-Mar-15,Platinum,Entertainment,M,113880
11326,"Delhi, India",25-Aug-14,Silver,Grocery,M,290684
11327,"Bengaluru, India",14-Nov-13,Gold,Bills,M,90886
11328,"Ahmedabad, India",4-Nov-13,Silver,Entertainment,M,170018
11329,"Delhi, India",18-Sep-14,Signature,Bills,M,244637
11330,"Delhi, India",16-Jan-14,Platinum,Entertainment,M,60471
11331,"Delhi, India",19-Feb-15,Signature,Bills,M,68653
11332,"Delhi, India",4-Jan-15,Platinum,Bills,F,28131
11333,"Ahmedabad, India",1-Nov-14,Signature,Fuel,F,46156
11334,"Ahmedabad, India",1-Oct-14,Silver,Grocery,M,168844
11335,"Ahmedabad, India",22-Sep-14,Gold,Grocery,M,246026
11336,"Delhi, India",15-Apr-14,Signature,Entertainment,M,281983
11337,"Delhi, India",19-Feb-15,Gold,Food,F,15002
11338,"Greater Mumbai, India",7-Jun-14,Platinum,Bills,M,224230
11339,"Delhi, India",19-Sep-14,Signature,Grocery,F,20210
11340,"Bengaluru, India",5-Nov-13,Platinum,Food,M,234955
11341,"Greater Mumbai, India",15-Jan-15,Platinum,Entertainment,F,160962
11342,"Ahmedabad, India",23-Apr-14,Signature,Fuel,F,221759
11343,"Ahmedabad, India",27-Feb-14,Gold,Bills,F,201781
11344,"Ahmedabad, India",8-Feb-15,Gold,Entertainment,F,127640
11345,"Delhi, India",23-Dec-14,Platinum,Bills,F,220931
11346,"Ahmedabad, India",6-Oct-14,Gold,Food,F,271990
11347,"Bengaluru, India",18-Dec-14,Platinum,Entertainment,M,244430
11348,"Bengaluru, India",30-Nov-13,Platinum,Entertainment,F,261177
11349,"Bengaluru, India",11-May-14,Silver,Food,F,125906
11350,"Ahmedabad, India",30-Mar-14,Gold,Food,M,142343
11351,"Delhi, India",4-Dec-13,Signature,Fuel,F,55522
11352,"Ahmedabad, India",10-Sep-14,Platinum,Food,F,67514
11353,"Ahmedabad, India",13-May-15,Gold,Grocery,F,74528
11354,"Ahmedabad, India",11-Jan-14,Silver,Grocery,M,155429
11355,"Greater Mumbai, India",17-Jan-15,Signature,Bills,M,288750
11356,"Ahmedabad, India",16-Jan-15,Signature,Fuel,M,292921
11357,"Bengaluru, India",25-Mar-14,Signature,Bills,F,268850
11358,"Greater Mumbai, India",10-Nov-14,Platinum,Grocery,M,185474
11359,"Greater Mumbai, India",17-Nov-14,Gold,Food,M,114189
11360,"Greater Mumbai, India",4-Jun-14,Gold,Bills,F,107590
11361,"Delhi, India",22-Nov-14,Signature,Food,M,72784
11362,"Greater Mumbai, India",22-May-15,Signature,Bills,F,167094
11363,"Greater Mumbai, India",28-Jan-15,Gold,Entertainment,F,194262
11364,"Bengaluru, India",18-Apr-14,Gold,Food,F,140163
11365,"Ahmedabad, India",29-Dec-13,Platinum,Food,F,221859
11366,"Ahmedabad, India",26-Dec-13,Signature,Entertainment,M,8088
11367,"Bengaluru, India",27-May-14,Silver,Fuel,F,224566
11368,"Ahmedabad, India",5-Dec-13,Gold,Grocery,M,31621
11369,"Ahmedabad, India",1-Dec-13,Signature,Food,M,205186
11370,"Bengaluru, India",4-Aug-14,Silver,Grocery,F,12204
11371,"Delhi, India",12-Jan-15,Gold,Food,F,127424
11372,"Greater Mumbai, India",19-Aug-14,Platinum,Fuel,F,160475
11373,"Ahmedabad, India",27-Oct-14,Silver,Grocery,M,124651
11374,"Greater Mumbai, India",2-Dec-14,Gold,Entertainment,F,131184
11375,"Ahmedabad, India",5-Nov-13,Gold,Fuel,F,215046
11376,"Ahmedabad, India",15-Jan-15,Silver,Fuel,F,166246
11377,"Greater Mumbai, India",3-Jan-14,Silver,Fuel,M,199795
11378,"Ahmedabad, India",26-Sep-14,Gold,Bills,M,63833
11379,"Greater Mumbai, India",8-Mar-14,Silver,Grocery,F,191993
11380,"Delhi, India",21-May-15,Silver,Entertainment,M,22157
11381,"Ahmedabad, India",10-Jan-14,Silver,Grocery,F,124455
11382,"Ahmedabad, India",24-Sep-14,Gold,Food,F,110589
11383,"Ahmedabad, India",7-May-14,Signature,Bills,M,158986
11384,"Delhi, India",4-Mar-15,Platinum,Grocery,M,213956
11385,"Ahmedabad, India",24-Jan-15,Platinum,Fuel,F,120771
11386,"Ahmedabad, India",19-Mar-14,Gold,Grocery,F,69861
11387,"Bengaluru, India",3-Jan-15,Signature,Grocery,M,159076
11388,"Bengaluru, India",7-Dec-13,Silver,Bills,M,241170
11389,"Ahmedabad, India",19-Nov-13,Signature,Fuel,M,45822
11390,"Delhi, India",29-Apr-15,Platinum,Food,M,34701
11391,"Greater Mumbai, India",29-Mar-14,Platinum,Bills,F,43270
11392,"Delhi, India",19-May-15,Signature,Food,F,45521
11393,"Greater Mumbai, India",4-Mar-14,Platinum,Entertainment,F,76750
11394,"Bengaluru, India",17-Mar-15,Signature,Food,F,14944
11395,"Delhi, India",25-Jan-15,Silver,Grocery,F,77300
11396,"Ahmedabad, India",14-May-15,Signature,Bills,M,78480
11397,"Delhi, India",14-Feb-14,Gold,Food,F,124338
11398,"Greater Mumbai, India",4-Oct-13,Signature,Fuel,F,218607
11399,"Bengaluru, India",11-Mar-14,Gold,Grocery,F,27942
11400,"Ahmedabad, India",20-Jul-14,Gold,Food,M,22720
11401,"Greater Mumbai, India",20-Jan-15,Platinum,Food,M,242059
11402,"Greater Mumbai, India",31-Dec-13,Signature,Grocery,M,248372
11403,"Delhi, India",5-Dec-14,Gold,Entertainment,M,248055
11404,"Delhi, India",16-May-14,Silver,Food,F,7749
11405,"Bengaluru, India",19-Apr-14,Silver,Fuel,F,84122
11406,"Delhi, India",16-Apr-14,Gold,Bills,F,35493
11407,"Delhi, India",10-Nov-14,Silver,Bills,M,3957
11408,"Greater Mumbai, India",18-May-14,Gold,Food,M,24107
11409,"Bengaluru, India",29-Mar-14,Signature,Bills,M,46092
11410,"Ahmedabad, India",26-Jan-14,Signature,Entertainment,M,198943
11411,"Bengaluru, India",28-Dec-13,Signature,Grocery,F,108286
11412,"Bengaluru, India",8-Nov-13,Signature,Food,M,122065
11413,"Greater Mumbai, India",19-May-14,Silver,Entertainment,M,210042
11414,"Greater Mumbai, India",30-Aug-14,Silver,Bills,M,75841
11415,"Bengaluru, India",27-Apr-14,Silver,Fuel,F,277091
11416,"Greater Mumbai, India",30-Mar-14,Gold,Food,M,125402
11417,"Greater Mumbai, India",19-Oct-13,Platinum,Fuel,F,244141
11418,"Bengaluru, India",24-Jun-14,Signature,Bills,M,163906
11419,"Delhi, India",18-Apr-14,Signature,Fuel,F,175972
11420,"Bengaluru, India",14-Mar-15,Platinum,Fuel,F,43618
11421,"Ahmedabad, India",20-Mar-14,Platinum,Food,F,150847
11422,"Delhi, India",7-Aug-14,Silver,Entertainment,F,215366
11423,"Ahmedabad, India",4-Jan-15,Gold,Food,M,150803
11424,"Ahmedabad, India",1-Nov-13,Silver,Fuel,F,101427
11425,"Delhi, India",14-Mar-14,Signature,Grocery,M,53719
11426,"Delhi, India",22-Jun-14,Platinum,Food,M,234572
11427,"Bengaluru, India",24-Feb-14,Gold,Bills,M,6500
11428,"Delhi, India",23-May-15,Silver,Entertainment,F,149235
11429,"Delhi, India",10-Aug-14,Platinum,Fuel,M,55965
11430,"Delhi, India",20-Sep-14,Signature,Bills,M,279261
11431,"Bengaluru, India",7-Mar-15,Gold,Food,M,220835
11432,"Bengaluru, India",25-Jan-15,Platinum,Fuel,M,177159
11433,"Delhi, India",13-Dec-13,Platinum,Grocery,M,158865
11434,"Greater Mumbai, India",27-Feb-14,Platinum,Grocery,F,114275
11435,"Delhi, India",15-Feb-14,Gold,Bills,M,212335
11436,"Delhi, India",30-May-14,Platinum,Fuel,F,225435
11437,"Bengaluru, India",10-Mar-14,Gold,Grocery,M,271069
11438,"Delhi, India",7-May-15,Gold,Food,M,283483
11439,"Bengaluru, India",21-Mar-15,Gold,Entertainment,F,266352
11440,"Delhi, India",18-Feb-15,Gold,Food,F,162507
11441,"Delhi, India",8-Oct-13,Silver,Bills,F,106902
11442,"Bengaluru, India",1-Feb-14,Platinum,Food,M,165418
11443,"Delhi, India",24-Jun-14,Gold,Food,M,85341
11444,"Ahmedabad, India",30-Jan-14,Platinum,Grocery,F,180282
11445,"Bengaluru, India",21-Jul-14,Platinum,Food,F,24873
11446,"Delhi, India",12-Sep-14,Platinum,Grocery,F,14761
11447,"Delhi, India",29-Dec-13,Signature,Fuel,M,84341
11448,"Delhi, India",9-May-14,Platinum,Grocery,F,228553
11449,"Delhi, India",1-Feb-14,Signature,Fuel,M,227441
11450,"Ahmedabad, India",6-Dec-13,Signature,Grocery,M,59847
11451,"Delhi, India",31-Dec-13,Silver,Bills,F,55235
11452,"Bengaluru, India",2-Dec-14,Signature,Grocery,M,63931
11453,"Delhi, India",21-Apr-14,Signature,Grocery,F,129519
11454,"Delhi, India",24-May-15,Signature,Bills,M,247864
11455,"Greater Mumbai, India",21-Mar-15,Signature,Entertainment,F,265444
11456,"Delhi, India",10-Dec-13,Platinum,Bills,M,200588
11457,"Ahmedabad, India",1-Jun-14,Platinum,Entertainment,F,114115
11458,"Greater Mumbai, India",13-Jan-14,Signature,Bills,M,198012
11459,"Ahmedabad, India",8-Apr-14,Signature,Grocery,F,75643
11460,"Ahmedabad, India",29-Mar-14,Signature,Entertainment,F,185324
11461,"Delhi, India",16-May-14,Gold,Bills,M,41769
11462,"Greater Mumbai, India",16-Oct-14,Gold,Entertainment,F,46177
11463,"Bengaluru, India",12-Apr-15,Silver,Bills,F,222936
11464,"Greater Mumbai, India",2-Mar-14,Gold,Fuel,M,72417
11465,"Greater Mumbai, India",7-Dec-14,Gold,Fuel,M,278382
11466,"Ahmedabad, India",30-Oct-14,Platinum,Food,F,235743
11467,"Delhi, India",2-May-14,Platinum,Entertainment,F,25563
11468,"Greater Mumbai, India",25-Jun-14,Silver,Food,F,151959
11469,"Ahmedabad, India",15-Oct-14,Platinum,Grocery,F,138751
11470,"Ahmedabad, India",21-Mar-14,Silver,Entertainment,M,171074
11471,"Ahmedabad, India",29-Oct-14,Silver,Food,F,294473
11472,"Greater Mumbai, India",11-Mar-15,Silver,Entertainment,M,222314
11473,"Delhi, India",10-May-14,Silver,Entertainment,M,62155
11474,"Delhi, India",17-Nov-13,Silver,Grocery,M,258425
11475,"Ahmedabad, India",31-Jan-15,Signature,Food,M,12274
11476,"Greater Mumbai, India",18-Jan-15,Signature,Grocery,F,11324
11477,"Bengaluru, India",5-Nov-13,Gold,Fuel,M,95366
11478,"Greater Mumbai, India",2-May-14,Gold,Fuel,F,74471
11479,"Delhi, India",24-Nov-13,Signature,Food,M,141073
11480,"Greater Mumbai, India",18-Sep-14,Silver,Grocery,F,214343
11481,"Ahmedabad, India",10-Apr-14,Gold,Entertainment,F,199961
11482,"Delhi, India",23-Oct-13,Gold,Fuel,F,173587
11483,"Bengaluru, India",20-Jan-15,Signature,Fuel,F,161983
11484,"Ahmedabad, India",21-Jul-14,Platinum,Food,M,80033
11485,"Delhi, India",22-May-15,Gold,Fuel,F,9294
11486,"Ahmedabad, India",17-Feb-14,Platinum,Fuel,M,227713
11487,"Ahmedabad, India",7-Feb-14,Gold,Fuel,F,274205
11488,"Ahmedabad, India",7-Dec-14,Gold,Fuel,F,272394
11489,"Bengaluru, India",16-Oct-14,Signature,Grocery,M,31020
11490,"Delhi, India",4-Sep-14,Silver,Fuel,F,48584
11491,"Greater Mumbai, India",18-Sep-14,Platinum,Fuel,M,135676
11492,"Ahmedabad, India",10-Oct-13,Signature,Food,F,265844
11493,"Bengaluru, India",1-Jan-15,Signature,Food,F,172900
11494,"Delhi, India",19-Apr-14,Platinum,Food,F,172862
11495,"Delhi, India",24-Oct-14,Silver,Bills,F,166051
11496,"Ahmedabad, India",29-Sep-14,Signature,Food,F,18327
11497,"Delhi, India",23-Oct-13,Platinum,Food,M,2997
11498,"Delhi, India",22-Sep-14,Silver,Entertainment,F,240058
11499,"Delhi, India",18-Jun-14,Platinum,Fuel,M,98791
11500,"Delhi, India",6-Jan-14,Silver,Bills,M,80898
11501,"Bengaluru, India",23-Oct-14,Gold,Entertainment,M,273640
11502,"Delhi, India",3-May-14,Gold,Grocery,M,90175
11503,"Delhi, India",20-May-15,Silver,Fuel,M,32039
11504,"Delhi, India",4-Jul-14,Signature,Food,M,85059
11505,"Greater Mumbai, India",18-Mar-15,Platinum,Food,M,156364
11506,"Delhi, India",29-Nov-13,Signature,Fuel,M,195679
11507,"Bengaluru, India",20-Feb-14,Platinum,Bills,F,116609
11508,"Bengaluru, India",29-Jun-14,Gold,Food,M,19790
11509,"Greater Mumbai, India",21-Apr-14,Gold,Grocery,M,124123
11510,"Greater Mumbai, India",17-Jun-14,Platinum,Bills,M,266904
11511,"Delhi, India",14-May-15,Silver,Bills,F,280939
11512,"Greater Mumbai, India",13-May-14,Silver,Entertainment,M,266469
11513,"Ahmedabad, India",18-Feb-14,Gold,Bills,F,260626
11514,"Ahmedabad, India",5-Jan-15,Platinum,Fuel,M,101035
11515,"Bengaluru, India",26-Jun-14,Signature,Grocery,M,6446
11516,"Delhi, India",19-Mar-15,Platinum,Bills,M,45585
11517,"Greater Mumbai, India",21-Apr-15,Silver,Grocery,F,56308
11518,"Greater Mumbai, India",11-Dec-14,Gold,Bills,M,77307
11519,"Bengaluru, India",21-Jan-14,Gold,Fuel,M,61795
11520,"Bengaluru, India",27-Jun-14,Silver,Grocery,F,159036
11521,"Bengaluru, India",14-Jun-14,Silver,Bills,F,103893
11522,"Bengaluru, India",15-Oct-13,Gold,Food,M,37869
11523,"Ahmedabad, India",6-Apr-15,Signature,Fuel,M,110742
11524,"Bengaluru, India",1-Oct-14,Gold,Entertainment,F,162566
11525,"Ahmedabad, India",14-May-15,Silver,Food,M,125039
11526,"Greater Mumbai, India",22-Mar-14,Signature,Food,M,118964
11527,"Bengaluru, India",6-Mar-15,Platinum,Food,F,274260
11528,"Greater Mumbai, India",6-Aug-14,Silver,Bills,M,157485
11529,"Delhi, India",31-Jan-15,Silver,Grocery,M,205271
11530,"Delhi, India",15-Nov-13,Platinum,Food,F,141367
11531,"Bengaluru, India",4-Nov-13,Silver,Grocery,F,118609
11532,"Bengaluru, India",26-Jun-14,Signature,Grocery,F,160942
11533,"Bengaluru, India",9-Apr-15,Silver,Food,F,31302
11534,"Greater Mumbai, India",1-Jul-14,Silver,Food,M,153148
11535,"Delhi, India",6-Jan-14,Gold,Grocery,M,273866
11536,"Ahmedabad, India",3-Apr-15,Platinum,Grocery,F,155634
11537,"Ahmedabad, India",13-Sep-14,Gold,Food,F,252812
11538,"Delhi, India",8-Nov-14,Silver,Grocery,M,51661
11539,"Greater Mumbai, India",25-Aug-14,Platinum,Grocery,F,56300
11540,"Bengaluru, India",16-Nov-14,Signature,Food,M,245099
11541,"Bengaluru, India",26-Feb-15,Platinum,Bills,F,87656
11542,"Delhi, India",22-Jul-14,Gold,Grocery,F,42675
11543,"Ahmedabad, India",24-Feb-15,Signature,Grocery,M,216341
11544,"Ahmedabad, India",12-Feb-15,Silver,Grocery,M,293153
11545,"Ahmedabad, India",28-Apr-15,Gold,Bills,M,164876
11546,"Greater Mumbai, India",15-Feb-14,Signature,Food,F,30475
11547,"Delhi, India",29-Apr-14,Gold,Entertainment,M,12859
11548,"Delhi, India",27-Nov-14,Platinum,Grocery,M,179816
11549,"Greater Mumbai, India",26-Oct-14,Gold,Entertainment,M,227006
11550,"Greater Mumbai, India",15-Oct-13,Gold,Entertainment,M,177019
11551,"Ahmedabad, India",26-Oct-14,Platinum,Fuel,M,2190
11552,"Greater Mumbai, India",18-Aug-14,Gold,Fuel,F,153475
11553,"Bengaluru, India",2-Jan-15,Gold,Bills,F,193195
11554,"Greater Mumbai, India",28-Apr-14,Silver,Fuel,M,135608
11555,"Bengaluru, India",11-Oct-13,Gold,Fuel,F,162498
11556,"Greater Mumbai, India",26-Jun-14,Gold,Bills,M,245860
11557,"Bengaluru, India",16-Oct-14,Platinum,Grocery,M,210069
11558,"Bengaluru, India",8-Dec-14,Signature,Food,F,127622
11559,"Ahmedabad, India",15-Dec-14,Platinum,Bills,F,276253
11560,"Bengaluru, India",10-May-14,Signature,Entertainment,F,3419
11561,"Bengaluru, India",8-Nov-13,Silver,Fuel,M,70118
11562,"Greater Mumbai, India",22-Mar-15,Gold,Bills,F,255245
11563,"Delhi, India",20-Mar-14,Platinum,Food,F,117666
11564,"Ahmedabad, India",6-Oct-13,Gold,Food,M,125804
11565,"Bengaluru, India",17-Aug-14,Signature,Entertainment,M,202552
11566,"Greater Mumbai, India",26-May-15,Silver,Entertainment,M,180339
11567,"Greater Mumbai, India",8-Aug-14,Gold,Bills,M,39390
11568,"Delhi, India",30-May-14,Platinum,Entertainment,F,213349
11569,"Greater Mumbai, India",8-Apr-15,Platinum,Fuel,M,288247
11570,"Bengaluru, India",30-Dec-13,Silver,Grocery,M,57468
11571,"Ahmedabad, India",23-Feb-15,Signature,Grocery,M,163160
11572,"Ahmedabad, India",19-Jan-15,Silver,Fuel,F,195152
11573,"Greater Mumbai, India",15-Dec-13,Gold,Entertainment,M,299610
11574,"Greater Mumbai, India",4-Nov-13,Gold,Entertainment,F,8018
11575,"Greater Mumbai, India",29-Jun-14,Gold,Bills,M,25663
11576,"Bengaluru, India",14-Jul-14,Signature,Grocery,F,186689
11577,"Bengaluru, India",25-Aug-14,Gold,Bills,F,18928
11578,"Ahmedabad, India",19-Sep-14,Platinum,Grocery,F,155035
11579,"Greater Mumbai, India",22-May-14,Platinum,Entertainment,M,133153
11580,"Ahmedabad, India",21-Dec-13,Gold,Fuel,F,243742
11581,"Ahmedabad, India",20-Oct-14,Signature,Fuel,F,68804
11582,"Delhi, India",31-Aug-14,Gold,Bills,M,32457
11583,"Ahmedabad, India",27-Jul-14,Platinum,Food,F,33872
11584,"Greater Mumbai, India",7-Jul-14,Silver,Bills,M,264996
11585,"Bengaluru, India",23-Apr-14,Signature,Bills,F,252293
11586,"Greater Mumbai, India",4-Nov-14,Gold,Food,F,51039
11587,"Greater Mumbai, India",24-Oct-13,Platinum,Entertainment,M,99114
11588,"Delhi, India",28-Feb-14,Gold,Entertainment,F,234507
11589,"Delhi, India",18-May-15,Platinum,Grocery,M,6871
11590,"Delhi, India",24-Mar-14,Gold,Fuel,M,16677
11591,"Delhi, India",24-Nov-13,Gold,Grocery,M,138130
11592,"Delhi, India",23-Oct-14,Silver,Entertainment,M,67513
11593,"Greater Mumbai, India",15-Mar-15,Platinum,Grocery,M,160556
11594,"Delhi, India",8-Sep-14,Platinum,Bills,F,281273
11595,"Delhi, India",18-Mar-14,Platinum,Food,F,59400
11596,"Delhi, India",27-Apr-14,Silver,Food,F,88429
11597,"Delhi, India",7-Jan-14,Gold,Fuel,F,167432
11598,"Bengaluru, India",20-Mar-14,Platinum,Food,F,137426
11599,"Greater Mumbai, India",16-Apr-14,Silver,Bills,F,132635
11600,"Ahmedabad, India",11-Jan-14,Silver,Entertainment,M,43337
11601,"Greater Mumbai, India",27-Nov-14,Gold,Entertainment,M,81876
11602,"Ahmedabad, India",4-Oct-14,Signature,Entertainment,F,85043
11603,"Bengaluru, India",4-Oct-13,Platinum,Bills,M,18586
11604,"Ahmedabad, India",16-Jan-15,Platinum,Entertainment,M,138623
11605,"Delhi, India",7-Nov-13,Signature,Entertainment,M,222117
11606,"Ahmedabad, India",24-Dec-13,Signature,Grocery,M,224160
11607,"Delhi, India",30-Sep-14,Platinum,Fuel,F,210231
11608,"Greater Mumbai, India",7-May-14,Signature,Entertainment,F,56345
11609,"Delhi, India",23-Dec-14,Signature,Grocery,M,126427
11610,"Ahmedabad, India",12-Mar-14,Silver,Bills,F,285105
11611,"Ahmedabad, India",8-Aug-14,Signature,Fuel,M,294576
11612,"Greater Mumbai, India",18-Feb-14,Gold,Food,F,102509
11613,"Bengaluru, India",6-Nov-13,Gold,Entertainment,F,180381
11614,"Greater Mumbai, India",11-Mar-14,Signature,Fuel,F,134488
11615,"Greater Mumbai, India",11-Aug-14,Signature,Bills,M,201034
11616,"Bengaluru, India",22-Jun-14,Silver,Entertainment,F,246356
11617,"Ahmedabad, India",21-Dec-13,Platinum,Entertainment,F,111931
11618,"Ahmedabad, India",18-Jun-14,Platinum,Food,M,287799
11619,"Delhi, India",5-Aug-14,Gold,Food,M,134299
11620,"Bengaluru, India",5-Dec-14,Platinum,Fuel,F,181625
11621,"Delhi, India",11-Jun-14,Silver,Food,M,183775
11622,"Delhi, India",11-Dec-14,Silver,Food,F,219817
11623,"Ahmedabad, India",13-Sep-14,Platinum,Fuel,F,211573
11624,"Ahmedabad, India",25-Oct-13,Platinum,Entertainment,M,75745
11625,"Greater Mumbai, India",8-Dec-14,Platinum,Fuel,F,125734
11626,"Ahmedabad, India",10-Mar-14,Gold,Bills,M,79400
11627,"Greater Mumbai, India",24-Nov-13,Platinum,Food,F,65666
11628,"Bengaluru, India",25-Nov-14,Signature,Bills,M,240299
11629,"Delhi, India",19-Dec-14,Gold,Food,F,215368
11630,"Bengaluru, India",2-May-15,Platinum,Bills,F,147412
11631,"Ahmedabad, India",6-May-15,Signature,Bills,M,281635
11632,"Delhi, India",5-Apr-14,Platinum,Grocery,F,94675
11633,"Greater Mumbai, India",10-Jun-14,Signature,Fuel,F,158914
11634,"Bengaluru, India",15-Dec-14,Platinum,Entertainment,M,200614
11635,"Delhi, India",22-Jan-14,Gold,Grocery,F,51957
11636,"Bengaluru, India",3-May-15,Gold,Food,F,10079
11637,"Greater Mumbai, India",4-May-15,Signature,Entertainment,F,36667
11638,"Greater Mumbai, India",1-May-14,Silver,Bills,F,27860
11639,"Bengaluru, India",30-May-14,Silver,Fuel,F,123352
11640,"Greater Mumbai, India",25-Dec-14,Gold,Entertainment,F,259668
11641,"Bengaluru, India",8-Dec-14,Signature,Grocery,M,151587
11642,"Greater Mumbai, India",2-Oct-14,Silver,Food,F,252542
11643,"Ahmedabad, India",30-Oct-14,Silver,Entertainment,M,111400
11644,"Greater Mumbai, India",13-Jan-15,Platinum,Grocery,M,226700
11645,"Ahmedabad, India",8-Feb-15,Gold,Grocery,M,137122
11646,"Greater Mumbai, India",8-Apr-15,Silver,Entertainment,M,26930
11647,"Greater Mumbai, India",25-Oct-13,Gold,Bills,M,237660
11648,"Delhi, India",18-May-15,Platinum,Entertainment,F,295780
11649,"Ahmedabad, India",8-Nov-13,Signature,Food,F,178867
